fdate,prc
2017-01-01,9257.555555555555
2017-01-02,13201.384615384615
2017-01-03,12214.736842105263
2017-01-04,11912.444444444445
2017-01-05,11048.535714285714
2017-01-06,10268.272727272728
2017-01-07,12222.578947368422
2017-01-08,13409.56
2017-01-09,10331.95
2017-01-10,11572.7
2017-01-11,10432.92857142857
2017-01-12,8552.3
2017-01-13,7576.227272727273
2017-01-14,7725.523809523809
2017-01-15,7745.541666666667
2017-01-16,10692.727272727272
2017-01-17,10686.76923076923
2017-01-18,10393.75
2017-01-19,8533.111111111111
2017-01-20,8153.795454545455
2017-01-21,7296.975609756098
2017-01-22,9545.58
2017-01-23,11059.581395348838
2017-01-24,10723.880597014926
2017-01-25,10217.59375
2017-01-26,8806.823529411764
2017-01-27,11652.826086956522
2017-01-28,11109.30612244898
2017-01-29,12667.42857142857
2017-01-30,8634.666666666666
2017-01-31,7821.0952380952385
2017-02-01,7486.85
2017-02-02,5562.416666666667
2017-02-03,4242.285714285715
2017-02-04,5279.541666666667
2017-02-05,4088.681818181818
2017-02-06,5367.321428571428
2017-02-07,6048.5
2017-02-08,3121.925925925926
2017-02-09,5537.571428571428
2017-02-10,4436.266666666666
2017-02-11,3776.923076923077
2017-02-12,6307.2307692307695
2017-02-13,6966.555555555556
2017-02-14,6770.866666666667
2017-02-15,6379.35294117647
2017-02-16,4577.0
2017-02-17,3671.7741935483873
2017-02-18,6073.666666666667
2017-02-19,6411.5
2017-02-20,7418.0625
2017-02-21,4095.304347826087
2017-02-22,7151.944444444444
2017-02-23,7557.642857142857
2017-02-24,7842.133333333333
2017-02-25,3635.9666666666667
2017-02-26,7257.555555555556
2017-02-27,3289.153846153846
2017-02-28,6413.882352941177
2017-03-01,8064.9
2017-03-02,4503.833333333333
2017-03-03,4618.05
2017-03-04,5148.346153846154
2017-03-05,6193.318181818182
2017-03-06,4992.2
2017-03-07,7475.363636363636
2017-03-08,4240.2
2017-03-09,3754.1111111111113
2017-03-10,5062.277777777777
2017-03-11,4911.791666666667
2017-03-12,5571.909090909091
2017-03-13,7227.0
2017-03-14,3862.125
2017-03-15,6543.814814814815
2017-03-16,3703.4166666666665
2017-03-17,5160.4
2017-03-18,5464.0
2017-03-19,7569.684210526316
2017-03-20,5307.388888888889
2017-03-21,8613.0
2017-03-22,4742.526315789473
2017-03-23,4619.714285714285
2017-03-24,4342.580645161291
2017-03-25,5887.857142857143
2017-03-26,5754.578947368421
2017-03-27,5198.315789473684
2017-03-28,5694.933333333333
2017-03-29,5625.227272727273
2017-03-30,5902.15
2017-03-31,4636.615384615385
2017-04-01,6928.04
2017-04-02,5775.105263157895
2017-04-03,6983.6
2017-04-04,8127.0
2017-04-05,5150.4
2017-04-06,4578.5
2017-04-07,4263.1578947368425
2017-04-08,5147.25
2017-04-09,5085.363636363636
2017-04-10,7148.684210526316
2017-04-11,4745.333333333333
2017-04-12,4530.785714285715
2017-04-13,5430.5
2017-04-14,4522.928571428572
2017-04-15,5337.952380952381
2017-04-16,5157.1
2017-04-17,8972.4
2017-04-18,5299.363636363636
2017-04-19,6593.833333333333
2017-04-20,5035.473684210527
2017-04-21,5257.227272727273
2017-04-22,4506.75
2017-04-23,6095.0
2017-04-24,4064.3333333333335
2017-04-25,8118.214285714285
2017-04-26,8889.75
2017-04-27,6001.714285714285
2017-04-28,6407.777777777777
2017-04-29,5433.526315789473
2017-04-30,10391.533333333333
2017-05-01,5892.833333333333
2017-05-02,6653.545454545455
2017-05-03,8147.0
2017-05-04,8599.380952380952
2017-05-05,5739.875
2017-05-06,7312.125
2017-05-07,6301.92
2017-05-08,6257.52
2017-05-09,6651.4375
2017-05-10,9295.625
2017-05-11,7208.315789473684
2017-05-12,5146.928571428572
2017-05-13,5598.68
2017-05-14,7102.0
2017-05-15,5531.5
2017-05-16,7047.64705882353
2017-05-17,6278.4
2017-05-18,4603.090909090909
2017-05-19,7797.636363636364
2017-05-20,5589.925925925926
2017-05-21,4856.8125
2017-05-22,7787.086956521739
2017-05-23,6933.066666666667
2017-05-24,8864.833333333334
2017-05-25,6396.058823529412
2017-05-26,5538.727272727273
2017-05-27,4615.166666666667
2017-05-28,8137.95
2017-05-29,6641.0
2017-05-30,5409.846153846154
2017-05-31,6244.5625
2017-06-01,9852.714285714286
2017-06-02,11165.25
2017-06-03,5004.380952380952
2017-06-04,7042.0
2017-06-05,5936.818181818182
2017-06-06,8270.714285714286
2017-06-07,5323.9375
2017-06-08,6666.7692307692305
2017-06-09,4718.65
2017-06-10,4372.5
2017-06-11,10618.142857142857
2017-06-12,4380.125
2017-06-13,5863.5
2017-06-14,6479.851851851852
2017-06-15,5474.133333333333
2017-06-16,5712.166666666667
2017-06-17,7327.421052631579
2017-06-18,9230.74074074074
2017-06-19,6242.28
2017-06-20,8384.217391304348
2017-06-21,6864.25
2017-06-22,5398.545454545455
2017-06-23,6192.851063829788
2017-06-24,6603.7307692307695
2017-06-25,6500.024390243902
2017-06-26,5542.526315789473
2017-06-27,8043.795454545455
2017-06-28,8483.911764705883
2017-06-29,5745.5
2017-06-30,8122.1578947368425
2017-07-01,9160.914285714285
2017-07-02,10743.0
2017-07-03,13327.125
2017-07-04,6777.692307692308
2017-07-05,7053.361111111111
2017-07-06,7888.0344827586205
2017-07-07,10535.333333333334
2017-07-08,13269.0
2017-07-09,9337.8
2017-07-10,8681.142857142857
2017-07-11,7956.941176470588
2017-07-12,12281.55
2017-07-13,8508.76923076923
2017-07-14,8948.6
2017-07-15,11054.846153846154
2017-07-16,11150.666666666666
2017-07-17,7856.266666666666
2017-07-18,10167.142857142857
2017-07-19,10153.0
2017-07-20,7885.115384615385
2017-07-21,8942.083333333334
2017-07-22,6935.366666666667
2017-07-23,13539.304347826086
2017-07-24,8195.36
2017-07-25,8227.5
2017-07-26,8896.962962962964
2017-07-27,10045.448275862069
2017-07-28,10047.2
2017-07-29,9784.30303030303
2017-07-30,8981.037037037036
2017-07-31,7649.16
2017-08-01,9849.333333333334
2017-08-02,8545.058823529413
2017-08-03,7807.206896551724
2017-08-04,9369.192307692309
2017-08-05,9769.17857142857
2017-08-06,9506.28125
2017-08-07,8636.07142857143
2017-08-08,10376.478260869566
2017-08-09,9315.454545454546
2017-08-10,9087.02564102564
2017-08-11,9399.222222222223
2017-08-12,14366.266666666666
2017-08-13,8363.62962962963
2017-08-14,11178.21875
2017-08-15,8725.823529411764
2017-08-16,8487.115384615385
2017-08-17,8250.222222222223
2017-08-18,9003.714285714286
2017-08-19,9469.736842105263
2017-08-20,8913.48
2017-08-21,7912.652173913043
2017-08-22,5644.380952380952
2017-08-23,6651.2
2017-08-24,6764.585365853659
2017-08-25,6385.192307692308
2017-08-26,8112.44
2017-08-27,9300.538461538461
2017-08-28,5328.961538461538
2017-08-29,5918.785714285715
2017-08-30,5745.692307692308
2017-08-31,4842.884615384615
2017-09-01,4974.652173913043
2017-09-02,7633.806451612903
2017-09-03,5110.529411764706
2017-09-04,6259.652173913043
2017-09-05,4037.55
2017-09-06,5001.913043478261
2017-09-07,5243.461538461538
2017-09-08,4996.2
2017-09-09,6402.909090909091
2017-09-10,5095.28
2017-09-11,5516.235294117647
2017-09-12,5491.565217391304
2017-09-13,6801.7692307692305
2017-09-14,5580.727272727273
2017-09-15,5618.7037037037035
2017-09-16,4217.333333333333
2017-09-17,4804.625
2017-09-18,5568.28
2017-09-19,6104.903225806452
2017-09-20,6184.666666666667
2017-09-21,7479.083333333333
2017-09-22,8940.85
2017-09-23,21411.625
2017-09-24,9096.0
2017-09-25,5921.181818181818
2017-09-26,9727.722222222223
2017-09-27,8751.90909090909
2017-09-28,8156.14705882353
2017-09-29,9300.851063829787
2017-09-30,9950.344827586207
2017-10-01,7587.185185185185
2017-10-02,9035.526315789473
2017-10-03,7273.142857142857
2017-10-04,4185.0
2017-10-05,4635.761904761905
2017-10-06,5857.0
2017-10-07,6208.0
2017-10-08,6419.684210526316
2017-10-09,4511.833333333333
2017-10-10,4386.416666666667
2017-10-11,3610.5714285714284
2017-10-12,3974.3
2017-10-13,6827.777777777777
2017-10-14,6676.0
2017-10-15,6115.6875
2017-10-16,3758.125
2017-10-17,6061.2
2017-10-18,6294.857142857143
2017-10-19,5997.125
2017-10-20,6456.076923076923
2017-10-21,5210.3
2017-10-22,5367.571428571428
2017-10-23,3566.8571428571427
2017-10-24,6996.75
2017-10-25,5646.210526315789
2017-10-26,6241.625
2017-10-27,6133.055555555556
2017-10-28,8690.25
2017-10-29,8950.8
2017-10-30,6740.8
2017-10-31,4595.083333333333
2017-11-01,5305.214285714285
2017-11-02,3386.777777777778
2017-11-03,6862.368421052632
2017-11-04,4009.705882352941
2017-11-05,6646.857142857143
2017-11-06,7593.25
2017-11-07,6348.909090909091
2017-11-08,3786.923076923077
2017-11-09,3182.75
2017-11-10,4453.882352941177
2017-11-11,3726.9
2017-11-12,6551.642857142857
2017-11-13,6831.142857142857
2017-11-14,6952.888888888889
2017-11-15,4619.7692307692305
2017-11-16,4612.235294117647
2017-11-17,4264.391304347826
2017-11-18,4798.076923076923
2017-11-19,5441.310344827586
2017-11-20,8138.571428571428
2017-11-21,5419.9
2017-11-22,5300.0
2017-11-23,6923.0
2017-11-24,8201.555555555555
2017-11-25,6100.555555555556
2017-11-26,5857.722222222223
2017-11-27,5713.166666666667
2017-11-28,6038.529411764706
2017-11-29,8585.833333333334
2017-11-30,5778.538461538462
2017-12-01,6513.3
2017-12-02,4518.461538461538
2017-12-03,8637.57142857143
2017-12-04,3927.0
2017-12-05,9098.2
2017-12-06,6758.5
2017-12-07,5654.416666666667
2017-12-08,6979.133333333333
2017-12-09,8211.0
2017-12-10,6160.136363636364
2017-12-11,4717.0
