fdate,prc
2017-01-03,7738.0
2017-01-10,12438.5
2017-01-13,12182.0
2017-01-14,7256.0
2017-01-15,9898.0
2017-01-18,5939.0
2017-01-19,11198.0
2017-01-20,5366.0
2017-01-23,9264.2
2017-01-24,11408.0
2017-01-26,19220.0
2017-01-28,30104.333333333332
2017-01-29,7755.0
2017-01-31,5381.5
2017-02-01,4230.0
2017-02-03,2903.0
2017-02-04,2920.5
2017-02-06,4130.0
2017-02-08,10404.0
2017-02-10,2468.0
2017-02-11,3986.0
2017-02-12,2602.3333333333335
2017-02-14,3725.0
2017-02-16,3397.0
2017-02-18,7231.0
2017-02-24,3394.6666666666665
2017-02-25,14726.0
2017-02-26,3495.0
2017-02-27,5357.0
2017-02-28,5795.5
2017-03-04,4744.6
2017-03-06,3921.0
2017-03-10,3849.0
2017-03-11,6008.0
2017-03-13,19431.0
2017-03-14,14896.0
2017-03-18,3108.0
2017-03-19,2436.0
2017-03-20,16384.0
2017-03-27,3508.0
2017-03-28,3584.5
2017-03-30,3227.25
2017-03-31,19183.0
2017-04-03,4163.0
2017-04-05,3733.6666666666665
2017-04-08,3513.0
2017-04-09,3871.0
2017-04-11,1499.0
2017-04-14,3368.0
2017-04-15,3787.0
2017-04-16,5838.0
2017-04-17,5242.0
2017-04-18,5852.0
2017-04-21,18938.0
2017-04-22,4285.0
2017-04-25,5285.0
2017-04-27,5437.0
2017-05-01,3559.0
2017-05-02,6256.0
2017-05-05,4995.0
2017-05-06,6672.0
2017-05-07,18503.0
2017-05-08,5757.0
2017-05-09,3639.0
2017-05-10,4086.0
2017-05-12,6961.0
2017-05-16,800.0
2017-05-17,3362.0
2017-05-21,6438.0
2017-05-24,3908.0
2017-05-26,21019.0
2017-05-29,6243.0
2017-06-02,3384.0
2017-06-03,3866.0
2017-06-04,16927.0
2017-06-07,4095.0
2017-06-09,3982.0
2017-06-10,5022.0
2017-06-14,3992.0
2017-06-17,6702.0
2017-06-18,5762.333333333333
2017-06-20,3930.0
2017-06-22,4218.25
2017-06-23,6534.0
2017-06-24,5515.666666666667
2017-06-25,4955.0
2017-06-27,21233.666666666668
2017-06-28,6759.0
2017-06-29,5946.0
2017-06-30,6936.0
2017-07-01,8041.8
2017-07-03,24591.75
2017-07-04,9229.0
2017-07-07,24736.0
2017-07-08,11809.0
2017-07-09,8461.6
2017-07-10,8319.0
2017-07-12,8836.0
2017-07-14,5915.0
2017-07-15,10735.0
2017-07-17,8242.0
2017-07-20,7083.0
2017-07-25,27564.0
2017-07-27,8245.0
2017-07-29,6212.0
2017-08-04,7325.0
2017-08-05,7990.0
2017-08-07,6389.0
2017-08-12,8551.2
2017-08-13,5388.5
2017-08-14,7952.0
2017-08-15,9266.0
2017-08-18,8564.0
2017-08-19,8565.0
2017-08-20,2690.0
2017-08-22,5518.0
2017-08-23,16196.5
2017-08-24,2659.0
2017-08-25,6069.0
2017-08-26,2660.0
2017-08-28,4757.0
2017-08-29,3642.0
2017-09-03,5089.5
2017-09-05,3529.0
2017-09-06,2412.0
2017-09-09,2316.0
2017-09-10,3360.3333333333335
2017-09-12,6913.0
2017-09-17,3944.5
2017-09-18,2525.0
2017-09-19,2530.0
2017-09-20,15997.0
2017-09-21,4184.0
2017-09-23,10601.666666666666
2017-09-25,8894.5
2017-09-26,12506.333333333334
2017-09-27,6008.0
2017-10-01,8615.0
2017-10-02,5472.0
2017-10-05,3826.6666666666665
2017-10-13,3998.0
2017-10-16,17900.0
2017-10-18,3659.0
2017-10-24,3906.0
2017-10-26,23319.0
2017-10-27,3640.0
2017-10-29,6569.0
2017-10-30,6068.0
2017-11-01,3952.0
2017-11-02,4618.0
2017-11-08,8065.0
2017-11-09,2413.0
2017-11-12,3189.5
2017-11-18,2411.0
2017-11-19,2622.0
2017-11-20,3327.5
2017-11-21,2413.0
2017-11-27,9952.0
2017-11-29,15772.5
2017-11-30,4987.0
2017-12-01,7312.0
2017-12-02,3695.0
2017-12-06,8465.0
2017-12-09,4042.0
2017-12-11,5138.0
2017-12-14,3850.0
2017-12-16,4205.5
2017-12-17,9314.25
2017-12-19,4283.666666666667
2017-12-20,4560.0
2017-12-24,12174.0
