fdate,airline,class,subclass,prc
2017-08-01,AA,C,D,18797.0
2017-08-01,AA,Y,L,6279.5
2017-08-01,AA,Y,M,8206.0
2017-08-01,AA,Y,N,7789.0
2017-08-01,AA,Y,Q,6896.0
2017-08-01,AA,Y,S,8791.0
2017-08-01,AA,Y,V,6241.0
2017-08-01,DL,C,Z,19834.0
2017-08-01,DL,Y,H,8805.0
2017-08-01,DL,Y,L,9501.0
2017-08-01,DL,Y,T,6430.5
2017-08-01,DL,Y,U,6740.0
2017-08-01,DL,Y,V,8638.0
2017-08-01,DL,Y,X,7893.0
2017-08-01,MU,C,C,43597.0
2017-08-01,MU,C,D,27700.5
2017-08-01,MU,Y,K,4666.0
2017-08-01,MU,Y,L,8126.0
2017-08-01,MU,Y,N,8334.0
2017-08-01,MU,Y,R,8144.0
2017-08-01,MU,Y,Z,6807.0
2017-08-01,UA,C,P,30902.0
2017-08-01,UA,Y,G,5628.0
2017-08-01,UA,Y,S,2862.0
2017-08-01,UA,Y,T,6655.0
2017-08-02,AA,C,D,11335.0
2017-08-02,AA,Y,H,6328.5
2017-08-02,AA,Y,L,6350.0
2017-08-02,AA,Y,M,10668.0
2017-08-02,AA,Y,N,7985.0
2017-08-02,AA,Y,Q,7010.5
2017-08-02,AA,Y,S,7828.0
2017-08-02,AA,Y,V,6082.0
2017-08-02,CZ,Y,V,3493.5
2017-08-02,DL,Y,H,8727.0
2017-08-02,DL,Y,K,8047.0
2017-08-02,DL,Y,L,7820.0
2017-08-02,DL,Y,Q,4860.0
2017-08-02,DL,Y,T,7549.5
2017-08-02,DL,Y,U,8517.0
2017-08-02,DL,Y,V,7394.5
2017-08-02,DL,Y,X,9227.0
2017-08-02,MU,C,D,24446.5
2017-08-02,MU,C,I,19611.5
2017-08-02,MU,Y,L,8361.5
2017-08-02,MU,Y,N,8309.0
2017-08-02,MU,Y,R,8274.0
2017-08-02,MU,Y,Z,10386.0
2017-08-02,UA,C,P,24465.0
2017-08-02,UA,Y,G,5362.0
2017-08-02,UA,Y,L,7091.0
2017-08-02,UA,Y,T,6583.0
2017-08-02,UA,Y,W,7698.0
2017-08-03,AA,C,D,23508.0
