fmonth,prc
2017-01,11438.912280701754
2017-02,7515.084967320261
2017-03,8591.149606299212
2017-04,7765.254385964912
2017-05,8449.28
2017-06,9209.810650887574
2017-07,10037.282208588957
2017-08,9447.096153846154
2017-09,8757.922077922078
2017-10,7260.680412371134
2017-11,7342.388888888889
2017-12,8252.574626865671
