fmonth,prc
2017-01,11103.929629629629
2017-02,7106.1908396946565
2017-03,6992.132596685083
2017-04,8243.281690140846
2017-05,8984.62937062937
2017-06,8491.524038461539
2017-07,12641.460329929301
2017-08,10326.775100401606
2017-09,10586.194871794873
2017-10,7307.171428571429
2017-11,8325.33695652174
2017-12,8032.903703703703
