fmonth,prc
2017-01,12113.481481481482
2017-02,4425.461538461538
2017-03,6316.409090909091
2017-04,5771.8421052631575
2017-05,6459.833333333333
2017-06,6833.277777777777
2017-07,12363.933333333332
2017-08,7327.37037037037
2017-09,7496.8
2017-10,7374.357142857143
2017-11,5599.222222222223
2017-12,6210.944444444444
