fmonth,prc
2016-01,8357.232824427481
2016-02,7887.547770700637
2016-03,6027.333333333333
2016-04,4511.2
2016-05,23538.0
2016-06,8695.515789473684
2016-07,12207.744736842105
2016-08,10272.680722891566
2016-09,7053.040419161676
2016-10,6616.336448598131
2016-11,5939.8127572016465
2016-12,6018.433846153846
