fmonth,prc
2016-01,8833.05633802817
2016-02,7720.472222222223
2016-03,6509.083333333333
2016-04,5007.0
2016-06,10914.978723404256
2016-07,12259.85
2016-08,11961.839779005524
2016-09,8580.125
2016-10,7122.2
2016-11,6030.069767441861
2016-12,7232.7875
