fmonth,prc
2017-01,10106.947963800905
2017-02,5476.563545150501
2017-03,5436.196078431372
2017-04,5974.671669793621
2017-05,6611.238361266294
2017-06,6754.0796812749
2017-07,9380.0990990991
2017-08,8506.152309612984
2017-09,6931.95983935743
2017-10,6108.178723404255
2017-11,5578.461728395062
2017-12,6135.499089253188
