fdate,prc
2017-01-01,7200.5
2017-01-02,11051.0
2017-01-03,26438.0
2017-01-04,7361.0
2017-01-05,8038.0
2017-01-06,15111.0
2017-01-07,7863.0
2017-01-08,20047.5
2017-01-09,8926.5
2017-01-10,12755.0
2017-01-11,5123.0
2017-01-12,7645.0
2017-01-15,10567.0
2017-01-16,3471.5
2017-01-18,7180.0
2017-01-19,6674.0
2017-01-20,8694.0
2017-01-22,7981.0
2017-01-23,7049.0
2017-01-25,7115.0
2017-01-27,5124.5
2017-01-28,5006.0
2017-01-31,15707.0
2017-02-01,5330.0
2017-02-02,5647.0
2017-02-04,13943.0
2017-02-05,6637.333333333333
2017-02-06,7844.5
2017-02-08,9096.0
2017-02-09,3448.0
2017-02-10,3428.0
2017-02-13,2747.5
2017-02-18,2809.0
2017-02-20,3563.0
2017-02-22,3051.0
2017-02-24,3437.0
2017-02-25,2084.0
2017-02-26,2896.5
2017-02-27,3708.2
2017-02-28,8697.5
2017-03-02,6309.0
2017-03-05,3498.3333333333335
2017-03-07,6396.5
2017-03-08,16034.0
2017-03-10,3379.0
2017-03-13,4170.5
2017-03-16,2814.1666666666665
2017-03-18,4002.5
2017-03-19,3196.6666666666665
2017-03-20,3774.0
2017-03-21,3467.0
2017-03-22,3238.0
2017-03-23,3493.0
2017-03-24,3658.6666666666665
2017-03-25,17415.0
2017-03-28,3493.0
2017-03-30,3059.0
2017-03-31,3599.25
2017-04-01,6337.5
2017-04-07,3724.0
2017-04-10,7359.333333333333
2017-04-11,3480.0
2017-04-14,2884.0
2017-04-15,4298.5
2017-04-17,3596.0
2017-04-18,3663.0
2017-04-20,9036.5
2017-04-21,3929.5
2017-04-23,3722.0
2017-04-24,4413.0
2017-04-25,3505.0
2017-04-28,3129.0
2017-04-29,4149.0
2017-04-30,4391.0
2017-05-01,4004.0
2017-05-04,3139.0
2017-05-05,3598.0
2017-05-06,5360.0
2017-05-10,2204.0
2017-05-12,4063.0
2017-05-14,4087.0
2017-05-17,3258.6666666666665
2017-05-21,4619.0
2017-05-25,5464.0
2017-05-26,6562.0
2017-05-28,3976.0
2017-05-30,4626.0
2017-05-31,3959.0
2017-06-04,3981.0
2017-06-07,3549.0
2017-06-15,8661.333333333334
2017-06-17,5677.0
2017-06-19,4109.0
2017-06-22,4413.5
2017-06-24,5547.0
2017-06-27,9180.5
2017-06-29,6180.0
2017-06-30,5099.5
2017-07-05,5630.0
2017-07-12,6345.0
2017-08-10,3510.0
2017-08-15,7534.0
2017-08-21,8623.0
2017-09-22,4978.5
2017-10-01,4790.666666666667
2017-10-02,4840.0
2017-10-11,2471.0
2017-10-22,8917.0
2017-10-24,2363.0
2017-11-04,2300.0
2017-11-13,2412.0
2017-11-15,2351.0
2017-11-17,2386.0
2017-11-19,3130.0
2017-11-20,3907.0
2017-11-21,7251.5
2017-12-02,15693.0
2017-12-05,2351.0
2017-12-09,5508.0
2017-12-10,8768.0
2017-12-14,2363.0
2017-12-17,13189.666666666666
2017-12-18,3668.0
2017-12-19,3576.0
2017-12-20,3550.6666666666665
2017-12-21,4252.0
2017-12-22,3779.5
2017-12-28,2362.0
2017-12-29,4224.0
