fmonth,prc
2016-01,7725.9
2016-02,8965.75
2016-03,4516.0
2016-06,6973.333333333333
2016-07,11754.333333333334
2016-08,11534.34375
2016-09,6785.666666666667
2016-10,6764.5
2016-11,5953.576923076923
2016-12,7035.121212121212
