fdate,prc
2017-01-01,11931.0
2017-01-02,10569.625
2017-01-03,12026.3
2017-01-04,12038.2
2017-01-05,8185.5
2017-01-06,10174.2
2017-01-07,14122.75
2017-01-08,12237.4375
2017-01-09,5330.0
2017-01-10,7037.75
2017-01-11,6649.6
2017-01-12,5696.0
2017-01-13,6929.428571428572
2017-01-14,12975.5
2017-01-15,11129.4
2017-01-16,10677.3
2017-01-17,16074.125
2017-01-18,11354.75
2017-01-19,20369.333333333332
2017-01-20,16967.4
2017-01-21,14381.5
2017-01-22,10788.434782608696
2017-01-23,8095.833333333333
2017-01-24,14614.833333333334
2017-01-25,11390.272727272728
2017-01-26,6838.0
2017-01-27,6585.0
2017-01-28,7654.0
2017-01-29,11319.57142857143
2017-01-30,11499.333333333334
2017-01-31,12756.0
2017-02-01,7279.8
2017-02-02,7352.347826086957
2017-02-03,5461.4375
2017-02-04,6275.75
2017-02-05,42353.333333333336
2017-02-06,2299.25
2017-02-07,3987.5
2017-02-08,5650.333333333333
2017-02-10,5552.6
2017-02-11,4993.75
2017-02-12,3609.0
2017-02-13,7910.8
2017-02-14,5244.5
2017-02-15,8704.25
2017-02-16,3618.0
2017-02-17,8544.5
2017-02-18,6412.615384615385
2017-02-19,9866.8
2017-02-20,10168.5
2017-02-21,8964.333333333334
2017-02-22,9384.5
2017-02-23,8442.8
2017-02-24,3125.0
2017-02-25,8953.714285714286
2017-02-26,2705.3333333333335
2017-02-28,6600.857142857143
2017-03-01,15436.666666666666
2017-03-02,3717.25
2017-03-05,4295.8
2017-03-06,7686.166666666667
2017-03-07,13933.0
2017-03-08,8811.5
2017-03-09,7694.444444444444
2017-03-10,8053.8
2017-03-11,3725.0
2017-03-12,20332.0
2017-03-13,9255.25
2017-03-15,4162.0
2017-03-17,8664.5
2017-03-18,12070.8
2017-03-19,18292.4
2017-03-20,12083.666666666666
2017-03-21,6396.2
2017-03-22,10274.5
2017-03-23,3564.0
2017-03-24,21940.5
2017-03-26,3734.6
2017-03-27,8302.142857142857
2017-03-28,11223.666666666666
2017-03-29,6862.363636363636
2017-03-30,3451.25
2017-03-31,3529.3333333333335
2017-04-01,5182.0
2017-04-02,4964.0
2017-04-03,3238.0
2017-04-04,3646.0
2017-04-05,4988.0
2017-04-06,3650.0
2017-04-07,3621.0
2017-04-08,3769.0
2017-04-09,9267.5
2017-04-10,5490.5
2017-04-11,4658.5
2017-04-12,2627.8
2017-04-13,8434.333333333334
2017-04-14,7016.888888888889
2017-04-15,4127.5
2017-04-16,8497.25
2017-04-17,3645.0
2017-04-19,9132.5
2017-04-20,4087.25
2017-04-21,4560.0
2017-04-23,5969.333333333333
2017-04-24,9454.5
2017-04-25,13953.57142857143
2017-04-26,12099.57142857143
2017-04-27,6592.3
2017-04-28,5078.0
2017-04-29,16502.5
2017-04-30,9493.0
2017-05-01,3379.0
2017-05-02,4881.5
2017-05-03,5448.0
2017-05-04,4620.5
2017-05-05,2893.3333333333335
2017-05-06,6112.5
2017-05-07,15300.5
2017-05-08,5018.636363636364
2017-05-09,12840.166666666666
2017-05-10,10649.333333333334
2017-05-11,6343.181818181818
2017-05-12,20611.0
2017-05-13,4772.428571428572
2017-05-14,6536.5
2017-05-15,3656.0
2017-05-16,8909.5
2017-05-17,19181.0
2017-05-18,12591.5
2017-05-19,41043.0
2017-05-20,9825.75
2017-05-21,6878.222222222223
2017-05-22,1838.6666666666667
2017-05-23,18031.166666666668
2017-05-24,7381.4
2017-05-25,4207.0
2017-05-26,14930.666666666666
2017-05-27,5542.5
2017-05-28,7268.75
2017-05-29,10093.666666666666
2017-05-30,15912.0
2017-05-31,4188.333333333333
2017-06-01,13639.666666666666
2017-06-02,5204.25
2017-06-03,7356.75
2017-06-04,6352.75
2017-06-05,4800.0
2017-06-06,6310.0
2017-06-07,12325.833333333334
2017-06-08,7071.0
2017-06-09,10667.142857142857
2017-06-10,10936.3
2017-06-11,8881.0
2017-06-12,8119.0
2017-06-13,13419.166666666666
2017-06-14,8335.0
2017-06-15,14127.941176470587
2017-06-16,15215.57142857143
2017-06-17,4158.0
2017-06-18,6616.375
2017-06-19,4755.5
2017-06-20,4168.0
2017-06-21,5358.5
2017-06-22,5567.285714285715
2017-06-23,5506.0
2017-06-24,11145.5
2017-06-25,7769.0
2017-06-26,5175.25
2017-06-27,6935.0
2017-06-28,8583.666666666666
2017-06-29,10821.1
2017-06-30,9130.666666666666
2017-07-01,6514.857142857143
2017-07-02,15028.5
2017-07-03,12594.4
2017-07-04,5340.5
2017-07-05,8552.272727272728
2017-07-06,5661.2
2017-07-08,10290.5
2017-07-09,16044.4
2017-07-10,10526.0
2017-07-11,5934.333333333333
2017-07-12,7284.909090909091
2017-07-13,7865.142857142857
2017-07-14,8962.5
2017-07-15,15953.714285714286
2017-07-16,6875.0
2017-07-17,6415.0
2017-07-18,13605.714285714286
2017-07-19,10731.833333333334
2017-07-20,9885.625
2017-07-21,11945.2
2017-07-22,8605.5
2017-07-23,13355.75
2017-07-24,10397.5
2017-07-25,6367.0
2017-07-26,3998.0
2017-07-27,13303.833333333334
2017-07-28,13914.5
2017-07-29,6466.666666666667
2017-07-30,8488.0
2017-07-31,13060.42857142857
2017-08-01,7820.666666666667
2017-08-02,6874.875
2017-08-03,12465.764705882353
2017-08-04,17168.8
2017-08-05,17318.5
