fmonth,prc
2016-01,9025.81690140845
2016-02,8896.142857142857
2016-03,3750.25
2016-04,11834.333333333334
2016-06,8909.533333333333
2016-07,12309.630057803468
2016-08,9812.781376518218
2016-09,7865.837398373984
2016-10,7556.30731707317
2016-11,6854.422535211268
2016-12,7833.381188118812
