fdate,prc
2016-01-01,12368.5
2016-01-02,13050.666666666666
2016-01-03,21580.0
2016-01-04,23220.0
2016-01-05,11438.0
2016-01-06,9838.3
2016-01-07,7614.153846153846
2016-01-08,12557.6
2016-01-09,6033.25
2016-01-10,7175.333333333333
2016-01-11,8415.444444444445
2016-01-12,6047.0
2016-01-13,6716.8
2016-01-14,5662.857142857143
2016-01-15,6553.625
2016-01-16,18840.0
2016-01-17,5684.571428571428
2016-01-18,6976.533333333334
2016-01-19,5000.545454545455
2016-01-20,5248.5
2016-01-21,5386.5
2016-01-22,8390.454545454546
2016-01-23,6782.333333333333
2016-01-24,6685.25
2016-01-25,8627.333333333334
2016-01-26,6284.7
2016-01-27,5831.3
2016-01-28,10740.666666666666
2016-01-29,6079.066666666667
2016-01-30,5763.125
2016-01-31,6530.263157894737
2016-02-01,7959.0
2016-02-02,15649.142857142857
2016-02-03,7544.533333333334
2016-02-04,11811.625
2016-02-05,6329.2
2016-02-06,7422.0
2016-02-07,8506.9
2016-02-08,7664.285714285715
2016-02-09,13325.555555555555
2016-02-10,23779.5
2016-02-11,4549.5
2016-02-12,4824.2
2016-02-13,4809.5
2016-02-14,4433.222222222223
2016-02-15,3703.5714285714284
2016-02-16,5280.0
2016-02-17,4236.0
2016-02-18,3901.0
2016-02-19,3956.0
2016-02-20,5069.0
2016-02-22,4212.5
2016-02-23,3957.0
2016-02-25,4506.666666666667
2016-02-27,21032.0
2016-02-28,3382.0
2016-03-01,3471.0
2016-03-02,3512.5
2016-03-04,9941.75
2016-03-05,4119.0
2016-03-09,4601.0
2016-03-10,12944.0
2016-03-12,4194.25
2016-03-14,3471.0
2016-03-18,4107.0
2016-03-20,4306.0
2016-03-22,3547.0
2016-03-26,5302.0
2016-03-31,4193.0
2016-04-01,3969.0
2016-04-02,4362.5
2016-04-04,4315.0
2016-04-07,3919.0
2016-04-12,4315.0
2016-04-14,3919.0
2016-04-21,4972.0
2016-04-27,7009.0
2016-05-03,23538.0
2016-06-02,5456.0
2016-06-03,3349.0
2016-06-04,3350.3333333333335
2016-06-05,3196.0
2016-06-06,4155.5
2016-06-07,12734.0
2016-06-09,12685.333333333334
2016-06-10,6756.375
2016-06-11,2744.3333333333335
2016-06-12,7559.75
2016-06-13,8905.0
2016-06-14,6774.8
2016-06-15,9114.8
2016-06-16,11166.6875
2016-06-17,5380.583333333333
2016-06-18,5709.428571428572
2016-06-19,6843.428571428572
2016-06-20,5833.857142857143
2016-06-21,7080.7692307692305
2016-06-22,13431.5
2016-06-23,19711.666666666668
2016-06-24,7932.222222222223
2016-06-25,8293.714285714286
2016-06-26,8078.333333333333
2016-06-27,8961.785714285714
2016-06-28,7516.0
2016-06-29,8456.1
2016-06-30,13173.166666666666
2016-07-01,11379.4
2016-07-02,13035.5
2016-07-03,12132.166666666666
2016-07-04,11775.857142857143
2016-07-05,11286.444444444445
2016-07-06,15084.375
2016-07-07,14548.111111111111
2016-07-08,9262.333333333334
2016-07-09,11031.52380952381
2016-07-10,10961.5
2016-07-11,15451.666666666666
2016-07-12,8714.285714285714
2016-07-13,10843.222222222223
2016-07-14,14813.111111111111
2016-07-15,11826.8125
2016-07-16,13924.285714285714
2016-07-17,11616.058823529413
2016-07-18,10450.333333333334
2016-07-19,16569.6
2016-07-20,10252.6
2016-07-21,9041.09090909091
2016-07-22,17112.25
2016-07-23,12448.4
2016-07-24,12630.9375
2016-07-25,9275.136363636364
2016-07-26,12381.92857142857
2016-07-27,11336.888888888889
2016-07-28,12449.0
2016-07-29,12146.4
2016-07-30,10341.5
2016-07-31,17543.4
2016-08-01,10883.57142857143
2016-08-02,15356.190476190477
2016-08-03,10473.111111111111
2016-08-04,9242.4
2016-08-05,9977.92857142857
2016-08-06,12454.05
2016-08-07,9661.772727272728
2016-08-08,10306.685714285713
2016-08-09,10802.047619047618
2016-08-10,13602.263157894737
2016-08-11,9219.6875
2016-08-12,10424.59090909091
2016-08-13,11814.206896551725
2016-08-14,12837.5
2016-08-15,13058.8
2016-08-16,10338.736842105263
2016-08-17,9967.7
2016-08-18,9365.75
2016-08-19,11772.368421052632
2016-08-20,12537.045454545454
2016-08-21,8400.5625
2016-08-22,10362.761904761905
2016-08-23,10043.074074074075
2016-08-24,9248.0
2016-08-25,8027.088235294118
2016-08-26,6164.357142857143
2016-08-27,8647.935483870968
2016-08-28,5804.684210526316
2016-08-29,8808.3
2016-08-30,7098.0
2016-08-31,7048.777777777777
2016-09-01,5703.96
2016-09-02,6201.0
2016-09-03,7415.571428571428
2016-09-04,8909.2
2016-09-05,9271.833333333334
2016-09-06,5978.64705882353
2016-09-07,5298.733333333334
2016-09-08,5887.058823529412
2016-09-09,5082.290322580645
2016-09-10,9024.148148148148
2016-09-11,6432.466666666666
2016-09-12,8747.72
2016-09-13,6772.090909090909
2016-09-14,4122.055555555556
2016-09-15,5578.0
2016-09-16,5044.789473684211
2016-09-17,8993.076923076924
2016-09-18,5515.071428571428
2016-09-19,6256.75
2016-09-20,6694.216216216216
2016-09-21,5095.4
2016-09-22,6006.235294117647
2016-09-23,7635.909090909091
2016-09-24,8032.782608695652
2016-09-25,10322.461538461539
2016-09-26,6282.833333333333
2016-09-27,7445.6551724137935
2016-09-28,8061.677419354839
2016-09-29,7477.944444444444
2016-09-30,10484.939393939394
2016-10-01,13824.760869565218
2016-10-02,9600.2
2016-10-03,7161.125
2016-10-04,7573.0625
2016-10-05,5281.0
2016-10-06,5192.571428571428
2016-10-07,4903.375
2016-10-08,7010.0
2016-10-09,4989.894736842105
2016-10-10,5172.238095238095
2016-10-11,6852.076923076923
2016-10-12,5496.578947368421
2016-10-13,5354.294117647059
2016-10-14,5044.0
2016-10-15,4618.117647058823
2016-10-16,5805.736842105263
2016-10-17,4408.705882352941
2016-10-18,6379.6
2016-10-19,6839.076923076923
2016-10-20,5295.357142857143
2016-10-21,6737.625
2016-10-22,5074.9473684210525
2016-10-23,6138.521739130435
2016-10-24,5134.95
2016-10-25,6594.8421052631575
2016-10-26,5104.055555555556
2016-10-27,5329.558823529412
2016-10-28,5822.086956521739
2016-10-29,5197.388888888889
2016-10-30,8821.70588235294
2016-10-31,7927.045454545455
2016-11-01,5048.272727272727
2016-11-02,7383.111111111111
2016-11-03,5931.818181818182
2016-11-04,4660.0
2016-11-05,5591.0
2016-11-06,5047.7
2016-11-07,5536.428571428572
2016-11-08,10180.444444444445
2016-11-09,5674.266666666666
2016-11-10,5649.058823529412
2016-11-11,6121.055555555556
2016-11-12,4800.25
2016-11-13,6615.733333333334
2016-11-14,5168.913043478261
2016-11-15,7040.75
2016-11-16,6121.166666666667
2016-11-17,6727.692307692308
2016-11-18,5406.681818181818
2016-11-19,4608.633333333333
2016-11-20,5794.666666666667
2016-11-21,6941.64
2016-11-22,6838.416666666667
2016-11-23,2678.4545454545455
2016-11-25,6003.444444444444
2016-11-26,5113.333333333333
2016-11-27,11460.722222222223
2016-11-28,6358.076923076923
2016-11-29,5033.111111111111
2016-11-30,3665.7272727272725
2016-12-01,5140.5
2016-12-02,3439.1
2016-12-03,5011.75
2016-12-04,9750.1
2016-12-05,6854.45
2016-12-06,4419.555555555556
2016-12-07,5372.0
2016-12-08,6725.214285714285
2016-12-09,3961.090909090909
2016-12-10,5441.72
2016-12-11,5775.214285714285
2016-12-12,9022.23076923077
2016-12-13,7553.2
2016-12-14,6831.791666666667
2016-12-15,7735.0
2016-12-16,5437.382352941177
2016-12-17,9916.82142857143
2016-12-18,7775.846153846154
2016-12-19,4432.357142857143
2016-12-20,5459.461538461538
