fmonth,prc
2017-01,9791.882352941177
2017-02,4983.090909090909
2017-03,4499.973684210527
2017-04,4831.291666666667
2017-05,4083.1176470588234
2017-06,6160.933333333333
2017-07,5808.75
2017-08,6555.666666666667
2017-09,4978.5
2017-10,5191.111111111111
2017-11,3873.625
2017-12,6041.9473684210525
