take_off_time,user_cnt
06:40,100
06:55,122
07:00,739
07:45,136
07:50,145
07:55,561
08:00,478
08:05,237
08:15,97
08:20,299
08:30,363
08:35,2
08:50,103
08:55,371
09:00,686
09:10,3
09:20,9
09:30,282
09:50,12
10:00,524
10:15,207
10:45,203
10:50,3
10:55,545
11:00,552
11:15,559
11:40,93
11:45,454
11:50,235
11:55,911
12:00,474
12:10,1
12:15,467
12:20,16
12:30,82
12:35,139
12:45,22
12:50,155
12:55,412
13:00,553
13:10,270
13:20,1
13:30,285
13:35,83
13:40,10
13:50,73
13:55,290
14:00,503
14:10,4
14:25,1
14:30,397
14:50,65
14:55,505
15:00,487
15:10,44
15:25,4
15:30,40
16:00,522
16:15,183
16:25,4
16:30,3
16:40,252
16:50,55
16:55,347
17:00,569
17:30,359
17:40,1
17:50,67
17:55,313
18:00,432
18:25,3
18:30,22
18:35,102
18:40,298
18:45,99
18:50,55
18:55,290
19:00,451
19:05,90
19:10,595
19:15,143
19:20,278
19:40,1
19:50,61
19:55,272
20:00,500
20:10,7
20:30,112
20:35,60
20:40,2
20:45,699
20:50,72
20:55,982
21:00,527
21:10,350
21:15,322
21:20,256
21:30,174
21:45,64
21:50,83
21:55,578
22:00,71
22:05,297
22:10,379
22:30,284
23:20,1
