take_off_time,user_cnt
06:40,129
06:55,176
07:00,86
07:45,138
07:50,231
07:55,691
08:00,1162
08:05,304
08:15,57
08:20,488
08:30,524
08:35,22
08:50,81
08:55,436
09:00,1149
09:10,2
09:20,24
09:30,448
09:50,2
10:00,736
10:10,7
10:15,330
10:45,70
10:55,546
11:00,773
11:10,2
11:15,653
11:30,2
11:40,108
11:45,631
11:50,217
11:55,960
12:00,875
12:15,572
12:25,43
12:30,109
12:35,147
12:45,16
12:50,169
12:55,361
13:00,991
13:10,415
13:20,9
13:30,466
13:35,159
13:40,13
13:50,25
13:55,170
14:00,707
14:10,1
14:30,589
14:50,66
14:55,689
15:00,671
15:10,71
15:30,79
15:55,1
16:00,650
16:15,245
16:40,336
16:50,62
16:55,407
17:00,794
17:15,5
17:30,312
17:50,62
17:55,319
18:00,549
18:15,3
18:30,3
18:35,136
18:40,371
18:45,95
18:50,62
18:55,879
19:00,735
19:15,214
19:20,391
19:30,3
19:45,140
19:50,30
19:55,295
20:00,1
20:10,3
20:20,4
20:30,175
20:35,42
20:40,9
20:45,827
20:50,71
20:55,1454
21:00,725
21:05,34
21:10,424
21:15,351
21:20,418
21:30,230
21:40,11
21:45,108
21:50,146
21:55,490
22:00,134
22:05,1
22:10,219
22:30,343
22:40,1
23:40,3
