take_off_time,user_cnt
06:40,100
06:55,107
07:00,375
07:45,120
07:50,106
07:55,443
08:00,345
08:05,247
08:15,70
08:20,356
08:30,291
08:35,7
08:50,63
08:55,304
09:00,568
09:15,1
09:20,18
09:30,230
10:00,451
10:15,184
10:20,2
10:45,141
10:50,1
10:55,491
11:00,470
11:10,1
11:15,474
11:30,1
11:40,90
11:45,456
11:50,172
11:55,808
12:00,486
12:10,29
12:15,477
12:20,2
12:25,17
12:30,108
12:35,115
12:40,1
12:45,29
12:50,140
12:55,365
13:00,519
13:10,291
13:15,2
13:20,7
13:30,270
13:35,106
13:40,11
13:45,1
13:50,66
13:55,163
14:00,472
14:10,1
14:25,1
14:30,404
14:35,1
14:50,74
14:55,483
15:00,447
15:10,39
15:20,3
15:25,2
15:30,52
15:45,1
15:55,1
16:00,448
16:15,177
16:25,1
16:30,1
16:40,231
16:45,1
16:50,61
16:55,328
17:00,431
17:15,2
17:30,321
17:40,3
17:45,1
17:50,60
17:55,275
18:00,320
18:15,1
18:20,1
18:25,1
18:30,6
18:35,111
18:40,377
18:45,100
18:50,72
18:55,441
19:00,410
19:05,37
19:10,329
19:15,137
19:20,419
19:30,4
19:35,14
19:40,2
19:45,52
19:50,71
19:55,256
20:00,243
20:05,1
20:10,2
20:20,3
20:30,100
20:35,73
20:40,25
20:45,575
20:50,65
20:55,970
21:00,524
21:05,15
21:10,293
21:15,348
21:20,352
21:30,160
21:40,6
21:45,93
21:50,116
21:55,518
22:00,115
22:05,165
22:10,313
22:15,1
22:20,1
22:30,287
22:50,1
22:55,2
23:00,6
23:05,4
23:15,1
23:25,3
23:30,7
23:40,1
23:50,3
23:55,3
