take_off_time,user_cnt
06:40,7
06:55,2
07:00,6
07:50,2
07:55,9
08:00,2
08:05,10
08:15,1
08:20,5
08:30,3
08:55,5
09:00,4
09:20,1
09:30,3
10:00,7
10:15,1
10:45,2
10:55,3
11:00,4
11:15,2
11:30,1
11:40,5
11:45,4
11:50,7
11:55,9
12:00,4
12:10,2
12:15,6
12:30,1
12:35,3
12:40,1
12:45,3
12:50,1
12:55,2
13:00,3
13:10,3
13:30,2
13:35,4
13:40,1
13:45,1
13:50,2
13:55,2
14:00,4
14:25,1
14:30,3
14:50,2
14:55,5
15:00,5
15:20,1
16:00,3
16:15,2
16:40,3
16:55,2
17:00,3
17:30,3
17:50,1
17:55,2
18:00,3
18:35,4
18:40,7
18:45,4
18:50,1
18:55,3
19:00,2
19:10,2
19:15,4
19:20,14
19:50,2
19:55,2
20:00,4
20:30,1
20:35,5
20:40,3
20:45,5
20:50,1
20:55,4
21:00,2
21:10,4
21:15,5
21:20,5
21:30,2
21:45,7
21:50,6
21:55,8
22:00,5
22:10,3
22:30,3
22:55,1
23:30,2
