take_off_time,user_cnt
06:40,17
06:55,18
07:00,106
07:45,16
07:50,14
07:55,59
08:00,73
08:05,48
08:15,14
08:20,62
08:30,46
08:35,2
08:50,3
08:55,30
09:00,111
09:20,1
09:30,44
10:00,85
10:15,33
10:45,28
10:55,57
11:00,82
11:15,70
11:40,15
11:45,76
11:50,31
11:55,96
12:00,99
12:10,1
12:15,67
12:30,20
12:35,28
12:45,2
12:50,14
12:55,20
13:00,86
13:10,47
13:15,1
13:30,43
13:35,10
13:40,2
13:50,3
13:55,9
14:00,81
14:30,74
14:50,4
14:55,60
15:00,69
15:10,4
15:30,8
15:55,1
16:00,64
16:15,14
16:40,20
16:50,10
16:55,32
17:00,75
17:30,49
17:50,7
17:55,31
18:00,67
18:30,1
18:35,20
18:40,62
18:45,18
18:50,7
18:55,30
19:00,70
19:10,56
19:15,15
19:20,64
19:50,9
19:55,34
20:00,70
20:05,1
20:20,2
20:30,12
20:35,11
20:45,82
20:50,9
20:55,110
21:00,69
21:10,26
21:15,53
21:20,54
21:30,16
21:45,13
21:50,25
21:55,73
22:00,21
22:05,49
22:10,68
22:15,1
22:30,47
22:50,1
22:55,1
23:00,5
23:25,3
23:50,2
23:55,2
