take_off_time,user_cnt
06:40,10
06:55,3
07:00,5
07:50,1
07:55,7
08:00,5
08:05,10
08:15,2
08:20,6
08:30,3
08:55,3
09:00,5
09:30,1
10:00,6
10:15,2
10:45,3
10:55,3
11:00,2
11:15,4
11:40,6
11:45,5
11:50,8
11:55,8
12:00,2
12:10,1
12:15,3
12:30,1
12:35,2
12:45,2
12:50,3
12:55,2
13:00,3
13:10,3
13:30,2
13:35,2
13:40,1
13:50,1
13:55,2
14:00,4
14:30,4
14:50,1
14:55,2
15:00,2
15:10,2
16:00,3
16:15,1
16:40,2
16:55,2
17:00,4
17:30,3
17:55,1
18:00,3
18:35,5
18:40,9
18:45,6
18:55,1
19:00,2
19:05,2
19:10,2
19:15,3
19:20,11
19:55,3
20:00,3
20:30,5
20:35,8
20:45,4
20:50,1
20:55,4
21:00,3
21:10,5
21:15,6
21:20,4
21:30,3
21:45,7
21:50,8
21:55,8
22:00,5
22:05,3
22:10,3
22:30,4
