take_off_time,user_cnt
06:40,147
06:55,168
07:00,877
07:45,165
07:50,220
07:55,695
08:00,632
08:05,349
08:15,93
08:20,505
08:30,476
08:35,9
08:50,127
08:55,694
09:00,947
09:20,18
09:30,364
10:00,703
10:15,310
10:25,2
10:45,253
10:55,829
11:00,723
11:15,675
11:30,3
11:40,122
11:45,758
11:50,291
11:55,1174
12:00,638
12:15,613
12:25,28
12:30,144
12:35,177
12:45,40
12:50,248
12:55,666
13:00,734
13:10,354
13:15,5
13:20,7
13:30,464
13:35,151
13:40,10
13:50,101
13:55,117
14:00,625
14:20,1
14:25,4
14:30,559
14:50,99
14:55,687
15:00,673
15:10,54
15:30,51
15:55,1
16:00,737
16:15,277
16:40,343
16:50,98
16:55,485
17:00,687
17:30,408
17:50,124
17:55,494
18:00,579
18:35,148
18:40,534
18:45,149
18:50,83
18:55,699
19:00,620
19:10,628
19:15,195
19:20,458
19:30,9
19:35,145
19:45,314
19:50,94
19:55,407
20:00,10
20:30,146
20:35,61
20:40,7
20:45,925
20:50,102
20:55,1748
21:00,1032
21:05,39
21:10,502
21:15,463
21:20,486
21:30,257
21:45,117
21:50,139
21:55,783
22:00,177
22:10,226
22:20,5
22:30,394
23:00,2
23:30,1
23:40,9
