take_off_time,user_cnt
06:30,93
07:00,38
07:30,493
08:00,422
08:30,698
09:00,597
09:30,174
10:00,626
10:30,516
11:00,805
11:30,1136
12:00,830
12:30,566
13:00,658
13:30,359
14:00,435
14:30,933
15:00,513
15:30,41
16:00,612
16:30,599
17:00,468
17:30,629
18:00,389
18:30,746
19:00,831
19:30,399
20:00,409
20:30,1319
21:00,1180
21:30,618
22:00,526
22:30,201
23:30,1
