take_off_time,user_cnt
06:40,58
06:55,100
07:00,852
07:45,107
07:50,129
07:55,392
08:00,610
08:05,170
08:15,85
08:20,330
08:30,411
08:35,7
08:50,54
08:55,276
09:00,818
09:20,6
09:30,299
10:00,572
10:15,207
10:45,182
10:55,396
11:00,603
11:15,571
11:40,90
11:45,517
11:50,132
11:55,657
12:00,622
12:10,2
12:15,504
12:30,134
12:35,148
12:45,19
12:50,116
12:55,219
13:00,659
13:10,283
13:15,3
13:30,340
13:35,104
13:40,16
13:50,41
13:55,56
14:00,632
14:25,2
14:30,499
14:50,42
14:55,404
15:00,564
15:10,52
15:30,54
15:55,8
16:00,611
16:10,5
16:15,119
16:40,206
16:50,54
16:55,239
17:00,654
17:30,348
17:40,1
17:50,64
17:55,243
18:00,513
18:30,5
18:35,80
18:40,372
18:45,108
18:50,63
18:55,233
19:00,545
19:10,387
19:15,124
19:20,343
19:30,5
19:50,43
19:55,242
20:00,554
20:05,7
20:20,13
20:30,105
20:35,64
20:40,2
20:45,699
20:50,75
20:55,833
21:00,543
21:10,322
21:15,306
21:20,331
21:25,1
21:30,206
21:45,99
21:50,129
21:55,483
22:00,106
22:05,316
22:10,469
22:15,11
22:30,307
22:40,1
22:50,4
22:55,1
23:00,26
23:25,13
23:30,3
23:50,2
23:55,3
