take_off_time,user_cnt
06:40,169
06:55,162
07:00,1053
07:45,150
07:50,203
07:55,708
08:00,695
08:05,363
08:15,88
08:20,520
08:30,506
08:35,8
08:45,2
08:50,85
08:55,604
09:00,1050
09:20,12
09:30,375
10:00,764
10:15,361
10:20,9
10:45,253
10:55,746
11:00,812
11:15,685
11:30,16
11:40,115
11:45,701
11:50,299
11:55,1207
12:00,725
12:15,687
12:25,45
12:30,162
12:35,187
12:45,33
12:50,197
12:55,540
13:00,874
13:10,416
13:20,1
13:30,432
13:35,159
13:40,10
13:50,59
13:55,309
14:00,673
14:25,4
14:30,634
14:50,98
14:55,637
15:00,782
15:10,73
15:30,55
15:40,5
16:00,736
16:15,247
16:40,280
16:50,81
16:55,419
17:00,786
17:30,402
17:40,1
17:50,78
17:55,386
18:00,646
18:35,168
18:40,576
18:45,159
18:50,75
18:55,903
19:00,682
19:05,7
19:10,655
19:15,192
19:20,526
19:25,10
19:40,7
19:50,82
19:55,404
20:00,5
20:30,152
20:35,70
20:40,4
20:45,981
20:50,90
20:55,1888
21:00,1005
21:05,33
21:10,485
21:15,497
21:20,552
21:30,291
21:45,116
21:50,181
21:55,778
22:00,151
22:10,252
22:15,2
22:25,1
22:30,438
23:00,3
23:05,33
23:50,8
