take_off_time,user_cnt
06:40,38
06:55,54
07:00,46
07:45,68
07:50,143
07:55,366
08:00,680
08:05,108
08:15,16
08:20,265
08:30,249
08:35,5
08:50,56
08:55,273
09:00,671
09:10,2
09:20,7
09:30,192
10:00,404
10:10,5
10:15,177
10:45,33
10:55,392
11:00,465
11:10,1
11:15,391
11:40,43
11:45,307
11:50,132
11:55,505
12:00,471
12:15,325
12:25,16
12:30,59
12:35,81
12:45,10
12:50,96
12:55,217
13:00,567
13:10,186
13:20,1
13:30,219
13:35,82
13:40,4
13:50,13
13:55,96
14:00,430
14:30,287
14:50,47
14:55,422
15:00,413
15:10,36
15:30,36
16:00,392
16:15,145
16:40,183
16:50,35
16:55,248
17:00,441
17:30,140
17:50,30
17:55,217
18:00,305
18:15,4
18:30,1
18:35,53
18:40,128
18:45,29
18:50,37
18:55,481
19:00,371
19:15,99
19:20,105
19:30,3
19:45,60
19:50,22
19:55,196
20:10,1
20:20,4
20:30,94
20:35,11
20:40,5
20:45,422
20:50,43
20:55,631
21:00,364
21:05,5
21:10,185
21:15,123
21:20,165
21:30,102
21:40,8
21:45,34
21:50,46
21:55,223
22:00,53
22:10,89
22:30,172
22:40,1
