take_off_time,user_cnt
06:40,15
06:55,17
07:00,8
07:45,7
07:50,11
07:55,64
08:05,44
08:15,10
08:20,64
08:30,75
08:50,8
08:55,44
09:00,118
09:20,5
09:30,33
10:00,96
10:15,36
10:45,36
10:55,101
11:00,78
11:15,89
11:40,18
11:45,81
11:50,23
11:55,133
12:00,82
12:15,93
12:20,1
12:30,10
12:35,13
12:45,8
12:50,19
12:55,58
13:00,85
13:10,43
13:20,3
13:30,37
13:35,12
13:40,5
13:50,14
13:55,4
14:00,68
14:30,67
14:50,14
14:55,81
15:00,64
15:10,11
15:30,10
16:00,69
16:15,31
16:40,36
16:50,14
16:55,70
17:00,51
17:30,51
17:45,1
17:50,12
17:55,49
18:00,52
18:20,1
18:35,14
18:40,78
18:45,18
18:50,19
18:55,59
19:00,50
19:05,18
19:10,20
19:15,27
19:20,82
19:30,2
19:50,16
19:55,56
20:00,67
20:10,2
20:30,17
20:35,16
20:40,1
20:45,83
20:50,8
20:55,137
21:00,77
21:05,7
21:10,50
21:15,62
21:20,59
21:30,22
21:40,4
21:45,14
21:50,13
21:55,87
22:00,25
22:05,60
22:10,82
22:30,49
23:55,1
