search_date,flt_date,search_time
2017-02-01,2017-02-01,15
2017-02-01,2017-02-02,41
2017-02-01,2017-02-03,9
2017-02-01,2017-02-04,8
2017-02-01,2017-02-05,11
2017-02-01,2017-02-06,8
2017-02-01,2017-02-07,10
2017-02-01,2017-02-08,15
2017-02-01,2017-02-09,12
2017-02-01,2017-02-10,6
2017-02-01,2017-02-11,1
2017-02-01,2017-02-12,4
2017-02-01,2017-02-13,3
2017-02-01,2017-02-14,1
2017-02-01,2017-02-15,19
2017-02-01,2017-02-16,5
2017-02-01,2017-02-17,6
2017-02-01,2017-02-18,2
2017-02-01,2017-02-19,4
2017-02-01,2017-02-20,4
2017-02-01,2017-02-21,4
2017-02-01,2017-02-22,3
2017-02-01,2017-02-23,4
2017-02-01,2017-02-24,3
2017-02-01,2017-02-25,2
2017-02-01,2017-02-26,10
2017-02-01,2017-02-27,8
2017-02-01,2017-02-28,7
2017-02-01,2017-03-01,16
2017-02-01,2017-03-02,7
2017-02-01,2017-03-03,6
2017-02-01,2017-03-04,1
2017-02-01,2017-03-05,2
2017-02-01,2017-03-06,1
2017-02-01,2017-03-07,3
2017-02-01,2017-03-08,10
2017-02-01,2017-03-09,2
2017-02-01,2017-03-10,6
2017-02-01,2017-03-11,1
2017-02-01,2017-03-12,1
2017-02-01,2017-03-13,2
2017-02-01,2017-03-14,5
2017-02-01,2017-03-15,7
2017-02-01,2017-03-16,1
2017-02-01,2017-03-18,2
2017-02-01,2017-03-19,3
2017-02-01,2017-03-20,7
2017-02-01,2017-03-21,2
2017-02-01,2017-03-22,2
2017-02-01,2017-03-23,3
2017-02-01,2017-03-25,1
2017-02-01,2017-03-26,1
2017-02-01,2017-03-28,1
2017-02-01,2017-03-29,3
2017-02-01,2017-03-30,2
2017-02-01,2017-03-31,4
2017-02-01,2017-04-01,4
2017-02-01,2017-04-02,3
2017-02-01,2017-04-05,2
2017-02-01,2017-04-06,5
2017-02-01,2017-04-09,1
2017-02-01,2017-04-10,1
2017-02-01,2017-04-11,1
2017-02-01,2017-04-15,5
2017-02-01,2017-04-18,1
2017-02-01,2017-04-20,5
2017-02-01,2017-04-22,1
2017-02-01,2017-04-23,1
2017-02-01,2017-04-24,2
2017-02-01,2017-04-25,2
2017-02-01,2017-04-27,4
2017-02-01,2017-04-28,7
2017-02-01,2017-04-29,3
2017-02-01,2017-05-01,1
2017-02-01,2017-05-02,2
2017-02-01,2017-05-04,1
2017-02-01,2017-05-07,2
2017-02-01,2017-05-08,1
2017-02-01,2017-05-09,2
2017-02-01,2017-05-10,1
2017-02-01,2017-05-15,1
2017-02-01,2017-05-16,1
2017-02-01,2017-05-17,1
2017-02-01,2017-05-18,3
2017-02-01,2017-05-19,1
2017-02-01,2017-05-21,1
2017-02-01,2017-05-25,1
2017-02-01,2017-05-26,3
2017-02-01,2017-05-28,3
2017-02-01,2017-05-30,2
2017-02-01,2017-06-01,4
2017-02-01,2017-06-05,5
2017-02-01,2017-06-06,2
2017-02-01,2017-06-07,1
2017-02-01,2017-06-08,4
2017-02-01,2017-06-09,1
2017-02-01,2017-06-10,1
2017-02-01,2017-06-11,2
2017-02-01,2017-06-12,1
2017-02-01,2017-06-13,1
2017-02-01,2017-06-17,2
2017-02-01,2017-06-19,2
2017-02-01,2017-06-22,2
2017-02-01,2017-06-26,1
2017-02-01,2017-06-27,4
2017-02-01,2017-06-28,1
2017-02-01,2017-06-29,3
2017-02-01,2017-06-30,3
2017-02-01,2017-07-01,4
2017-02-01,2017-07-03,1
2017-02-01,2017-07-04,1
2017-02-01,2017-07-05,1
2017-02-01,2017-07-10,2
2017-02-01,2017-07-12,6
2017-02-01,2017-07-14,1
2017-02-01,2017-07-15,2
2017-02-01,2017-07-16,1
2017-02-01,2017-07-21,1
2017-02-01,2017-07-25,1
2017-02-01,2017-07-28,2
2017-02-01,2017-07-31,1
2017-02-02,2017-02-02,9
2017-02-02,2017-02-03,56
2017-02-02,2017-02-04,9
2017-02-02,2017-02-05,15
2017-02-02,2017-02-06,14
2017-02-02,2017-02-07,8
2017-02-02,2017-02-08,4
2017-02-02,2017-02-09,12
2017-02-02,2017-02-10,6
2017-02-02,2017-02-11,5
2017-02-02,2017-02-12,2
2017-02-02,2017-02-14,4
2017-02-02,2017-02-15,13
2017-02-02,2017-02-16,3
2017-02-02,2017-02-17,2
2017-02-02,2017-02-18,5
2017-02-02,2017-02-19,5
2017-02-02,2017-02-20,9
2017-02-02,2017-02-21,2
2017-02-02,2017-02-22,6
2017-02-02,2017-02-23,7
2017-02-02,2017-02-24,3
2017-02-02,2017-02-25,2
2017-02-02,2017-02-26,4
2017-02-02,2017-02-28,10
2017-02-02,2017-03-01,8
2017-02-02,2017-03-02,9
2017-02-02,2017-03-03,4
2017-02-02,2017-03-04,6
2017-02-02,2017-03-05,4
2017-02-02,2017-03-06,1
2017-02-02,2017-03-08,9
2017-02-02,2017-03-09,1
2017-02-02,2017-03-10,2
2017-02-02,2017-03-12,2
2017-02-02,2017-03-13,2
2017-02-02,2017-03-15,8
2017-02-02,2017-03-16,6
2017-02-02,2017-03-17,2
2017-02-02,2017-03-20,8
2017-02-02,2017-03-21,3
2017-02-02,2017-03-22,3
2017-02-02,2017-03-23,7
2017-02-02,2017-03-24,1
2017-02-02,2017-03-25,1
2017-02-02,2017-03-28,1
2017-02-02,2017-03-29,2
2017-02-02,2017-03-30,3
2017-02-02,2017-03-31,6
2017-02-02,2017-04-01,8
2017-02-02,2017-04-02,6
2017-02-02,2017-04-03,3
2017-02-02,2017-04-04,1
2017-02-02,2017-04-05,9
2017-02-02,2017-04-06,10
2017-02-02,2017-04-07,6
2017-02-02,2017-04-08,3
2017-02-02,2017-04-09,4
2017-02-02,2017-04-10,7
2017-02-02,2017-04-11,6
2017-02-02,2017-04-12,2
2017-02-02,2017-04-17,1
2017-02-02,2017-04-19,2
2017-02-02,2017-04-20,2
2017-02-02,2017-04-21,4
2017-02-02,2017-04-24,1
2017-02-02,2017-04-26,2
2017-02-02,2017-04-27,2
2017-02-02,2017-04-28,7
2017-02-02,2017-04-29,5
2017-02-02,2017-04-30,4
2017-02-02,2017-05-01,4
2017-02-02,2017-05-04,3
2017-02-02,2017-05-07,2
2017-02-02,2017-05-08,2
2017-02-02,2017-05-10,2
2017-02-02,2017-05-11,5
2017-02-02,2017-05-12,2
2017-02-02,2017-05-16,1
2017-02-02,2017-05-18,1
2017-02-02,2017-05-24,1
2017-02-02,2017-05-28,2
2017-02-02,2017-06-05,2
2017-02-02,2017-06-10,1
2017-02-02,2017-06-12,1
2017-02-02,2017-06-14,6
2017-02-02,2017-06-16,2
2017-02-02,2017-06-17,2
2017-02-02,2017-06-20,5
2017-02-02,2017-06-22,2
2017-02-02,2017-06-23,1
2017-02-02,2017-06-25,4
2017-02-02,2017-06-26,8
2017-02-02,2017-06-27,6
2017-02-02,2017-06-28,5
2017-02-02,2017-06-29,2
2017-02-02,2017-06-30,5
2017-02-02,2017-07-01,2
2017-02-02,2017-07-02,1
2017-02-02,2017-07-03,5
2017-02-02,2017-07-04,1
2017-02-02,2017-07-05,2
2017-02-02,2017-07-06,1
2017-02-02,2017-07-07,6
2017-02-02,2017-07-24,2
2017-02-02,2017-07-29,1
2017-02-03,2017-02-03,4
2017-02-03,2017-02-04,45
2017-02-03,2017-02-05,2
2017-02-03,2017-02-06,3
2017-02-03,2017-02-07,9
2017-02-03,2017-02-08,11
2017-02-03,2017-02-09,9
2017-02-03,2017-02-10,6
2017-02-03,2017-02-11,6
2017-02-03,2017-02-12,4
2017-02-03,2017-02-13,5
2017-02-03,2017-02-14,5
2017-02-03,2017-02-15,12
2017-02-03,2017-02-16,6
2017-02-03,2017-02-17,8
2017-02-03,2017-02-18,3
2017-02-03,2017-02-19,3
2017-02-03,2017-02-20,2
2017-02-03,2017-02-21,6
2017-02-03,2017-02-22,2
2017-02-03,2017-02-23,9
2017-02-03,2017-02-24,6
2017-02-03,2017-02-25,7
2017-02-03,2017-02-26,5
2017-02-03,2017-02-27,7
2017-02-03,2017-02-28,4
2017-02-03,2017-03-01,13
2017-02-03,2017-03-02,5
2017-02-03,2017-03-03,2
2017-02-03,2017-03-04,3
2017-02-03,2017-03-05,7
2017-02-03,2017-03-06,3
2017-02-03,2017-03-07,1
2017-02-03,2017-03-08,5
2017-02-03,2017-03-09,1
2017-02-03,2017-03-10,1
2017-02-03,2017-03-11,2
2017-02-03,2017-03-12,3
2017-02-03,2017-03-13,6
2017-02-03,2017-03-14,6
2017-02-03,2017-03-15,4
2017-02-03,2017-03-16,6
2017-02-03,2017-03-17,4
2017-02-03,2017-03-19,1
2017-02-03,2017-03-20,1
2017-02-03,2017-03-21,1
2017-02-03,2017-03-22,2
2017-02-03,2017-03-23,3
2017-02-03,2017-03-24,5
2017-02-03,2017-03-28,1
2017-02-03,2017-03-29,5
2017-02-03,2017-03-30,3
2017-02-03,2017-03-31,14
2017-02-03,2017-04-01,11
2017-02-03,2017-04-02,3
2017-02-03,2017-04-03,5
2017-02-03,2017-04-04,3
2017-02-03,2017-04-05,7
2017-02-03,2017-04-06,6
2017-02-03,2017-04-07,2
2017-02-03,2017-04-08,1
2017-02-03,2017-04-09,2
2017-02-03,2017-04-10,1
2017-02-03,2017-04-11,2
2017-02-03,2017-04-12,3
2017-02-03,2017-04-13,1
2017-02-03,2017-04-14,2
2017-02-03,2017-04-15,1
2017-02-03,2017-04-17,1
2017-02-03,2017-04-18,2
2017-02-03,2017-04-19,2
2017-02-03,2017-04-20,1
2017-02-03,2017-04-22,1
2017-02-03,2017-04-24,4
2017-02-03,2017-04-25,4
2017-02-03,2017-04-26,7
2017-02-03,2017-04-27,12
2017-02-03,2017-04-28,4
2017-02-03,2017-05-02,1
2017-02-03,2017-05-03,1
2017-02-03,2017-05-05,1
2017-02-03,2017-05-07,1
2017-02-03,2017-05-08,3
2017-02-03,2017-05-09,2
2017-02-03,2017-05-10,2
2017-02-03,2017-05-11,3
2017-02-03,2017-05-15,2
2017-02-03,2017-05-17,5
2017-02-03,2017-05-18,1
2017-02-03,2017-05-20,3
2017-02-03,2017-05-21,3
2017-02-03,2017-05-22,4
2017-02-03,2017-05-23,1
2017-02-03,2017-05-24,3
2017-02-03,2017-05-25,1
2017-02-03,2017-05-26,3
2017-02-03,2017-05-27,2
