search_date,flt_date,search_time
2017-01-20,2017-01-20,5
2017-01-20,2017-01-21,24
2017-01-20,2017-01-22,22
2017-01-20,2017-01-23,17
2017-01-20,2017-01-24,5
2017-01-20,2017-01-25,20
2017-01-20,2017-01-26,30
2017-01-20,2017-01-27,19
2017-01-20,2017-01-28,13
2017-01-20,2017-01-29,3
2017-01-20,2017-01-30,13
2017-01-20,2017-01-31,12
2017-01-20,2017-02-01,7
2017-01-20,2017-02-02,50
2017-01-20,2017-02-03,3
2017-01-20,2017-02-04,1
2017-01-20,2017-02-06,8
2017-01-20,2017-02-07,4
2017-01-20,2017-02-08,3
2017-01-20,2017-02-09,7
2017-01-20,2017-02-10,1
2017-01-20,2017-02-11,1
2017-01-20,2017-02-12,3
2017-01-20,2017-02-13,4
2017-01-20,2017-02-14,3
2017-01-20,2017-02-15,3
2017-01-20,2017-02-16,1
2017-01-20,2017-02-18,14
2017-01-20,2017-02-19,1
2017-01-20,2017-02-20,4
2017-01-20,2017-02-21,1
2017-01-20,2017-02-22,1
2017-01-20,2017-02-23,1
2017-01-20,2017-02-26,3
2017-01-20,2017-02-28,13
2017-01-20,2017-03-01,8
2017-01-20,2017-03-02,2
2017-01-20,2017-03-03,4
2017-01-20,2017-03-04,1
2017-01-20,2017-03-05,2
2017-01-20,2017-03-06,1
2017-01-20,2017-03-07,2
2017-01-20,2017-03-08,1
2017-01-20,2017-03-10,2
2017-01-20,2017-03-11,6
2017-01-20,2017-03-12,1
2017-01-20,2017-03-13,3
2017-01-20,2017-03-14,2
2017-01-20,2017-03-15,2
2017-01-20,2017-03-16,4
2017-01-20,2017-03-17,8
2017-01-20,2017-03-18,3
2017-01-20,2017-03-24,2
2017-01-20,2017-03-27,1
2017-01-20,2017-03-28,2
2017-01-20,2017-03-29,3
2017-01-20,2017-03-30,1
2017-01-20,2017-04-05,6
2017-01-20,2017-04-06,6
2017-01-20,2017-04-07,1
2017-01-20,2017-04-10,3
2017-01-20,2017-04-12,1
2017-01-20,2017-04-13,1
2017-01-20,2017-04-15,2
2017-01-20,2017-04-18,1
2017-01-20,2017-04-20,1
2017-01-20,2017-04-21,1
2017-01-20,2017-04-24,4
2017-01-20,2017-04-25,1
2017-01-20,2017-04-27,11
2017-01-20,2017-04-28,6
2017-01-20,2017-04-30,5
2017-01-20,2017-05-01,1
2017-01-20,2017-05-04,2
2017-01-20,2017-05-08,1
2017-01-20,2017-05-10,2
2017-01-20,2017-05-11,12
2017-01-20,2017-05-12,14
2017-01-20,2017-05-13,1
2017-01-20,2017-05-14,1
2017-01-20,2017-05-15,5
2017-01-20,2017-05-16,2
2017-01-20,2017-05-20,1
2017-01-20,2017-05-21,2
2017-01-20,2017-05-23,1
2017-01-20,2017-05-27,2
2017-01-20,2017-06-01,2
2017-01-20,2017-06-17,1
2017-01-20,2017-06-18,4
2017-01-20,2017-06-19,1
2017-01-20,2017-06-27,1
