search_date,flt_date,search_time
2017-12-01,2017-12-01,304
2017-12-01,2017-12-02,808
2017-12-01,2017-12-03,434
2017-12-01,2017-12-04,369
2017-12-01,2017-12-05,373
2017-12-01,2017-12-06,350
2017-12-01,2017-12-07,303
2017-12-01,2017-12-08,369
2017-12-01,2017-12-09,322
2017-12-01,2017-12-10,381
2017-12-01,2017-12-11,304
2017-12-01,2017-12-12,331
2017-12-01,2017-12-13,308
2017-12-01,2017-12-14,314
2017-12-01,2017-12-15,382
2017-12-01,2017-12-16,350
2017-12-01,2017-12-17,307
2017-12-01,2017-12-18,317
2017-12-01,2017-12-19,385
2017-12-01,2017-12-20,378
2017-12-01,2017-12-21,380
2017-12-01,2017-12-22,301
2017-12-01,2017-12-23,342
2017-12-01,2017-12-24,312
2017-12-01,2017-12-25,264
2017-12-01,2017-12-26,259
2017-12-01,2017-12-27,321
2017-12-01,2017-12-28,311
2017-12-01,2017-12-29,241
2017-12-01,2017-12-30,323
2017-12-01,2017-12-31,303
2017-12-01,2018-01-01,435
2017-12-01,2018-01-02,375
2017-12-01,2018-01-03,319
2017-12-01,2018-01-04,535
2017-12-01,2018-01-05,374
2017-12-01,2018-01-06,472
2017-12-01,2018-01-07,407
2017-12-01,2018-01-08,414
2017-12-01,2018-01-09,367
2017-12-01,2018-01-10,337
2017-12-01,2018-01-11,327
2017-12-01,2018-01-12,268
2017-12-01,2018-01-13,273
2017-12-01,2018-01-14,265
2017-12-01,2018-01-15,313
2017-12-01,2018-01-16,219
2017-12-01,2018-01-17,207
2017-12-01,2018-01-18,210
2017-12-01,2018-01-19,190
2017-12-01,2018-01-20,238
2017-12-01,2018-01-21,242
2017-12-01,2018-01-22,207
2017-12-01,2018-01-23,164
2017-12-01,2018-01-24,177
2017-12-01,2018-01-25,180
2017-12-01,2018-01-26,200
2017-12-01,2018-01-27,181
2017-12-01,2018-01-28,174
2017-12-01,2018-01-29,150
2017-12-01,2018-01-30,161
2017-12-01,2018-01-31,158
2017-12-01,2018-02-01,343
2017-12-01,2018-02-02,275
2017-12-01,2018-02-03,280
2017-12-01,2018-02-04,202
2017-12-01,2018-02-05,207
2017-12-01,2018-02-06,258
2017-12-01,2018-02-07,244
2017-12-01,2018-02-08,253
2017-12-01,2018-02-09,317
2017-12-01,2018-02-10,366
2017-12-01,2018-02-11,322
2017-12-01,2018-02-12,323
2017-12-01,2018-02-13,323
2017-12-01,2018-02-14,440
2017-12-01,2018-02-15,434
2017-12-01,2018-02-16,409
2017-12-01,2018-02-17,420
2017-12-01,2018-02-18,434
2017-12-01,2018-02-19,420
2017-12-01,2018-02-20,432
2017-12-01,2018-02-21,484
2017-12-01,2018-02-22,331
2017-12-01,2018-02-23,275
2017-12-01,2018-02-24,269
2017-12-01,2018-02-25,293
2017-12-01,2018-02-26,258
2017-12-01,2018-02-27,253
2017-12-01,2018-02-28,276
2017-12-01,2018-03-01,204
2017-12-01,2018-03-02,161
2017-12-01,2018-03-03,170
2017-12-01,2018-03-04,166
2017-12-01,2018-03-05,147
2017-12-01,2018-03-06,109
2017-12-01,2018-03-07,98
2017-12-01,2018-03-08,80
2017-12-01,2018-03-09,68
2017-12-01,2018-03-10,77
2017-12-01,2018-03-11,60
2017-12-01,2018-03-12,61
2017-12-01,2018-03-13,57
2017-12-01,2018-03-14,56
2017-12-01,2018-03-15,62
2017-12-01,2018-03-16,61
2017-12-01,2018-03-17,50
2017-12-01,2018-03-18,59
2017-12-01,2018-03-19,49
2017-12-01,2018-03-20,66
2017-12-01,2018-03-21,64
2017-12-01,2018-03-22,54
2017-12-01,2018-03-23,47
2017-12-01,2018-03-24,100
2017-12-01,2018-03-25,52
2017-12-01,2018-03-26,46
2017-12-01,2018-03-27,37
2017-12-01,2018-03-28,38
2017-12-01,2018-03-29,23
2017-12-01,2018-03-30,46
2017-12-01,2018-03-31,82
2017-12-01,2018-04-01,46
2017-12-01,2018-04-02,33
2017-12-01,2018-04-03,23
2017-12-01,2018-04-04,31
2017-12-01,2018-04-05,29
2017-12-01,2018-04-06,34
2017-12-01,2018-04-07,35
2017-12-01,2018-04-08,29
2017-12-01,2018-04-09,36
2017-12-01,2018-04-10,29
2017-12-01,2018-04-11,25
2017-12-01,2018-04-12,22
2017-12-01,2018-04-13,20
2017-12-01,2018-04-14,23
2017-12-01,2018-04-15,15
2017-12-01,2018-04-16,16
2017-12-01,2018-04-17,24
2017-12-01,2018-04-18,20
2017-12-01,2018-04-19,18
2017-12-01,2018-04-20,26
2017-12-01,2018-04-21,29
2017-12-01,2018-04-22,28
2017-12-01,2018-04-23,21
2017-12-01,2018-04-24,27
2017-12-01,2018-04-25,22
2017-12-01,2018-04-26,35
2017-12-01,2018-04-27,37
2017-12-01,2018-04-28,49
2017-12-01,2018-04-29,34
2017-12-01,2018-04-30,24
2017-12-01,2018-05-01,38
2017-12-01,2018-05-02,26
2017-12-01,2018-05-03,29
2017-12-01,2018-05-04,29
2017-12-01,2018-05-05,20
2017-12-01,2018-05-06,31
2017-12-01,2018-05-07,30
2017-12-01,2018-05-08,24
2017-12-01,2018-05-09,24
2017-12-01,2018-05-10,33
2017-12-01,2018-05-11,28
2017-12-01,2018-05-12,36
2017-12-01,2018-05-13,17
2017-12-01,2018-05-14,17
2017-12-01,2018-05-15,15
2017-12-01,2018-05-16,18
2017-12-01,2018-05-17,22
2017-12-01,2018-05-18,31
2017-12-01,2018-05-19,20
2017-12-01,2018-05-20,25
2017-12-01,2018-05-21,17
2017-12-01,2018-05-22,29
2017-12-01,2018-05-23,21
2017-12-01,2018-05-24,18
2017-12-01,2018-05-25,20
2017-12-01,2018-05-26,7
2017-12-01,2018-05-27,13
2017-12-01,2018-05-28,12
2017-12-01,2018-05-29,19
2017-12-01,2018-05-30,17
2017-12-02,2017-12-02,214
2017-12-02,2017-12-03,795
2017-12-02,2017-12-04,378
2017-12-02,2017-12-05,312
2017-12-02,2017-12-06,296
2017-12-02,2017-12-07,268
2017-12-02,2017-12-08,295
2017-12-02,2017-12-09,375
2017-12-02,2017-12-10,314
2017-12-02,2017-12-11,290
2017-12-02,2017-12-12,314
2017-12-02,2017-12-13,262
2017-12-02,2017-12-14,273
2017-12-02,2017-12-15,283
2017-12-02,2017-12-16,296
2017-12-02,2017-12-17,251
2017-12-02,2017-12-18,274
2017-12-02,2017-12-19,238
2017-12-02,2017-12-20,260
2017-12-02,2017-12-21,289
2017-12-02,2017-12-22,289
2017-12-02,2017-12-23,260
2017-12-02,2017-12-24,215
2017-12-02,2017-12-25,193
2017-12-02,2017-12-26,204
2017-12-02,2017-12-27,225
2017-12-02,2017-12-28,246
2017-12-02,2017-12-29,194
2017-12-02,2017-12-30,286
2017-12-02,2017-12-31,293
2017-12-02,2018-01-01,330
2017-12-02,2018-01-02,247
2017-12-02,2018-01-03,213
2017-12-02,2018-01-04,230
2017-12-02,2018-01-05,206
2017-12-02,2018-01-06,296
2017-12-02,2018-01-07,242
2017-12-02,2018-01-08,254
2017-12-02,2018-01-09,185
2017-12-02,2018-01-10,164
2017-12-02,2018-01-11,168
2017-12-02,2018-01-12,139
2017-12-02,2018-01-13,174
2017-12-02,2018-01-14,191
2017-12-02,2018-01-15,258
2017-12-02,2018-01-16,180
2017-12-02,2018-01-17,138
2017-12-02,2018-01-18,124
2017-12-02,2018-01-19,124
2017-12-02,2018-01-20,156
2017-12-02,2018-01-21,146
2017-12-02,2018-01-22,130
2017-12-02,2018-01-23,117
2017-12-02,2018-01-24,107
2017-12-02,2018-01-25,126
2017-12-02,2018-01-26,128
2017-12-02,2018-01-27,159
2017-12-02,2018-01-28,169
2017-12-02,2018-01-29,113
2017-12-02,2018-01-30,114
2017-12-02,2018-01-31,116
2017-12-02,2018-02-01,281
2017-12-02,2018-02-02,211
2017-12-02,2018-02-03,219
2017-12-02,2018-02-04,186
2017-12-02,2018-02-05,220
2017-12-02,2018-02-06,218
