Day, Diff, Value
16, 12, 5.000000
15, -69, 5.000000
52, -73, 5.000000
2, 83, -10.000000
66, -14, 5.000000
59, 31, 5.000000
82, 148, 5.000000
45, 32, 5.000000
39, -29, 5.000000
76, -145, 5.000000
31, 93, 5.000000
0, -134, 5.000000
53, -32, 5.000000
72, 17, -5.000000
58, 76, 5.000000
21, 56, -10.000000
44, 111, 5.000000
7, 117, -10.000000
24, -110, 5.000000
77, -72, 5.000000
34, 36, 5.000000
20, 119, -10.000000
11, -124, 5.000000
48, -118, 5.000000
6, 70, -10.000000
78, -7, 5.000000
63, 0, 5.000000
33, 85, 5.000000
35, -20, 5.000000
49, -35, 5.000000
5, 135, -10.000000
53, 139, 5.000000
76, 28, -5.000000
62, 91, 5.000000
9, 45, -10.000000
22, -30, 5.000000
36, -91, 5.000000
73, -75, 5.000000
38, 51, 5.000000
8, 98, -10.000000
23, -111, 5.000000
60, -99, 5.000000
37, -142, 5.000000
74, -52, 5.000000
51, 53, 5.000000
17, -56, 5.000000
37, 74, 5.000000
47, -7, 5.000000
84, -139, 5.000000
61, -54, 5.000000
4, -22, 5.000000
50, 86, 5.000000
13, 34, -10.000000
18, -103, 5.000000
71, -95, 5.000000
32, -72, 5.000000
85, -94, 5.000000
62, -149, 5.000000
26, 14, 5.000000
5, -91, 5.000000
42, -79, 5.000000
12, 109, -10.000000
19, -102, 5.000000
56, -112, 5.000000
33, -145, 5.000000
86, -45, -10.000000
16, 135, -10.000000
55, 62, 5.000000
29, -35, 5.000000
25, 127, 5.000000
43, -126, 5.000000
80, -120, 5.000000
57, -57, 5.000000
82, 11, -10.000000
45, 149, 5.000000
0, -11, 5.000000
54, 109, 5.000000
1, 23, -10.000000
30, -108, 5.000000
67, -86, 5.000000
81, -33, 5.000000
58, -130, 5.000000
30, 21, 5.000000
1, -70, 5.000000
54, -84, 5.000000
0, 88, -10.000000
68, -5, 5.000000
57, 10, 5.000000
43, 43, 5.000000
25, -46, 5.000000
29, 116, 5.000000
55, -105, 5.000000
19, 51, -10.000000
12, -64, 5.000000
42, 112, 5.000000
5, 12, 5.000000
26, -125, 5.000000
79, -65, 5.000000
22, -135, 5.000000
32, 21, 5.000000
18, 24, 5.000000
13, -113, 5.000000
50, -101, 5.000000
4, 91, -10.000000
64, -26, 5.000000
89, 85, -5.000000
75, 38, -5.000000
61, 7, 5.000000
47, 84, 5.000000
37, -25, 5.000000
17, 97, -10.000000
51, -104, 5.000000
88, -114, 5.000000
88, 10, -10.000000
23, 60, 5.000000
8, -53, 5.000000
46, 135, 5.000000
38, -66, 5.000000
75, -128, 5.000000
89, -63, 5.000000
36, 8, 5.000000
22, 111, 5.000000
9, -100, 5.000000
62, -106, 5.000000
76, -47, 5.000000
79, 27, -5.000000
49, 28, 5.000000
35, 65, 0.000000
33, -28, 5.000000
63, -83, 5.000000
75, -1, 5.000000
6, -21, 5.000000
43, -129, 5.000000
11, 41, -10.000000
20, -34, 5.000000
34, 138, 5.000000
34, -83, 5.000000
87, -107, 5.000000
24, 59, 5.000000
7, -72, 5.000000
44, -58, 5.000000
10, 114, -10.000000
21, -119, 5.000000
58, -123, 5.000000
72, -36, 5.000000
81, 79, -5.000000
67, 12, 5.000000
53, 33, 5.000000
31, -48, 5.000000
68, -146, 5.000000
39, 82, 5.000000
45, -111, 5.000000
82, -99, 5.000000
9, 139, -10.000000
59, -66, 5.000000
80, 16, -5.000000
2, -1, 5.000000
15, 10, 5.000000
16, -95, 5.000000
69, -71, 5.000000
46, -96, 5.000000
83, -106, 5.000000
86, 117, 5.000000
65, 142, 5.000000
28, 54, 0.000000
3, -75, 5.000000
40, -55, 5.000000
14, 65, -10.000000
17, -138, 5.000000
70, -8, 5.000000
84, -49, 5.000000
85, 52, -5.000000
71, 1, 5.000000
41, 54, 5.000000
27, -51, 5.000000
64, -143, 5.000000
27, 103, 5.000000
41, -98, 5.000000
13, 136, -10.000000
14, -19, 5.000000
40, 137, 5.000000
3, 31, -10.000000
28, -76, 5.000000
65, -90, 5.000000
88, 149, 5.000000
74, 104, 5.000000
46, 18, 5.000000
69, 147, 5.000000
16, 33, -10.000000
15, -90, 5.000000
52, -36, 5.000000
2, 76, -10.000000
66, -17, 5.000000
73, 33, -5.000000
45, 59, 5.000000
39, -1, 5.000000
31, 120, 5.000000
53, -117, 5.000000
49, 137, 5.000000
21, 35, 5.000000
10, -40, 5.000000
44, 132, 5.000000
7, 16, 5.000000
24, -73, 5.000000
77, -109, 5.000000
78, 95, -5.000000
34, 1, 5.000000
20, 92, -10.000000
11, -101, 5.000000
48, -17, 5.000000
6, 91, -10.000000
78, -30, 5.000000
77, 46, -5.000000
24, 134, 5.000000
33, 72, 0.000000
35, -13, 5.000000
49, -80, 5.000000
9, 48, -10.000000
22, -57, 5.000000
36, -126, 5.000000
73, -104, 5.000000
80, 139, 5.000000
66, 82, 5.000000
2, -139, 5.000000
38, 20, 5.000000
8, 71, -10.000000
23, -116, 5.000000
60, -6, 5.000000
74, -87, 5.000000
65, 27, 5.000000
28, 137, 5.000000
17, -29, 5.000000
37, 85, 5.000000
47, -28, 5.000000
61, -91, 5.000000
75, -150, 5.000000
4, -9, 5.000000
13, 61, -10.000000
18, -78, 5.000000
71, -68, 5.000000
32, -99, 5.000000
85, -115, 5.000000
84, 118, 5.000000
70, 65, 5.000000
14, -136, 5.000000
3, 136, 5.000000
26, 43, 0.000000
42, -38, 5.000000
12, 74, -10.000000
19, -127, 5.000000
56, -11, 5.000000
86, -76, 5.000000
83, 39, -5.000000
69, 24, -5.000000
29, -8, 5.000000
25, 98, 5.000000
43, -103, 5.000000
80, -83, 5.000000
57, -86, 5.000000
87, -129, 5.000000
82, 36, -5.000000
39, -141, 5.000000
0, -22, 5.000000
1, 10, 5.000000
30, -71, 5.000000
67, -79, 5.000000
81, -14, 5.000000
72, 97, 5.000000
58, 60, 5.000000
7, 133, -10.000000
30, 62, 0.000000
54, -63, 5.000000
0, 125, -10.000000
68, -128, 5.000000
87, 40, -5.000000
25, -11, 5.000000
29, 111, 5.000000
55, -78, 5.000000
83, -144, 5.000000
35, -132, 5.000000
19, 22, 5.000000
12, -35, 5.000000
5, 23, -10.000000
26, -84, 5.000000
79, -38, 5.000000
76, 108, 5.000000
62, 43, 5.000000
85, 138, 5.000000
32, 10, 5.000000
18, 53, -10.000000
50, -12, 5.000000
4, 96, -10.000000
64, -101, 5.000000
89, 120, 5.000000
75, 61, -5.000000
37, -62, 5.000000
51, -65, 5.000000
88, -77, 5.000000
88, 47, 5.000000
23, 27, 5.000000
8, -48, 5.000000
38, -109, 5.000000
75, -25, 5.000000
89, -28, -10.000000
64, 71, 5.000000
50, 38, 5.000000
36, 21, 5.000000
22, 64, -10.000000
62, -5, 5.000000
76, -82, 5.000000
79, 6, -10.000000
33, -33, 5.000000
63, -120, 5.000000
11, 12, 5.000000
34, -122, 5.000000
87, -16, -10.000000
68, 90, -5.000000
54, 29, 5.000000
77, 148, 5.000000
24, 32, 5.000000
44, -29, 5.000000
81, -145, 5.000000
10, 95, -10.000000
58, -18, 5.000000
72, -95, 5.000000
81, 98, -5.000000
67, 19, 5.000000
45, -84, 5.000000
82, -74, 5.000000
59, -107, 5.000000
57, 122, 5.000000
80, 53, -5.000000
15, 49, -10.000000
69, -60, 5.000000
46, -123, 5.000000
83, -3, -10.000000
86, 110, -5.000000
56, 45, 5.000000
42, 0, 5.000000
40, -18, 5.000000
14, 106, -10.000000
70, -99, 5.000000
84, -76, 5.000000
85, 31, -5.000000
32, 133, 5.000000
71, 28, -5.000000
27, -32, 5.000000
41, -95, 5.000000
61, 119, 5.000000
3, 34, -10.000000
65, -39, 5.000000
42, -144, 5.000000
74, 117, 5.000000
60, 32, 5.000000
52, -7, 5.000000
89, -143, 5.000000
2, 105, -10.000000
66, -120, 5.000000
73, 4, 5.000000
9, -20, 5.000000
39, -43, 5.000000
31, 135, 5.000000
53, -74, 5.000000
67, -149, 5.000000
79, 139, 5.000000
49, 108, 5.000000
21, 14, 5.000000
7, 47, -10.000000
77, -18, 5.000000
54, -145, 5.000000
78, 64, -5.000000
6, -133, 5.000000
48, 51, 5.000000
11, -130, 5.000000
48, -60, 5.000000
6, 124, -10.000000
78, -121, 5.000000
77, 9, -5.000000
7, -56, 5.000000
21, -7, 5.000000
35, -42, 5.000000
49, -117, 5.000000
79, -132, 5.000000
53, 81, 5.000000
39, 34, 5.000000
9, 27, -10.000000
36, -145, 5.000000
73, -29, 5.000000
66, 79, 5.000000
2, -146, 5.000000
89, 150, 5.000000
52, 14, 5.000000
23, -149, 5.000000
60, -41, 5.000000
74, -78, 5.000000
65, 62, 5.000000
3, -59, 5.000000
47, -61, 5.000000
61, -128, 5.000000
71, 145, 5.000000
41, 70, 5.000000
27, -131, 5.000000
27, 23, 5.000000
13, 24, -10.000000
71, -37, 5.000000
32, -142, 5.000000
85, -24, -10.000000
84, 83, -5.000000
70, 90, -5.000000
14, -99, 5.000000
40, 25, 5.000000
42, -25, 5.000000
56, -38, 5.000000
86, -87, 5.000000
83, 10, -10.000000
69, 35, -5.000000
15, -42, 5.000000
43, -68, 5.000000
80, -62, 5.000000
57, -115, 5.000000
59, 98, 5.000000
82, 65, -5.000000
45, 75, 5.000000
31, 8, 5.000000
1, 45, -10.000000
67, -44, 5.000000
81, -107, 5.000000
72, 70, -5.000000
58, 25, 5.000000
10, -88, 5.000000
81, 136, 5.000000
44, 20, 5.000000
54, -6, 5.000000
68, -83, 5.000000
87, 7, -10.000000
34, 113, 5.000000
11, -21, 5.000000
48, -129, 5.000000
55, -87, 5.000000
63, 127, 5.000000
33, 56, 0.000000
56, 135, 5.000000
5, 50, -10.000000
79, -63, 5.000000
76, 73, -5.000000
62, 12, 5.000000
22, -73, 5.000000
50, -47, 5.000000
64, -80, 5.000000
89, 99, -5.000000
75, 16, -5.000000
38, 100, 5.000000
23, -4, 5.000000
60, -150, 5.000000
51, -94, 5.000000
88, -40, -10.000000
88, 84, -5.000000
51, 72, 5.000000
37, 37, 5.000000
60, 138, 5.000000
75, -6, 5.000000
89, -113, 5.000000
64, 124, 5.000000
4, -121, 5.000000
50, 3, 5.000000
18, -62, 5.000000
85, -131, 5.000000
62, -36, 5.000000
76, -117, 5.000000
79, 45, -5.000000
26, 91, 5.000000
5, -48, 5.000000
19, -15, 5.000000
35, 139, 5.000000
63, -105, 5.000000
55, 69, 5.000000
25, 18, 5.000000
87, -17, -10.000000
68, 103, 5.000000
0, -102, 5.000000
54, 54, 5.000000
30, -55, 5.000000
7, -142, 5.000000
44, -8, 5.000000
58, -53, 5.000000
72, -122, 5.000000
81, 5, -10.000000
67, 54, 5.000000
30, 78, 5.000000
1, -51, 5.000000
39, 132, 5.000000
82, -45, 5.000000
59, -120, 5.000000
57, 93, 5.000000
80, 74, -5.000000
43, 94, 5.000000
29, 31, 5.000000
69, -17, 5.000000
83, -32, 5.000000
86, 67, -5.000000
56, 18, 5.000000
19, 134, 5.000000
12, -83, 5.000000
42, 45, 5.000000
26, -36, 5.000000
3, -129, 5.000000
40, -13, 5.000000
14, 143, 5.000000
70, -74, 5.000000
84, -111, 5.000000
85, 122, 5.000000
32, 122, 5.000000
71, 59, 5.000000
18, 69, -10.000000
13, -6, 5.000000
71, -131, 5.000000
75, 141, 5.000000
61, 82, 5.000000
47, 35, 5.000000
17, 20, 5.000000
65, -4, 5.000000
74, 94, -5.000000
60, 29, 5.000000
23, 139, 5.000000
8, -96, 5.000000
38, -29, 5.000000
52, -26, 5.000000
2, 130, -10.000000
66, -91, 5.000000
80, -148, 5.000000
73, 111, 5.000000
36, 101, 5.000000
22, 48, -10.000000
9, -9, 5.000000
49, 71, 5.000000
35, 52, 0.000000
77, -55, 5.000000
78, 101, -5.000000
6, -100, 5.000000
48, 8, 5.000000
20, -85, 5.000000
34, -10, 5.000000
48, -39, 5.000000
6, 145, 5.000000
78, -88, 5.000000
54, 141, 5.000000
77, 100, 5.000000
24, 80, 5.000000
7, -25, 5.000000
44, -141, 5.000000
10, 47, -10.000000
21, -28, 5.000000
49, -146, 5.000000
53, 124, 5.000000
31, -113, 5.000000
39, 57, 5.000000
36, -140, 5.000000
73, -58, 5.000000
66, 104, 5.000000
29, 148, 5.000000
2, -117, 5.000000
52, 43, 5.000000
16, -42, 5.000000
46, -11, 5.000000
60, -52, 5.000000
74, -97, 5.000000
88, -142, 5.000000
42, 144, 5.000000
65, 81, 5.000000
28, 67, 5.000000
3, -24, 5.000000
40, -130, 5.000000
14, 26, -10.000000
61, -133, 5.000000
13, -145, 5.000000
41, 105, 5.000000
27, -112, 5.000000
64, 134, 5.000000
27, 10, 5.000000
71, -10, 5.000000
85, -45, 5.000000
84, 56, -5.000000
70, 127, 5.000000
17, 129, -10.000000
14, -122, 5.000000
40, 62, 5.000000
28, -63, 5.000000
86, -126, 5.000000
83, 113, 5.000000
46, 103, 5.000000
69, 78, -5.000000
16, 86, -10.000000
15, -3, 5.000000
2, 25, -10.000000
80, -25, 5.000000
57, -144, 5.000000
59, 89, 5.000000
9, -132, 5.000000
82, 90, -5.000000
45, 102, 5.000000
39, -91, 5.000000
31, 23, 5.000000
67, -5, 5.000000
81, -88, 5.000000
72, 43, -5.000000
58, 2, 5.000000
21, 126, 5.000000
10, -75, 5.000000
44, 49, 5.000000
24, -52, 5.000000
77, -130, 5.000000
87, 98, -5.000000
34, 106, 5.000000
20, 41, -10.000000
11, -50, 5.000000
6, 12, 5.000000
63, 90, 5.000000
33, 19, 5.000000
35, -90, 5.000000
79, -20, 5.000000
76, 38, -5.000000
62, 17, 5.000000
9, 107, -10.000000
22, -88, 5.000000
73, -141, 5.000000
89, 6, -10.000000
75, 119, 5.000000
38, 121, 5.000000
8, 60, -10.000000
23, -37, 5.000000
47, 133, 5.000000
88, -3, -10.000000
88, 121, 5.000000
51, 111, 5.000000
17, -106, 5.000000
37, 0, 5.000000
47, -77, 5.000000
61, -16, 5.000000
75, -47, 5.000000
89, -78, 5.000000
64, 17, 5.000000
4, -84, 5.000000
50, 28, 5.000000
13, 104, -10.000000
18, -33, 5.000000
32, -30, 5.000000
79, 72, -5.000000
26, 68, 5.000000
5, -5, 5.000000
12, 55, -10.000000
19, -44, 5.000000
55, 96, 5.000000
29, -125, 5.000000
25, 53, 5.000000
43, -52, 5.000000
57, -3, 5.000000
87, -54, 5.000000
68, 12, 5.000000
0, -65, 5.000000
54, 43, 5.000000
1, 93, -10.000000
30, -46, 5.000000
10, 133, -10.000000
58, 137, 5.000000
81, 24, -5.000000
67, 93, -5.000000
30, 83, 5.000000
1, -32, 5.000000
0, 2, 5.000000
82, -20, 5.000000
57, 64, 5.000000
80, 111, 5.000000
43, 117, 5.000000
25, -120, 5.000000
29, 58, 0.000000
55, -39, 5.000000
16, -144, 5.000000
83, -57, 5.000000
86, 36, -5.000000
56, 119, 5.000000
19, 109, -10.000000
12, -118, 5.000000
42, 54, 5.000000
5, 66, -10.000000
26, -7, 5.000000
85, 101, -5.000000
32, 95, 5.000000
71, 86, -5.000000
18, 94, -10.000000
13, -43, 5.000000
50, -95, 5.000000
4, 29, -10.000000
41, -145, 5.000000
61, 77, 5.000000
84, 146, 5.000000
47, 14, 5.000000
37, -67, 5.000000
17, 47, -10.000000
51, -46, 5.000000
28, -149, 5.000000
74, 59, -5.000000
60, 122, 5.000000
23, 102, 5.000000
8, -123, 5.000000
38, -60, 5.000000
50, 147, 5.000000
73, 114, 5.000000
36, 66, 0.000000
22, 21, 5.000000
9, -38, 5.000000
62, -84, 5.000000
53, -132, 5.000000
49, 90, 5.000000
72, 133, 5.000000
35, 27, 5.000000
33, -94, 5.000000
63, -25, 5.000000
78, 14, -5.000000
25, 130, 5.000000
6, -79, 5.000000
48, 109, 5.000000
11, 115, -10.000000
12, -2, 5.000000
34, -45, 5.000000
77, 127, 5.000000
24, 117, 5.000000
7, -126, 5.000000
44, -120, 5.000000
10, 8, 5.000000
21, -49, 5.000000
58, -69, 5.000000
1, -131, 5.000000
53, 103, 5.000000
31, -86, 5.000000
76, 136, 5.000000
39, 20, 5.000000
45, -41, 5.000000
59, -8, 5.000000
66, 5, 5.000000
29, 143, 5.000000
2, -92, 5.000000
52, 80, 5.000000
15, 76, -10.000000
16, -21, 5.000000
69, -129, 5.000000
46, -34, 5.000000
74, -136, 5.000000
65, 116, 5.000000
28, 120, 5.000000
3, -113, 5.000000
40, -125, 5.000000
51, 137, 5.000000
14, 63, -10.000000
70, -58, 5.000000
41, 12, 5.000000
4, 128, -10.000000
27, -73, 5.000000
27, 33, 5.000000
41, -44, 5.000000
84, 37, -5.000000
70, 16, 5.000000
14, -85, 5.000000
40, 67, 5.000000
3, 89, -10.000000
28, -2, 5.000000
65, -148, 5.000000
83, 84, -5.000000
46, 72, 5.000000
38, -141, 5.000000
69, 105, 5.000000
16, 107, -10.000000
15, -104, 5.000000
52, -106, 5.000000
55, 138, 5.000000
2, 50, -10.000000
66, -43, 5.000000
80, -4, -10.000000
59, 60, 5.000000
82, 119, 5.000000
45, 1, 5.000000
39, -128, 5.000000
31, 50, 0.000000
53, -63, 5.000000
72, 48, -5.000000
58, 111, 5.000000
21, 89, -10.000000
10, -98, 5.000000
44, 78, 5.000000
7, 90, -10.000000
24, -15, 5.000000
30, 137, 5.000000
78, 149, 5.000000
87, 89, -5.000000
34, 71, 0.000000
20, 22, 5.000000
11, -91, 5.000000
48, -87, 5.000000
6, 33, -10.000000
78, -40, 5.000000
63, 33, 5.000000
33, 118, 5.000000
35, -115, 5.000000
12, -148, 5.000000
49, -2, 5.000000
76, 3, 5.000000
62, 122, 5.000000
9, 78, -10.000000
22, -115, 5.000000
59, -139, 5.000000
36, -60, 5.000000
18, 132, 5.000000
89, 41, -5.000000
75, 74, -5.000000
38, 82, 5.000000
8, 1, 5.000000
23, -74, 5.000000
60, -68, 5.000000
74, -17, 5.000000
88, -30, -10.000000
51, 18, 5.000000
17, -87, 5.000000
37, 107, 5.000000
47, -98, 5.000000
8, -129, 5.000000
61, -21, 5.000000
64, 54, 5.000000
4, -55, 5.000000
50, 121, 5.000000
13, 67, -10.000000
18, -8, 5.000000
71, -122, 5.000000
32, -57, 5.000000
70, 143, 5.000000
79, 119, 5.000000
26, 97, 5.000000
5, -122, 5.000000
42, -112, 5.000000
12, 12, 5.000000
19, -69, 5.000000
56, -81, 5.000000
86, -14, -10.000000
55, 31, 5.000000
29, -66, 5.000000
25, 88, 5.000000
43, -29, 5.000000
20, -150, 5.000000
57, -32, 5.000000
68, 41, 5.000000
0, -44, 5.000000
54, 76, 5.000000
1, 112, -10.000000
30, -9, 5.000000
67, -117, 5.000000
81, 51, -5.000000
67, 96, 5.000000
30, 116, 5.000000
1, -101, 5.000000
54, -113, 5.000000
0, 39, -10.000000
68, -38, 5.000000
45, -131, 5.000000
57, 43, 5.000000
43, 8, 5.000000
25, -77, 5.000000
29, 85, 5.000000
55, -12, 5.000000
86, 25, -5.000000
33, 131, 5.000000
56, 92, 5.000000
19, 80, -10.000000
12, -25, 5.000000
42, 83, 5.000000
5, 109, -10.000000
26, -30, 5.000000
79, -100, 5.000000
70, -148, 5.000000
85, 64, -5.000000
32, 52, 0.000000
71, 109, 5.000000
18, 123, -10.000000
13, -80, 5.000000
50, -70, 5.000000
4, 58, -10.000000
64, -59, 5.000000
41, -142, 5.000000
61, 40, 5.000000
8, 140, 5.000000
47, 117, 5.000000
37, -104, 5.000000
17, 66, -10.000000
51, -7, 5.000000
74, 4, 5.000000
37, 144, 5.000000
60, 87, 5.000000
23, 93, 5.000000
8, -22, 5.000000
38, -39, 5.000000
75, -95, 5.000000
66, -133, 5.000000
18, -145, 5.000000
73, 85, -5.000000
36, 47, 0.000000
59, 134, 5.000000
22, 14, 5.000000
9, -67, 5.000000
62, -79, 5.000000
76, -16, 5.000000
66, -2, 5.000000
49, 61, 5.000000
12, 135, -10.000000
35, 126, 5.000000
33, -123, 5.000000
63, -62, 5.000000
78, 51, -5.000000
6, -54, 5.000000
48, 66, 5.000000
11, 86, -10.000000
20, -3, 5.000000
34, -52, 5.000000
87, -70, 5.000000
78, -138, 5.000000
77, 90, -5.000000
24, 26, 5.000000
7, -103, 5.000000
44, -91, 5.000000
10, 21, -10.000000
21, -86, 5.000000
58, -92, 5.000000
72, -5, 5.000000
53, 2, 5.000000
31, -79, 5.000000
39, 115, 5.000000
45, -14, 5.000000
82, -132, 5.000000
59, -33, 5.000000
66, 62, 5.000000
2, -63, 5.000000
52, 125, 5.000000
15, 107, -10.000000
16, -128, 5.000000
69, -102, 5.000000
46, -61, 5.000000
83, -73, 5.000000
86, 148, 5.000000
33, -2, 5.000000
65, 111, 5.000000
28, 21, 5.000000
3, -110, 5.000000
40, -88, 5.000000
14, 32, -10.000000
70, -37, 5.000000
84, -18, -10.000000
41, 23, 5.000000
27, -86, 5.000000
27, 68, 5.000000
84, 2, -10.000000
70, 53, 5.000000
14, -52, 5.000000
40, 104, 5.000000
3, 124, -10.000000
28, -101, 5.000000
65, -121, 5.000000
26, 135, 5.000000
74, 139, 5.000000
46, 45, 5.000000
69, 116, 5.000000
16, 0, 5.000000
15, -121, 5.000000
52, -77, 5.000000
2, 47, -10.000000
66, -50, 5.000000
59, 19, 5.000000
82, 144, 5.000000
45, 28, 5.000000
39, -97, 5.000000
76, -149, 5.000000
31, 89, 5.000000
0, -130, 5.000000
53, -20, 5.000000
72, 21, -5.000000
58, 72, 5.000000
21, 68, -10.000000
10, -5, 5.000000
63, -137, 5.000000
44, 107, 5.000000
7, 113, -10.000000
24, -106, 5.000000
77, -76, 5.000000
30, 146, 5.000000
34, 32, 5.000000
20, 115, -10.000000
11, -72, 5.000000
48, -114, 5.000000
6, 58, -10.000000
78, -3, 5.000000
63, 12, 5.000000
33, 105, 5.000000
35, -112, 5.000000
49, -47, 5.000000
5, 131, -10.000000
76, 24, -5.000000
62, 95, 5.000000
9, 81, -10.000000
22, -26, 5.000000
36, -95, 5.000000
73, -71, 5.000000
38, 55, 5.000000
8, 102, -10.000000
23, -83, 5.000000
60, -103, 5.000000
37, -130, 5.000000
74, -56, 5.000000
51, 57, 5.000000
17, -52, 5.000000
37, 118, 5.000000
47, -123, 5.000000
84, -143, 5.000000
61, -58, 5.000000
64, 43, 5.000000
4, -42, 5.000000
50, 82, 5.000000
13, 94, -10.000000
18, -107, 5.000000
71, -99, 5.000000
32, -68, 5.000000
85, -82, 5.000000
62, -145, 5.000000
26, 10, 5.000000
5, -95, 5.000000
42, -67, 5.000000
12, 105, -10.000000
19, -98, 5.000000
56, -108, 5.000000
86, -41, -10.000000
55, 58, 5.000000
29, -39, 5.000000
25, 67, 5.000000
43, -122, 5.000000
80, -116, 5.000000
57, -53, 5.000000
82, 7, -10.000000
45, 145, 5.000000
68, 54, 5.000000
0, -55, 5.000000
54, 97, 5.000000
1, 107, -10.000000
30, -104, 5.000000
67, -82, 5.000000
81, -45, 5.000000
58, -134, 5.000000
10, -146, 5.000000
30, 25, 5.000000
1, -66, 5.000000
54, -96, 5.000000
0, 92, -10.000000
68, -25, 5.000000
57, 14, 5.000000
20, 134, 5.000000
43, 47, 5.000000
25, -42, 5.000000
29, 112, 5.000000
55, -109, 5.000000
56, 65, 5.000000
19, 55, -10.000000
12, -4, 5.000000
42, 124, 5.000000
5, 8, 5.000000
26, -113, 5.000000
79, -69, 5.000000
22, -131, 5.000000
32, 41, 0.000000
18, 20, 5.000000
13, -117, 5.000000
50, -105, 5.000000
4, 71, -10.000000
64, -6, 5.000000
89, 89, -5.000000
61, 3, 5.000000
8, 145, 5.000000
47, 80, 5.000000
37, -29, 5.000000
17, 101, -10.000000
51, -100, 5.000000
88, -110, 5.000000
88, 14, -10.000000
60, 76, 5.000000
23, 56, 5.000000
8, -49, 5.000000
46, 139, 5.000000
38, -78, 5.000000
75, -124, 5.000000
89, -59, 5.000000
36, 52, 0.000000
22, 99, 5.000000
9, -128, 5.000000
62, -102, 5.000000
76, -51, 5.000000
49, 16, 5.000000
35, 69, 0.000000
33, -8, 5.000000
63, -87, 5.000000
6, -17, 5.000000
43, -141, 5.000000
11, 45, -10.000000
20, -38, 5.000000
34, 134, 5.000000
34, -87, 5.000000
87, -111, 5.000000
24, 63, 5.000000
7, -76, 5.000000
44, -62, 5.000000
10, 126, -10.000000
21, -107, 5.000000
58, -127, 5.000000
72, -64, 5.000000
81, 67, -5.000000
53, 45, 5.000000
31, -36, 5.000000
68, -150, 5.000000
39, 78, 5.000000
45, -115, 5.000000
82, -103, 5.000000
9, 143, 5.000000
59, -78, 5.000000
80, 20, -5.000000
2, -6, 5.000000
15, 22, 5.000000
16, -91, 5.000000
69, -91, 5.000000
46, -92, 5.000000
83, -102, 5.000000
86, 137, 5.000000
65, 130, 5.000000
28, 50, 0.000000
3, -71, 5.000000
40, -51, 5.000000
14, 69, -10.000000
17, -150, 5.000000
70, -4, 5.000000
84, -53, 5.000000
85, 48, -5.000000
41, 58, 5.000000
27, -63, 5.000000
64, -139, 5.000000
27, 123, 5.000000
41, -126, 5.000000
13, 132, -10.000000
14, -15, 5.000000
40, 141, 5.000000
3, 3, 5.000000
28, -80, 5.000000
65, -70, 5.000000
74, 148, 5.000000
46, 22, 5.000000
16, 37, -10.000000
15, -94, 5.000000
52, -40, 5.000000
2, 72, -10.000000
29, -129, 5.000000
66, -21, 5.000000
73, 37, -5.000000
45, 55, 5.000000
39, -6, 5.000000
31, 100, 5.000000
53, -105, 5.000000
49, 141, 5.000000
21, 47, -10.000000
10, -60, 5.000000
44, 128, 5.000000
7, 12, 5.000000
24, -69, 5.000000
77, -113, 5.000000
34, 29, 5.000000
20, 88, -10.000000
11, -97, 5.000000
48, -29, 5.000000
6, 95, -10.000000
25, -148, 5.000000
78, -26, 5.000000
77, 42, -5.000000
24, 138, 5.000000
33, 76, 5.000000
35, -9, 5.000000
49, -76, 5.000000
9, 52, -10.000000
22, -37, 5.000000
36, -114, 5.000000
73, -100, 5.000000
50, -131, 5.000000
80, 143, 5.000000
2, -143, 5.000000
38, 8, 5.000000
8, 75, -10.000000
23, -120, 5.000000
60, -10, 5.000000
74, -43, 5.000000
65, 31, 5.000000
28, 133, 5.000000
17, -25, 5.000000
37, 81, 5.000000
47, -32, 5.000000
61, -95, 5.000000
75, -146, 5.000000
4, -13, 5.000000
13, 57, -10.000000
18, -82, 5.000000
71, -72, 5.000000
32, -111, 5.000000
85, -119, 5.000000
62, -144, 5.000000
84, 114, 5.000000
70, 69, 5.000000
14, -132, 5.000000
3, 140, 5.000000
26, 55, 5.000000
42, -58, 5.000000
12, 70, -10.000000
19, -123, 5.000000
56, -7, 5.000000
86, -56, 5.000000
83, 43, -5.000000
69, 4, 5.000000
16, 144, 5.000000
29, -12, 5.000000
25, 102, 5.000000
43, -99, 5.000000
80, -95, 5.000000
57, -82, 5.000000
87, -133, 5.000000
82, 32, -5.000000
39, -145, 5.000000
0, -18, 5.000000
1, 14, 5.000000
30, -67, 5.000000
67, -75, 5.000000
81, -10, -10.000000
72, 101, 5.000000
58, 56, 5.000000
7, 129, -10.000000
30, 34, 0.000000
54, -59, 5.000000
0, 113, -10.000000
68, -116, 5.000000
87, 36, -5.000000
25, -7, 5.000000
29, 107, 5.000000
55, -114, 5.000000
83, -140, 5.000000
19, 26, 5.000000
12, -39, 5.000000
5, 19, -10.000000
26, -88, 5.000000
79, -90, 5.000000
76, 104, 5.000000
62, 47, 5.000000
85, 150, 5.000000
32, 14, 5.000000
18, 49, -10.000000
50, -16, 5.000000
4, 108, -10.000000
64, -97, 5.000000
89, 124, 5.000000
75, 49, -5.000000
37, -50, 5.000000
17, 120, -10.000000
51, -125, 5.000000
88, -73, 5.000000
88, 51, 5.000000
47, -139, 5.000000
23, 23, 5.000000
8, -44, 5.000000
