Day, Diff, Value
32, 109, 5.000000
71, 68, 5.000000
18, 80, -10.000000
13, -57, 5.000000
4, 3, 5.000000
61, 95, 5.000000
47, 28, 5.000000
37, -81, 5.000000
17, 25, 5.000000
22, -2, 5.000000
28, -135, 5.000000
65, -31, 5.000000
74, 45, -5.000000
60, 8, 5.000000
23, 116, 5.000000
8, -77, 5.000000
38, -10, 5.000000
80, -129, 5.000000
50, 133, 5.000000
73, 124, 5.000000
36, 112, 5.000000
22, 39, 5.000000
9, -60, 5.000000
49, 84, 5.000000
35, 9, 5.000000
33, -68, 5.000000
24, -140, 5.000000
77, -42, 5.000000
78, 24, -5.000000
25, 140, 5.000000
6, -93, 5.000000
48, 27, 5.000000
11, 97, -10.000000
20, -90, 5.000000
34, -27, 5.000000
77, 113, 5.000000
24, 67, 5.000000
7, -16, 5.000000
44, -130, 5.000000
10, 58, -10.000000
21, -47, 5.000000
49, -141, 5.000000
53, 105, 5.000000
31, -104, 5.000000
39, 10, 5.000000
45, -55, 5.000000
59, -10, 5.000000
73, -37, 5.000000
66, 23, 5.000000
29, 129, 5.000000
2, -74, 5.000000
52, 38, 5.000000
15, 82, -10.000000
16, -39, 5.000000
46, -24, 5.000000
74, -150, 5.000000
65, 70, 5.000000
28, 78, 5.000000
3, -3, 5.000000
40, -143, 5.000000
14, 9, 5.000000
13, -132, 5.000000
41, 126, 5.000000
27, -123, 5.000000
64, 137, 5.000000
27, 63, 5.000000
41, -58, 5.000000
85, -64, 5.000000
84, 43, -5.000000
70, 2, 5.000000
17, 150, 5.000000
14, -75, 5.000000
40, 49, 5.000000
3, 71, -10.000000
28, -52, 5.000000
65, -130, 5.000000
86, -143, 5.000000
83, 98, -5.000000
46, 90, 5.000000
38, -147, 5.000000
69, 91, -5.000000
16, 89, -10.000000
15, -18, 5.000000
2, 4, 5.000000
80, -22, 5.000000
59, 74, 5.000000
9, -143, 5.000000
82, 105, -5.000000
45, 115, 5.000000
39, -74, 5.000000
68, 148, 5.000000
31, 32, 5.000000
53, -45, 5.000000
81, -67, 5.000000
72, 62, 5.000000
58, 113, 5.000000
21, 107, -10.000000
10, -128, 5.000000
44, 60, 5.000000
7, 72, -10.000000
87, 111, -5.000000
34, 89, 5.000000
34, -136, 5.000000
20, 36, -10.000000
11, -45, 5.000000
48, -89, 5.000000
43, 141, 5.000000
6, 19, -10.000000
63, 87, 5.000000
33, 0, 5.000000
35, -69, 5.000000
49, -24, 5.000000
76, 49, -5.000000
62, 100, 5.000000
9, 120, -10.000000
22, -97, 5.000000
36, -54, 5.000000
89, 59, 5.000000
75, 120, 5.000000
38, 76, 5.000000
46, -137, 5.000000
8, 15, 5.000000
23, -60, 5.000000
60, -78, 5.000000
88, -16, -10.000000
88, 108, -5.000000
51, 96, 5.000000
17, -101, 5.000000
37, 29, 5.000000
47, -84, 5.000000
53, -1, 5.000000
8, -147, 5.000000
61, -3, 5.000000
89, -89, 5.000000
64, 4, 5.000000
4, -65, 5.000000
50, 107, 5.000000
13, 117, -10.000000
18, -22, 5.000000
32, -43, 5.000000
22, 141, 5.000000
79, 69, -5.000000
26, 115, 5.000000
5, -120, 5.000000
42, -126, 5.000000
12, 2, 5.000000
19, -55, 5.000000
56, -67, 5.000000
55, 109, 5.000000
29, -80, 5.000000
25, 42, 5.000000
43, -47, 5.000000
20, -136, 5.000000
57, -14, 5.000000
68, 31, 5.000000
0, -94, 5.000000
54, 94, 5.000000
1, 66, -10.000000
30, -31, 5.000000
10, 144, 5.000000
58, 132, 5.000000
81, 45, -5.000000
67, 110, 5.000000
30, 102, 5.000000
1, -107, 5.000000
54, -103, 5.000000
0, 53, -10.000000
68, -56, 5.000000
45, -145, 5.000000
82, -5, -10.000000
57, 53, 5.000000
80, 114, 5.000000
43, 6, 5.000000
25, -67, 5.000000
29, 39, 0.000000
55, -54, 5.000000
86, 43, -5.000000
56, 106, 5.000000
19, 94, -10.000000
12, -107, 5.000000
42, 69, 5.000000
5, 95, -10.000000
26, -12, 5.000000
62, 147, 5.000000
85, 82, -5.000000
32, 66, 0.000000
71, 99, 5.000000
18, 109, -10.000000
13, -94, 5.000000
50, -84, 5.000000
4, 40, -10.000000
64, -45, 5.000000
41, -132, 5.000000
61, 58, 5.000000
84, 141, 5.000000
47, 123, 5.000000
37, -118, 5.000000
17, 60, -10.000000
51, -57, 5.000000
74, 54, -5.000000
37, 130, 5.000000
60, 101, 5.000000
23, 83, 5.000000
8, -104, 5.000000
38, -53, 5.000000
73, 71, -5.000000
36, 93, 5.000000
59, 148, 5.000000
22, 24, 5.000000
9, -81, 5.000000
62, -93, 5.000000
76, -26, 5.000000
5, -131, 5.000000
49, 47, 5.000000
35, 108, 5.000000
33, -105, 5.000000
63, -16, 5.000000
78, 61, -5.000000
6, -60, 5.000000
48, 112, 5.000000
11, 68, -10.000000
20, -125, 5.000000
34, -34, 5.000000
30, -148, 5.000000
77, 76, -5.000000
24, 104, 5.000000
7, -113, 5.000000
44, -101, 5.000000
63, 137, 5.000000
10, 7, 5.000000
21, -68, 5.000000
58, -74, 5.000000
72, -23, 5.000000
53, 20, 5.000000
0, 128, -10.000000
31, -89, 5.000000
39, 97, 5.000000
45, -28, 5.000000
82, -146, 5.000000
59, -19, 5.000000
66, 48, 5.000000
2, -45, 5.000000
52, 67, 5.000000
15, 121, -10.000000
16, -2, 5.000000
69, -116, 5.000000
46, -51, 5.000000
74, -137, 5.000000
26, -133, 5.000000
65, 121, 5.000000
28, 107, 5.000000
3, -128, 5.000000
40, -106, 5.000000
14, 50, -10.000000
70, -43, 5.000000
84, -4, -10.000000
41, 1, 5.000000
4, 147, 5.000000
27, -72, 5.000000
27, 82, 5.000000
41, -23, 5.000000
84, 16, -5.000000
70, 39, -5.000000
14, -34, 5.000000
40, 86, 5.000000
3, 106, -10.000000
28, -23, 5.000000
65, -111, 5.000000
26, 137, 5.000000
86, -150, 5.000000
83, 73, -5.000000
46, 63, 5.000000
69, 102, 5.000000
16, 126, -10.000000
15, -107, 5.000000
52, -127, 5.000000
2, 33, -10.000000
66, -64, 5.000000
59, 33, 5.000000
82, 130, 5.000000
45, 14, 5.000000
39, -115, 5.000000
31, 79, 5.000000
53, -2, 5.000000
72, 3, 5.000000
58, 90, 5.000000
21, 86, -10.000000
10, -19, 5.000000
44, 89, 5.000000
7, 103, -10.000000
24, -28, 5.000000
77, -90, 5.000000
78, 136, 5.000000
87, 74, -5.000000
34, 50, 0.000000
20, 1, 5.000000
11, -74, 5.000000
48, -68, 5.000000
6, 52, -10.000000
78, -49, 5.000000
73, -1, 5.000000
63, 50, 5.000000
33, 123, 5.000000
35, -98, 5.000000
12, -129, 5.000000
49, -61, 5.000000
76, 14, -5.000000
62, 73, 5.000000
9, 67, -10.000000
22, -16, 5.000000
36, -41, 5.000000
73, -85, 5.000000
18, 147, 5.000000
66, 135, 5.000000
75, 95, -5.000000
38, 33, 5.000000
8, 20, -10.000000
23, -93, 5.000000
60, -81, 5.000000
74, -6, 5.000000
51, 7, 5.000000
17, -66, 5.000000
37, 120, 5.000000
47, -117, 5.000000
8, -142, 5.000000
61, -40, 5.000000
41, 142, 5.000000
64, 57, 5.000000
4, -60, 5.000000
50, 68, 5.000000
13, 80, -10.000000
18, -121, 5.000000
71, -109, 5.000000
32, -54, 5.000000
85, -80, 5.000000
70, 146, 5.000000
79, 96, -5.000000
26, 28, 5.000000
5, -109, 5.000000
42, -81, 5.000000
12, 31, -10.000000
19, -84, 5.000000
56, -94, 5.000000
33, -131, 5.000000
86, -31, -10.000000
55, 8, 5.000000
29, -85, 5.000000
25, 77, 5.000000
43, -12, 5.000000
57, -43, 5.000000
45, 131, 5.000000
68, 36, 5.000000
0, -57, 5.000000
54, 115, 5.000000
1, 101, -10.000000
30, -118, 5.000000
67, -100, 5.000000
81, -51, 5.000000
67, 117, 5.000000
30, 11, 5.000000
1, -120, 5.000000
54, -78, 5.000000
0, 42, -10.000000
68, -43, 5.000000
57, 24, 5.000000
20, 148, 5.000000
43, 29, 5.000000
25, -96, 5.000000
29, 66, 5.000000
55, -31, 5.000000
86, 12, -10.000000
56, 79, 5.000000
19, 69, -10.000000
12, -14, 5.000000
42, 110, 5.000000
5, 122, -10.000000
26, -111, 5.000000
79, -119, 5.000000
70, -141, 5.000000
32, 39, 0.000000
71, 126, 5.000000
18, 6, 5.000000
13, -67, 5.000000
50, -119, 5.000000
4, 53, -10.000000
64, -56, 5.000000
61, 21, 5.000000
47, 102, 5.000000
37, -107, 5.000000
17, 87, -10.000000
51, -22, 5.000000
88, 28, -5.000000
74, 19, -5.000000
60, 66, 5.000000
23, 78, 5.000000
8, -3, 5.000000
46, 149, 5.000000
38, -84, 5.000000
75, -78, 5.000000
89, -41, -10.000000
18, -134, 5.000000
36, 58, 0.000000
59, 139, 5.000000
22, 125, 5.000000
9, -78, 5.000000
62, -124, 5.000000
76, -61, 5.000000
49, 2, 5.000000
12, 146, 5.000000
35, 115, 5.000000
33, -118, 5.000000
63, -33, 5.000000
78, 38, -5.000000
6, -39, 5.000000
48, 85, 5.000000
11, 91, -10.000000
20, -24, 5.000000
34, -69, 5.000000
87, -89, 5.000000
30, -143, 5.000000
24, 13, 5.000000
7, -86, 5.000000
44, -80, 5.000000
63, 148, 5.000000
10, 96, -10.000000
21, -89, 5.000000
58, -109, 5.000000
72, -50, 5.000000
53, 63, 5.000000
31, -62, 5.000000
39, 124, 5.000000
82, -117, 5.000000
59, -64, 5.000000
80, 2, -10.000000
66, 45, 5.000000
2, -52, 5.000000
55, -134, 5.000000
52, 104, 5.000000
15, 100, -10.000000
16, -109, 5.000000
69, -105, 5.000000
38, 143, 5.000000
46, -74, 5.000000
83, -88, 5.000000
28, 0, 5.000000
3, -89, 5.000000
40, -69, 5.000000
14, 87, -10.000000
70, -18, 5.000000
84, -39, 5.000000
41, 36, 5.000000
27, -33, 5.000000
27, 73, 5.000000
4, -130, 5.000000
41, -116, 5.000000
70, 56, 5.000000
14, -61, 5.000000
51, -137, 5.000000
40, 123, 5.000000
3, 113, -10.000000
28, -122, 5.000000
65, -76, 5.000000
74, 134, 5.000000
46, 32, 5.000000
69, 129, 5.000000
16, 19, 5.000000
15, -80, 5.000000
52, -82, 5.000000
2, 90, -10.000000
29, -143, 5.000000
66, -3, 5.000000
59, 4, 5.000000
45, 41, 5.000000
39, -24, 5.000000
76, -138, 5.000000
31, 106, 5.000000
53, -103, 5.000000
1, 131, -10.000000
58, 71, 5.000000
21, 49, -10.000000
10, -10, 5.000000
44, 118, 5.000000
7, 2, 5.000000
24, -119, 5.000000
77, -127, 5.000000
34, 47, 0.000000
20, 110, -10.000000
11, -115, 5.000000
48, -111, 5.000000
6, 73, -10.000000
25, -130, 5.000000
78, -16, 5.000000
63, 25, 5.000000
33, 94, 5.000000
35, -27, 5.000000
72, -135, 5.000000
49, -90, 5.000000
5, 144, 5.000000
53, 132, 5.000000
62, 82, 5.000000
9, 38, -10.000000
22, -43, 5.000000
36, -68, 5.000000
73, -114, 5.000000
50, -145, 5.000000
38, 58, 5.000000
8, 121, -10.000000
23, -98, 5.000000
60, -124, 5.000000
74, -57, 5.000000
51, 42, 5.000000
17, -47, 5.000000
37, 67, 5.000000
47, -10, 5.000000
84, -148, 5.000000
61, -77, 5.000000
41, 145, 5.000000
4, -31, 5.000000
13, 43, -10.000000
18, -96, 5.000000
71, -82, 5.000000
32, -81, 5.000000
85, -101, 5.000000
26, 57, 5.000000
5, -66, 5.000000
42, -56, 5.000000
12, 116, -10.000000
19, -109, 5.000000
56, -121, 5.000000
86, -38, -10.000000
83, 57, -5.000000
16, 142, 5.000000
55, 39, 5.000000
29, -58, 5.000000
25, 112, 5.000000
43, -117, 5.000000
80, -97, 5.000000
57, -72, 5.000000
82, 18, -5.000000
0, -4, 5.000000
1, 24, -10.000000
30, -81, 5.000000
67, -93, 5.000000
81, -32, 5.000000
10, -131, 5.000000
30, 44, 0.000000
1, -93, 5.000000
54, -41, 5.000000
0, 79, -10.000000
68, -14, 5.000000
87, 58, -5.000000
57, 3, 5.000000
43, 48, 5.000000
25, -53, 5.000000
29, 125, 5.000000
55, -100, 5.000000
35, -146, 5.000000
19, 40, -10.000000
12, -49, 5.000000
5, 5, 5.000000
26, -70, 5.000000
79, -76, 5.000000
32, 28, 5.000000
18, 35, -10.000000
13, -104, 5.000000
50, -30, 5.000000
4, 82, -10.000000
64, -19, 5.000000
89, 78, -5.000000
75, 47, -5.000000
47, 77, 5.000000
37, -16, 5.000000
17, 106, -10.000000
51, -111, 5.000000
88, -123, 5.000000
88, 1, -10.000000
47, -133, 5.000000
23, 37, 5.000000
8, -62, 5.000000
38, -127, 5.000000
75, -119, 5.000000
89, -6, -10.000000
73, 141, 5.000000
36, 7, 5.000000
22, 86, 5.000000
9, -107, 5.000000
62, -23, 5.000000
76, -40, 5.000000
79, 16, -5.000000
35, 86, 5.000000
33, -19, 5.000000
63, -70, 5.000000
6, -14, 5.000000
11, 62, -10.000000
20, -43, 5.000000
34, -108, 5.000000
87, -126, 5.000000
77, 130, 5.000000
24, 50, 5.000000
44, -51, 5.000000
10, 77, -10.000000
21, -126, 5.000000
58, -4, 5.000000
72, -45, 5.000000
81, 80, -5.000000
67, 5, 5.000000
31, -23, 5.000000
39, 91, 5.000000
45, -102, 5.000000
82, -92, 5.000000
59, -89, 5.000000
57, 136, 5.000000
80, 39, -5.000000
2, -23, 5.000000
52, 149, 5.000000
15, 3, 5.000000
16, -88, 5.000000
69, -78, 5.000000
46, -101, 5.000000
83, -113, 5.000000
86, 124, 5.000000
56, 63, 5.000000
28, 61, 5.000000
40, -64, 5.000000
14, 120, -10.000000
17, -129, 5.000000
70, -125, 5.000000
84, -58, 5.000000
85, 45, -5.000000
71, 14, 5.000000
27, -14, 5.000000
64, -136, 5.000000
27, 108, 5.000000
41, -105, 5.000000
13, 145, 5.000000
61, 133, 5.000000
14, -28, 5.000000
40, 128, 5.000000
3, 20, -10.000000
28, -93, 5.000000
65, -81, 5.000000
42, -146, 5.000000
88, 140, 5.000000
74, 99, 5.000000
60, 50, 5.000000
46, 5, 5.000000
16, 40, -10.000000
52, -53, 5.000000
2, 119, -10.000000
29, -148, 5.000000
66, -106, 5.000000
73, 58, -5.000000
36, 138, 5.000000
39, -57, 5.000000
31, 113, 5.000000
53, -124, 5.000000
49, 146, 5.000000
21, 28, 5.000000
10, -45, 5.000000
44, 147, 5.000000
7, 25, -10.000000
24, -82, 5.000000
77, -100, 5.000000
54, -131, 5.000000
78, 86, -5.000000
48, 37, 5.000000
34, 8, 5.000000
20, 75, -10.000000
48, -10, 5.000000
6, 98, -10.000000
78, -107, 5.000000
77, 55, -5.000000
35, -56, 5.000000
49, -71, 5.000000
67, 142, 5.000000
9, 9, 5.000000
22, -50, 5.000000
36, -103, 5.000000
73, -111, 5.000000
80, 146, 5.000000
66, 93, 5.000000
2, -132, 5.000000
52, 24, 5.000000
15, 148, 5.000000
38, 31, 5.000000
8, 94, -10.000000
23, -139, 5.000000
60, -31, 5.000000
74, -96, 5.000000
65, 12, 5.000000
17, -12, 5.000000
47, -35, 5.000000
61, -82, 5.000000
75, -141, 5.000000
71, 131, 5.000000
13, 6, 5.000000
18, -67, 5.000000
71, -59, 5.000000
32, -124, 5.000000
85, -122, 5.000000
84, 109, -5.000000
70, 72, -5.000000
14, -141, 5.000000
40, 11, 5.000000
3, 129, -10.000000
26, 34, 5.000000
42, -43, 5.000000
12, 81, -10.000000
19, -138, 5.000000
56, -20, 5.000000
86, -65, 5.000000
83, 28, -5.000000
69, 17, 5.000000
29, -31, 5.000000
43, -82, 5.000000
80, -76, 5.000000
57, -93, 5.000000
59, 116, 5.000000
82, 47, -5.000000
39, -136, 5.000000
1, 51, -10.000000
30, -80, 5.000000
67, -58, 5.000000
81, -5, -10.000000
72, 120, 5.000000
58, 55, 5.000000
44, 6, 5.000000
7, 146, 5.000000
30, 49, 0.000000
54, -56, 5.000000
0, 100, -10.000000
68, -97, 5.000000
87, 17, -10.000000
25, -18, 5.000000
55, -69, 5.000000
63, 105, 5.000000
35, -139, 5.000000
19, 15, 5.000000
5, 32, -10.000000
26, -89, 5.000000
79, -45, 5.000000
76, 123, 5.000000
62, 34, 5.000000
85, 131, 5.000000
18, 60, -10.000000
4, 127, -10.000000
64, -126, 5.000000
89, 113, -10.000000
75, 2, 5.000000
60, -140, 5.000000
37, -37, 5.000000
51, -76, 5.000000
88, -86, 5.000000
88, 38, -5.000000
51, 90, 5.000000
60, 148, 5.000000
23, 0, 5.000000
38, -102, 5.000000
75, -20, 5.000000
89, -99, 5.000000
64, 78, 5.000000
50, 49, 5.000000
73, 144, 5.000000
22, 75, 5.000000
62, -14, 5.000000
76, -75, 5.000000
79, 63, -5.000000
5, -50, 5.000000
56, -137, 5.000000
33, -64, 5.000000
63, -127, 5.000000
55, 87, 5.000000
48, 143, 5.000000
11, 21, -10.000000
87, -7, -10.000000
68, 81, -5.000000
54, 4, 5.000000
44, -22, 5.000000
81, -144, 5.000000
10, 86, -10.000000
58, -39, 5.000000
72, -72, 5.000000
81, 107, -5.000000
67, 40, 5.000000
1, -45, 5.000000
31, -12, 5.000000
45, -75, 5.000000
82, -63, 5.000000
59, -102, 5.000000
57, 115, 5.000000
80, 60, -5.000000
43, 64, 5.000000
15, 46, -10.000000
69, -35, 5.000000
83, -14, -10.000000
86, 81, -5.000000
56, 36, 5.000000
42, 27, 5.000000
40, -27, 5.000000
70, -92, 5.000000
84, -93, 5.000000
85, 8, -10.000000
32, 140, 5.000000
71, 37, -5.000000
13, -24, 5.000000
27, -23, 5.000000
27, 131, 5.000000
41, -70, 5.000000
71, -145, 5.000000
61, 96, 5.000000
47, 61, 5.000000
3, 59, -10.000000
65, -62, 5.000000
74, 76, -5.000000
60, 47, 5.000000
23, 149, 5.000000
15, -134, 5.000000
52, -16, 5.000000
89, -150, 5.000000
2, 144, 5.000000
66, -77, 5.000000
73, 29, -5.000000
9, -27, 5.000000
53, -81, 5.000000
79, 128, 5.000000
49, 117, 5.000000
35, 38, 5.000000
21, 7, 5.000000
7, 52, -10.000000
77, -9, 5.000000
78, 123, 5.000000
6, -126, 5.000000
48, 58, 5.000000
11, 142, 5.000000
48, -53, 5.000000
6, 135, -10.000000
78, -66, 5.000000
54, 147, 5.000000
77, 18, -5.000000
7, -47, 5.000000
21, -14, 5.000000
49, -100, 5.000000
79, -139, 5.000000
67, 149, 5.000000
53, 74, 5.000000
31, -135, 5.000000
39, 43, 5.000000
73, -12, 5.000000
66, 118, 5.000000
2, -103, 5.000000
89, 143, 5.000000
52, 5, 5.000000
60, -34, 5.000000
74, -115, 5.000000
42, 142, 5.000000
65, 39, 5.000000
3, -38, 5.000000
61, -119, 5.000000
41, 95, 5.000000
27, 28, 5.000000
71, -32, 5.000000
32, -135, 5.000000
85, -31, -10.000000
84, 74, -5.000000
70, 109, 5.000000
14, -108, 5.000000
40, 16, 5.000000
28, -45, 5.000000
42, -2, 5.000000
56, -47, 5.000000
86, -112, 5.000000
83, 3, -10.000000
46, 117, 5.000000
69, 60, 5.000000
15, -49, 5.000000
52, -133, 5.000000
80, -55, 5.000000
57, -122, 5.000000
59, 107, 5.000000
82, 72, -5.000000
45, 84, 5.000000
68, 139, 5.000000
31, 1, 5.000000
67, -19, 5.000000
81, -98, 5.000000
72, 93, -5.000000
58, 16, 5.000000
10, -93, 5.000000
81, 145, 5.000000
44, 35, 5.000000
24, -34, 5.000000
77, -148, 5.000000
54, -19, 5.000000
68, -92, 5.000000
87, 12, -10.000000
34, 120, 5.000000
20, 59, -10.000000
11, -16, 5.000000
63, 116, 5.000000
33, 33, 5.000000
79, -2, 5.000000
76, 80, -5.000000
62, 7, 5.000000
22, -66, 5.000000
36, -23, 5.000000
50, -40, 5.000000
64, -89, 5.000000
89, 20, -10.000000
75, 25, -5.000000
38, 111, 5.000000
44, -2, 5.000000
8, 46, -10.000000
23, -27, 5.000000
88, -49, -10.000000
88, 75, -5.000000
51, 65, 5.000000
17, -124, 5.000000
37, 62, 5.000000
75, -61, 5.000000
89, -128, 5.000000
64, 99, 5.000000
4, -98, 5.000000
50, 10, 5.000000
18, -51, 5.000000
32, -12, 5.000000
85, -138, 5.000000
62, -41, 5.000000
76, -110, 5.000000
79, 90, -5.000000
26, 82, 5.000000
5, -23, 5.000000
12, 33, -10.000000
19, -26, 5.000000
35, 128, 5.000000
83, 140, 5.000000
55, 114, 5.000000
29, -111, 5.000000
25, 11, 5.000000
87, -44, -10.000000
68, 126, 5.000000
0, -127, 5.000000
54, 57, 5.000000
11, -2, 5.000000
7, -133, 5.000000
58, -62, 5.000000
72, -99, 5.000000
81, 14, -5.000000
67, 79, -5.000000
30, 65, 0.000000
1, -10, 5.000000
0, 20, 5.000000
39, 141, 5.000000
82, -38, 5.000000
87, 129, 5.000000
57, 86, 5.000000
80, 81, -5.000000
43, 103, 5.000000
25, -98, 5.000000
29, 8, 5.000000
69, -8, 5.000000
83, -39, 5.000000
86, 74, -5.000000
56, 9, 5.000000
19, 127, -10.000000
12, -76, 5.000000
42, 36, 5.000000
26, -41, 5.000000
3, -140, 5.000000
14, 134, -10.000000
70, -71, 5.000000
84, -120, 5.000000
85, 115, 5.000000
32, 97, 5.000000
71, 64, 5.000000
18, 76, -10.000000
13, -61, 5.000000
4, 15, 5.000000
75, 146, 5.000000
61, 91, 5.000000
47, 24, 5.000000
37, -85, 5.000000
17, 29, -10.000000
28, -139, 5.000000
65, -27, 5.000000
74, 41, -5.000000
60, 4, 5.000000
23, 112, 5.000000
8, -73, 5.000000
38, -22, 5.000000
2, 141, 5.000000
66, -84, 5.000000
80, -141, 5.000000
50, 129, 5.000000
73, 96, -5.000000
36, 124, 5.000000
22, 59, -10.000000
9, -56, 5.000000
49, 72, 5.000000
35, 13, 5.000000
33, -80, 5.000000
24, -136, 5.000000
77, -46, 5.000000
78, 28, -5.000000
25, 144, 5.000000
6, -89, 5.000000
48, 31, 5.000000
11, 101, -10.000000
20, -94, 5.000000
34, -31, 5.000000
78, -93, 5.000000
77, 109, 5.000000
24, 71, 5.000000
7, -20, 5.000000
44, -134, 5.000000
10, 38, -10.000000
21, -35, 5.000000
49, -137, 5.000000
53, 117, 5.000000
31, -124, 5.000000
39, 6, 5.000000
45, -59, 5.000000
73, -33, 5.000000
66, 19, 5.000000
2, -78, 5.000000
52, 34, 5.000000
15, 94, -10.000000
16, -35, 5.000000
69, -147, 5.000000
46, -20, 5.000000
74, -106, 5.000000
65, 90, 5.000000
28, 74, 5.000000
3, -31, 5.000000
40, -139, 5.000000
14, 13, 5.000000
13, -136, 5.000000
41, 98, 5.000000
27, -103, 5.000000
64, 141, 5.000000
27, 51, 0.000000
41, -54, 5.000000
85, -52, 5.000000
84, 55, -5.000000
70, 6, 5.000000
17, 138, 5.000000
14, -71, 5.000000
40, 53, 5.000000
3, 75, -10.000000
28, -56, 5.000000
65, -142, 5.000000
86, -139, 5.000000
83, 102, -5.000000
46, 94, 5.000000
69, 71, 5.000000
16, 93, -10.000000
15, -22, 5.000000
55, 148, 5.000000
2, 0, 5.000000
80, -18, 5.000000
59, 78, 5.000000
9, -139, 5.000000
82, 101, -5.000000
45, 111, 5.000000
39, -78, 5.000000
68, 144, 5.000000
31, 44, 0.000000
53, -33, 5.000000
67, -16, 5.000000
81, -79, 5.000000
72, 34, -5.000000
58, 125, 5.000000
21, 119, 5.000000
10, -116, 5.000000
44, 56, 5.000000
7, 68, -10.000000
24, -61, 5.000000
87, 107, -5.000000
34, 85, 5.000000
34, -140, 5.000000
20, 32, 5.000000
11, -41, 5.000000
43, 129, 5.000000
6, 23, -10.000000
63, 83, 5.000000
33, 4, 5.000000
35, -65, 5.000000
49, -20, 5.000000
79, -27, 5.000000
76, 45, -5.000000
62, 104, 5.000000
9, 124, -10.000000
22, -109, 5.000000
36, -10, 5.000000
89, 63, 5.000000
75, 124, 5.000000
38, 64, 5.000000
46, -133, 5.000000
8, 51, -10.000000
23, -64, 5.000000
88, -12, -10.000000
88, 112, -5.000000
51, 100, 5.000000
17, -97, 5.000000
37, 25, 5.000000
47, -88, 5.000000
61, -7, 5.000000
89, -85, 5.000000
64, 24, 5.000000
4, -69, 5.000000
50, 103, 5.000000
13, 113, -10.000000
18, -26, 5.000000
32, -23, 5.000000
22, 129, 5.000000
79, 65, -5.000000
26, 127, 5.000000
5, -12, 5.000000
42, -114, 5.000000
12, 62, -10.000000
19, -51, 5.000000
65, -1, 5.000000
55, 105, 5.000000
29, -116, 5.000000
25, 46, 5.000000
43, -43, 5.000000
57, -10, 5.000000
68, 27, 5.000000
0, -90, 5.000000
54, 82, 5.000000
1, 70, -10.000000
30, -27, 5.000000
58, 128, 5.000000
81, 33, -5.000000
67, 82, -5.000000
30, 106, 5.000000
1, -23, 5.000000
54, -99, 5.000000
0, 9, 5.000000
45, -149, 5.000000
82, -9, -10.000000
57, 57, 5.000000
80, 118, 5.000000
43, 122, 5.000000
25, -127, 5.000000
29, 35, 0.000000
55, -58, 5.000000
86, 47, -5.000000
33, 145, 5.000000
56, 110, 5.000000
19, 98, -10.000000
12, -111, 5.000000
42, 65, 5.000000
5, 91, -10.000000
26, -16, 5.000000
85, 94, -5.000000
32, 70, 0.000000
71, 95, -5.000000
18, 105, -10.000000
13, -34, 5.000000
50, -88, 5.000000
4, 20, -10.000000
64, -41, 5.000000
61, 54, 5.000000
84, 137, 5.000000
47, 7, 5.000000
37, -74, 5.000000
17, 48, -10.000000
51, -53, 5.000000
74, 50, -5.000000
37, 142, 5.000000
60, 97, 5.000000
23, 111, 5.000000
8, -100, 5.000000
38, -49, 5.000000
73, 75, -5.000000
36, 89, 5.000000
22, 28, 5.000000
9, -45, 5.000000
62, -89, 5.000000
76, -30, 5.000000
53, -139, 5.000000
5, -135, 5.000000
49, 35, 5.000000
35, 16, 5.000000
33, -85, 5.000000
63, -4, 5.000000
78, 1, 5.000000
6, -72, 5.000000
48, 116, 5.000000
11, 120, -10.000000
20, -113, 5.000000
34, -38, 5.000000
77, 72, -5.000000
24, 108, 5.000000
7, -117, 5.000000
44, -105, 5.000000
10, 3, 5.000000
21, -72, 5.000000
58, -78, 5.000000
72, -19, 5.000000
53, 16, 5.000000
0, 132, 5.000000
31, -93, 5.000000
39, 29, 5.000000
45, -32, 5.000000
82, -150, 5.000000
59, -31, 5.000000
66, 12, 5.000000
2, -81, 5.000000
52, 79, 5.000000
15, 69, -10.000000
16, -14, 5.000000
69, -120, 5.000000
46, -47, 5.000000
74, -141, 5.000000
65, 125, 5.000000
28, 103, 5.000000
3, -124, 5.000000
40, -102, 5.000000
14, 54, -10.000000
70, -55, 5.000000
84, -8, -10.000000
41, 5, 5.000000
27, -68, 5.000000
27, 86, 5.000000
41, -19, 5.000000
84, 28, -5.000000
70, 27, -5.000000
14, -94, 5.000000
40, 90, 5.000000
3, 110, -10.000000
28, -27, 5.000000
65, -107, 5.000000
26, 149, 5.000000
86, -146, 5.000000
83, 77, -5.000000
46, 67, 5.000000
38, -134, 5.000000
69, 98, 5.000000
16, 114, -10.000000
15, -111, 5.000000
52, -115, 5.000000
2, 61, -10.000000
66, -36, 5.000000
59, 37, 5.000000
82, 126, 5.000000
45, 10, 5.000000
39, -119, 5.000000
31, 75, 5.000000
53, -6, 5.000000
72, 7, 5.000000
58, 102, 5.000000
21, 82, -10.000000
10, -23, 5.000000
44, 85, 5.000000
7, 99, -10.000000
24, -24, 5.000000
77, -94, 5.000000
30, 128, 5.000000
78, 140, 5.000000
87, 70, -5.000000
34, 78, 5.000000
20, 13, 5.000000
11, -86, 5.000000
48, -80, 5.000000
6, 40, -10.000000
78, -45, 5.000000
63, 62, 5.000000
33, 127, 5.000000
35, -126, 5.000000
12, -133, 5.000000
