search_date,flt_date,search_time
2018-03-01,2018-03-01,906
2018-03-01,2018-03-02,2133
2018-03-01,2018-03-03,1132
2018-03-01,2018-03-04,1032
2018-03-01,2018-03-05,1098
2018-03-01,2018-03-06,1215
2018-03-01,2018-03-07,1065
2018-03-01,2018-03-08,1247
2018-03-01,2018-03-09,1068
2018-03-01,2018-03-10,1006
2018-03-01,2018-03-11,956
2018-03-01,2018-03-12,903
2018-03-01,2018-03-13,828
2018-03-01,2018-03-14,836
2018-03-01,2018-03-15,921
2018-03-01,2018-03-16,952
2018-03-01,2018-03-17,938
2018-03-01,2018-03-18,899
2018-03-01,2018-03-19,781
2018-03-01,2018-03-20,828
2018-03-01,2018-03-21,761
2018-03-01,2018-03-22,815
2018-03-01,2018-03-23,884
2018-03-01,2018-03-24,772
2018-03-01,2018-03-25,792
2018-03-01,2018-03-26,760
2018-03-01,2018-03-27,1292
2018-03-01,2018-03-28,928
2018-03-01,2018-03-29,853
2018-03-01,2018-03-30,919
2018-03-01,2018-03-31,749
2018-03-01,2018-04-01,869
2018-03-01,2018-04-02,757
2018-03-01,2018-04-03,746
2018-03-01,2018-04-04,882
2018-03-01,2018-04-05,860
2018-03-01,2018-04-06,776
2018-03-01,2018-04-07,780
2018-03-01,2018-04-08,701
2018-03-01,2018-04-09,642
2018-03-01,2018-04-10,542
2018-03-01,2018-04-11,473
2018-03-01,2018-04-12,461
2018-03-01,2018-04-13,440
2018-03-01,2018-04-14,405
2018-03-01,2018-04-15,458
2018-03-01,2018-04-16,441
2018-03-01,2018-04-17,359
2018-03-01,2018-04-18,413
2018-03-01,2018-04-19,377
2018-03-01,2018-04-20,414
2018-03-01,2018-04-21,357
2018-03-01,2018-04-22,332
2018-03-01,2018-04-23,299
2018-03-01,2018-04-24,298
2018-03-01,2018-04-25,309
2018-03-01,2018-04-26,413
2018-03-01,2018-04-27,510
2018-03-01,2018-04-28,625
2018-03-01,2018-04-29,646
2018-03-01,2018-04-30,621
2018-03-01,2018-05-01,589
2018-03-01,2018-05-02,427
2018-03-01,2018-05-03,328
2018-03-01,2018-05-04,341
2018-03-01,2018-05-05,336
2018-03-01,2018-05-06,400
2018-03-01,2018-05-07,337
2018-03-01,2018-05-08,284
2018-03-01,2018-05-09,322
2018-03-01,2018-05-10,299
2018-03-01,2018-05-11,279
2018-03-01,2018-05-12,254
2018-03-01,2018-05-13,217
2018-03-01,2018-05-14,234
2018-03-01,2018-05-15,222
2018-03-01,2018-05-16,197
2018-03-01,2018-05-17,199
2018-03-01,2018-05-18,206
2018-03-01,2018-05-19,194
2018-03-01,2018-05-20,166
2018-03-01,2018-05-21,147
2018-03-01,2018-05-22,160
2018-03-01,2018-05-23,203
2018-03-01,2018-05-24,155
2018-03-01,2018-05-25,162
2018-03-01,2018-05-26,161
2018-03-01,2018-05-27,155
2018-03-01,2018-05-28,149
2018-03-01,2018-05-29,186
2018-03-01,2018-05-30,161
2018-03-01,2018-05-31,137
2018-03-01,2018-06-01,289
2018-03-01,2018-06-02,245
2018-03-01,2018-06-03,218
2018-03-01,2018-06-04,217
2018-03-01,2018-06-05,213
2018-03-01,2018-06-06,267
2018-03-01,2018-06-07,213
2018-03-01,2018-06-08,214
2018-03-01,2018-06-09,246
2018-03-01,2018-06-10,228
2018-03-01,2018-06-11,222
2018-03-01,2018-06-12,195
2018-03-01,2018-06-13,264
2018-03-01,2018-06-14,256
2018-03-01,2018-06-15,379
2018-03-01,2018-06-16,360
2018-03-01,2018-06-17,296
2018-03-01,2018-06-18,297
2018-03-01,2018-06-19,241
2018-03-01,2018-06-20,283
2018-03-01,2018-06-21,200
2018-03-01,2018-06-22,222
2018-03-01,2018-06-23,252
2018-03-01,2018-06-24,215
2018-03-01,2018-06-25,204
2018-03-01,2018-06-26,164
2018-03-01,2018-06-27,212
2018-03-01,2018-06-28,251
2018-03-01,2018-06-29,293
2018-03-01,2018-06-30,372
2018-03-01,2018-07-01,324
2018-03-01,2018-07-02,290
2018-03-01,2018-07-03,245
2018-03-01,2018-07-04,191
2018-03-01,2018-07-05,271
2018-03-01,2018-07-06,285
2018-03-01,2018-07-07,279
2018-03-01,2018-07-08,204
2018-03-01,2018-07-09,231
2018-03-01,2018-07-10,216
2018-03-01,2018-07-11,186
2018-03-01,2018-07-12,172
2018-03-01,2018-07-13,162
2018-03-01,2018-07-14,201
2018-03-01,2018-07-15,261
2018-03-01,2018-07-16,197
2018-03-01,2018-07-17,129
2018-03-01,2018-07-18,168
2018-03-01,2018-07-19,141
2018-03-01,2018-07-20,201
2018-03-01,2018-07-21,156
2018-03-01,2018-07-22,149
2018-03-01,2018-07-23,150
2018-03-01,2018-07-24,117
2018-03-01,2018-07-25,129
2018-03-01,2018-07-26,141
2018-03-01,2018-07-27,125
2018-03-01,2018-07-28,171
2018-03-01,2018-07-29,143
2018-03-01,2018-07-30,153
2018-03-01,2018-07-31,129
2018-03-01,2018-08-01,199
2018-03-01,2018-08-02,152
2018-03-01,2018-08-03,148
2018-03-01,2018-08-04,143
2018-03-01,2018-08-05,134
2018-03-01,2018-08-06,117
2018-03-01,2018-08-07,131
2018-03-01,2018-08-08,123
2018-03-01,2018-08-09,88
2018-03-01,2018-08-10,111
2018-03-01,2018-08-11,122
2018-03-01,2018-08-12,118
2018-03-01,2018-08-13,111
2018-03-01,2018-08-14,82
