search_date,flt_date,search_time
2018-02-01,2018-02-01,683
2018-02-01,2018-02-02,1625
2018-02-01,2018-02-03,864
2018-02-01,2018-02-04,815
2018-02-01,2018-02-05,836
2018-02-01,2018-02-06,892
2018-02-01,2018-02-07,885
2018-02-01,2018-02-08,1090
2018-02-01,2018-02-09,927
2018-02-01,2018-02-10,920
2018-02-01,2018-02-11,883
2018-02-01,2018-02-12,950
2018-02-01,2018-02-13,997
2018-02-01,2018-02-14,1109
2018-02-01,2018-02-15,1070
2018-02-01,2018-02-16,977
2018-02-01,2018-02-17,973
2018-02-01,2018-02-18,916
2018-02-01,2018-02-19,882
2018-02-01,2018-02-20,836
2018-02-01,2018-02-21,1025
2018-02-01,2018-02-22,1043
2018-02-01,2018-02-23,822
2018-02-01,2018-02-24,810
2018-02-01,2018-02-25,791
2018-02-01,2018-02-26,786
2018-02-01,2018-02-27,730
2018-02-01,2018-02-28,793
2018-02-01,2018-03-01,695
2018-02-01,2018-03-02,653
2018-02-01,2018-03-03,551
2018-02-01,2018-03-04,464
2018-02-01,2018-03-05,433
2018-02-01,2018-03-06,374
2018-02-01,2018-03-07,360
2018-02-01,2018-03-08,415
2018-02-01,2018-03-09,327
2018-02-01,2018-03-10,345
2018-02-01,2018-03-11,294
2018-02-01,2018-03-12,281
2018-02-01,2018-03-13,254
2018-02-01,2018-03-14,258
2018-02-01,2018-03-15,336
2018-02-01,2018-03-16,336
2018-02-01,2018-03-17,292
2018-02-01,2018-03-18,255
2018-02-01,2018-03-19,232
2018-02-01,2018-03-20,254
2018-02-01,2018-03-21,223
2018-02-01,2018-03-22,231
2018-02-01,2018-03-23,251
2018-02-01,2018-03-24,248
2018-02-01,2018-03-25,220
2018-02-01,2018-03-26,197
2018-02-01,2018-03-27,190
2018-02-01,2018-03-28,206
2018-02-01,2018-03-29,149
2018-02-01,2018-03-30,168
2018-02-01,2018-03-31,173
2018-02-01,2018-04-01,236
2018-02-01,2018-04-02,221
2018-02-01,2018-04-03,168
2018-02-01,2018-04-04,159
2018-02-01,2018-04-05,176
2018-02-01,2018-04-06,240
2018-02-01,2018-04-07,234
2018-02-01,2018-04-08,195
2018-02-01,2018-04-09,153
2018-02-01,2018-04-10,142
2018-02-01,2018-04-11,118
2018-02-01,2018-04-12,123
2018-02-01,2018-04-13,131
2018-02-01,2018-04-14,157
2018-02-01,2018-04-15,139
2018-02-01,2018-04-16,141
2018-02-01,2018-04-17,139
2018-02-01,2018-04-18,131
2018-02-01,2018-04-19,117
2018-02-01,2018-04-20,132
2018-02-01,2018-04-21,126
2018-02-01,2018-04-22,120
2018-02-01,2018-04-23,196
2018-02-01,2018-04-24,136
2018-02-01,2018-04-25,109
2018-02-01,2018-04-26,105
2018-02-01,2018-04-27,160
2018-02-01,2018-04-28,187
2018-02-01,2018-04-29,163
2018-02-01,2018-04-30,144
2018-02-01,2018-05-01,215
2018-02-01,2018-05-02,125
2018-02-01,2018-05-03,100
2018-02-01,2018-05-04,87
2018-02-01,2018-05-05,115
2018-02-01,2018-05-06,131
2018-02-01,2018-05-07,124
2018-02-01,2018-05-08,114
2018-02-01,2018-05-09,88
2018-02-01,2018-05-10,110
2018-02-01,2018-05-11,124
2018-02-01,2018-05-12,88
2018-02-01,2018-05-13,74
2018-02-01,2018-05-14,88
2018-02-01,2018-05-15,72
2018-02-01,2018-05-16,75
2018-02-01,2018-05-17,81
2018-02-01,2018-05-18,72
2018-02-01,2018-05-19,58
2018-02-01,2018-05-20,66
2018-02-01,2018-05-21,75
2018-02-01,2018-05-22,67
2018-02-01,2018-05-23,70
2018-02-01,2018-05-24,72
2018-02-01,2018-05-25,93
2018-02-01,2018-05-26,71
2018-02-01,2018-05-27,68
2018-02-01,2018-05-28,72
2018-02-01,2018-05-29,31
2018-02-01,2018-05-30,43
2018-02-01,2018-05-31,62
2018-02-01,2018-06-01,127
2018-02-01,2018-06-02,129
2018-02-01,2018-06-03,85
2018-02-01,2018-06-04,68
2018-02-01,2018-06-05,83
2018-02-01,2018-06-06,71
