take_off_time,order_cnt
08:25,1
11:00,1
13:00,13285
13:25,1227
16:15,1
16:30,1
16:50,3383
16:55,2
17:10,1
18:00,3098
18:10,91
18:20,13742
19:30,7008
19:55,731
20:10,5500
20:25,3609
20:50,648
20:55,25
21:00,10928
21:05,697
21:20,3296
21:35,4730
21:50,185
