take_off_time,order_cnt
13:00,1691
13:20,114
13:25,276
16:50,12
18:00,705
18:20,244
18:25,1556
19:30,12
19:35,1397
20:10,902
20:25,575
20:50,52
21:00,1650
21:20,759
21:35,13
