take_off_time,order_cnt
13:00,1883
13:25,163
16:50,551
18:00,472
18:10,14
18:20,1856
19:30,949
19:55,80
20:10,839
20:25,562
20:50,96
20:55,8
21:00,1564
21:05,271
21:20,526
21:35,623
21:50,51
