take_off_time,order_cnt
11:00,1
13:00,2010
13:25,210
16:50,460
18:00,464
18:10,14
18:20,2110
19:30,1179
19:55,137
20:10,834
20:25,547
20:50,151
20:55,10
21:00,1807
21:05,1
21:20,523
21:35,751
