fdate,order_date,airline,class,subclass,prc
2017-08-01,2017-07-01,AA,C,D,17421.0
2017-08-01,2017-07-24,AA,C,D,20173.0
2017-08-01,2017-04-07,AA,Y,L,6210.0
2017-08-01,2017-07-29,AA,Y,L,6349.0
2017-08-01,2017-05-10,AA,Y,M,8206.0
2017-08-01,2017-04-13,AA,Y,N,6610.0
2017-08-01,2017-04-14,AA,Y,N,6165.0
2017-08-01,2017-04-24,AA,Y,N,7652.0
2017-08-01,2017-05-17,AA,Y,N,12927.0
2017-08-01,2017-05-25,AA,Y,N,8252.0
2017-08-01,2017-05-26,AA,Y,N,7487.0
2017-08-01,2017-05-28,AA,Y,N,7926.0
2017-08-01,2017-06-05,AA,Y,N,7919.0
2017-08-01,2017-06-06,AA,Y,N,7919.0
2017-08-01,2017-06-12,AA,Y,N,8789.0
2017-08-01,2017-07-09,AA,Y,N,7492.0
2017-08-01,2017-07-13,AA,Y,N,8191.0
2017-08-01,2017-07-18,AA,Y,N,5836.0
2017-08-01,2017-07-19,AA,Y,N,7487.0
2017-08-01,2017-07-21,AA,Y,N,7984.0
2017-08-01,2017-05-18,AA,Y,Q,7734.0
2017-08-01,2017-05-19,AA,Y,Q,8470.0
2017-08-01,2017-05-21,AA,Y,Q,8470.0
2017-08-01,2017-07-08,AA,Y,Q,5049.0
2017-08-01,2017-07-09,AA,Y,Q,6017.0
2017-08-01,2017-07-31,AA,Y,Q,6794.0
2017-08-01,2017-07-14,AA,Y,S,8791.0
2017-08-01,2017-04-25,AA,Y,V,14133.0
2017-08-01,2017-04-28,AA,Y,V,5684.5
2017-08-01,2017-05-22,AA,Y,V,6008.0
2017-08-01,2017-05-25,AA,Y,V,6008.0
2017-08-01,2017-05-27,AA,Y,V,5611.0
2017-08-01,2017-05-28,AA,Y,V,5406.5
2017-08-01,2017-05-30,AA,Y,V,5777.0
2017-08-01,2017-06-05,AA,Y,V,6429.0
2017-08-01,2017-06-12,AA,Y,V,6347.0
2017-08-01,2017-06-15,AA,Y,V,6397.0
2017-08-01,2017-07-03,AA,Y,V,6248.0
2017-08-01,2017-07-11,AA,Y,V,5806.0
2017-08-01,2017-07-12,AA,Y,V,6248.0
2017-08-01,2017-07-14,AA,Y,V,5613.0
2017-08-01,2017-07-22,AA,Y,V,6247.0
2017-08-01,2017-07-23,AA,Y,V,6013.0
2017-08-01,2017-07-25,AA,Y,V,6554.0
2017-08-01,2017-07-29,DL,C,Z,19834.0
2017-08-01,2017-04-20,DL,Y,H,8805.0
2017-08-01,2017-01-27,DL,Y,L,9501.0
2017-08-01,2017-03-07,DL,Y,T,5969.0
2017-08-01,2017-05-18,DL,Y,T,6435.0
2017-08-01,2017-06-02,DL,Y,T,6661.5
2017-08-01,2017-07-20,DL,Y,T,6520.0
2017-08-01,2017-03-02,DL,Y,U,9175.0
2017-08-01,2017-03-07,DL,Y,U,9049.0
2017-08-01,2017-04-04,DL,Y,U,8280.0
