fdate,order_date,airline,class,subclass,prc
2017-07-01,2016-12-09,AA,C,D,18467.0
2017-07-01,2017-03-08,AA,C,D,20092.0
2017-07-01,2017-03-10,AA,C,D,17595.0
2017-07-01,2017-03-11,AA,C,D,18339.5
2017-07-01,2017-05-19,AA,C,R,25646.5
2017-07-01,2017-04-17,AA,Y,K,11098.0
2017-07-01,2017-03-14,AA,Y,L,7360.0
2017-07-01,2017-03-26,AA,Y,L,7500.0
2017-07-01,2017-04-11,AA,Y,L,5744.0
2017-07-01,2017-04-21,AA,Y,L,10865.0
2017-07-01,2017-05-03,AA,Y,L,8871.0
2017-07-01,2017-05-31,AA,Y,L,12256.0
2017-07-01,2017-06-07,AA,Y,L,6709.0
2017-07-01,2017-07-01,AA,Y,L,5977.0
2017-07-01,2017-04-04,AA,Y,M,7803.0
2017-07-01,2017-05-05,AA,Y,M,12795.0
2017-07-01,2017-06-15,AA,Y,M,6220.0
2017-07-01,2017-03-16,AA,Y,N,4679.5
2017-07-01,2017-06-05,AA,Y,N,6926.0
2017-07-01,2017-06-14,AA,Y,N,7046.0
2017-07-01,2017-04-02,AA,Y,S,7063.0
2017-07-01,2017-04-11,AA,Y,S,11813.0
2017-07-01,2017-04-15,AA,Y,S,7043.0
2017-07-01,2017-04-20,AA,Y,S,7021.0
2017-07-01,2017-04-29,AA,Y,S,7988.0
2017-07-01,2017-05-22,AA,Y,S,8830.5
2017-07-01,2017-05-25,AA,Y,S,7357.0
2017-07-01,2017-05-04,AA,Y,V,5772.0
2017-07-01,2017-05-18,AA,Y,V,8959.0
2017-07-01,2017-06-02,AA,Y,V,5768.0
2017-07-01,2017-06-13,CZ,Y,V,10555.0
2017-07-01,2017-05-19,DL,Y,B,23749.0
2017-07-01,2017-06-27,DL,Y,K,7485.0
2017-07-01,2017-05-03,DL,Y,L,9972.0
2017-07-01,2017-04-04,DL,Y,T,6861.0
2017-07-01,2017-05-01,DL,Y,T,8948.0
2017-07-01,2017-05-06,DL,Y,T,8033.0
2017-07-01,2017-05-07,DL,Y,T,7283.0
2017-07-01,2017-02-28,DL,Y,V,5864.0
2017-07-01,2017-03-03,DL,Y,V,5590.0
