take_off_time,user_cnt
06:40,77
06:55,101
07:00,559
07:45,122
07:50,162
07:55,487
08:00,441
08:05,164
08:15,67
08:20,266
08:30,302
08:35,5
08:50,92
08:55,427
09:00,629
09:20,5
09:30,245
10:00,450
10:15,197
10:20,7
10:30,1
10:45,36
10:55,567
11:00,525
11:15,411
11:30,1
11:40,42
11:45,434
11:50,181
11:55,646
12:00,353
12:10,90
12:15,340
12:20,2
12:30,113
12:35,154
12:40,1
12:45,34
12:50,136
12:55,374
13:00,371
13:10,217
13:20,1
13:30,172
13:35,31
13:40,3
13:45,1
13:50,55
13:55,301
14:00,392
14:30,257
14:50,71
14:55,514
15:00,395
15:10,42
15:20,8
15:25,9
15:30,27
15:45,6
16:00,396
16:15,167
16:40,224
16:45,1
16:50,86
16:55,349
17:00,408
17:30,201
17:40,10
17:50,70
17:55,395
18:00,326
18:15,1
18:25,4
18:35,52
18:40,174
18:45,61
18:50,72
18:55,623
19:00,440
19:10,418
19:15,118
19:20,118
19:50,70
19:55,300
20:00,333
20:05,1
20:30,89
20:35,25
20:40,90
20:45,547
20:50,42
20:55,712
21:00,447
21:10,259
21:15,333
21:20,179
21:30,134
21:45,41
21:50,57
21:55,344
22:00,61
22:10,98
22:30,175
23:15,2
23:30,7
