take_off_time,user_cnt
06:40,44
06:55,49
07:00,38
07:45,34
07:50,101
07:55,358
08:05,113
08:15,53
08:20,256
08:30,395
08:35,3
08:50,61
08:55,239
09:00,591
09:20,6
09:30,172
09:50,2
10:00,445
10:15,181
10:45,127
10:55,389
11:00,405
11:15,400
11:30,1
11:40,44
11:45,378
11:50,100
11:55,613
12:00,465
12:15,365
12:30,63
12:35,73
12:45,30
12:50,101
12:55,299
13:00,482
13:10,176
13:30,199
13:35,71
13:40,7
13:50,44
13:55,38
14:00,435
14:30,362
14:50,89
14:55,482
15:00,466
15:10,47
15:30,41
16:00,447
16:15,165
16:40,199
16:50,56
16:55,344
17:00,468
17:30,238
17:45,1
17:50,76
17:55,314
18:00,385
18:20,4
18:35,51
18:40,214
18:45,56
18:50,68
18:55,357
19:00,369
19:05,78
19:10,94
19:15,119
19:20,171
19:30,6
19:40,1
19:50,67
19:55,325
20:00,396
20:10,6
20:15,1
20:20,6
20:30,78
20:35,40
20:45,528
20:50,45
20:55,628
21:00,417
21:05,7
21:10,259
21:15,287
21:20,210
21:30,137
21:40,5
21:45,60
21:50,51
21:55,365
22:00,72
22:05,207
22:10,245
22:25,2
22:30,201
23:55,1
