take_off_time,user_category,user_cnt
19:15,4,122
19:15,5,3
19:20,1,458
19:20,2,160
19:20,3,63
19:20,4,250
19:20,5,10
19:30,1,9
19:30,2,5
19:30,4,5
19:35,1,145
19:35,2,92
19:35,3,14
19:35,4,88
19:35,5,2
19:45,1,314
19:45,2,194
19:45,3,40
19:45,4,209
19:45,5,2
19:50,1,94
19:50,2,55
19:50,3,11
19:50,4,63
19:50,5,1
19:55,1,407
19:55,2,277
19:55,3,38
19:55,4,277
19:55,5,2
20:00,1,10
20:00,2,10
20:00,3,2
20:00,4,11
20:00,5,2
20:30,1,146
20:30,2,81
20:30,3,12
20:30,4,116
20:30,5,2
20:35,1,61
20:35,2,13
20:35,3,17
20:35,4,29
20:35,5,7
20:40,1,7
20:40,2,2
20:40,3,1
20:40,4,3
20:45,1,925
20:45,2,626
20:45,3,78
20:45,4,674
20:45,5,6
20:50,1,102
20:50,2,72
20:50,3,12
20:50,4,88
20:50,5,2
20:55,1,1748
20:55,2,914
20:55,3,165
20:55,4,1117
20:55,5,4
21:00,1,1032
21:00,2,618
21:00,3,79
21:00,4,719
21:00,5,5
21:05,1,39
21:05,2,7
21:05,3,6
21:05,4,11
21:05,5,2
21:10,1,502
21:10,2,308
21:10,3,45
21:10,4,384
21:10,5,2
21:15,1,463
21:15,2,236
21:15,3,52
21:15,4,304
21:15,5,5
21:20,1,486
21:20,2,247
21:20,3,48
21:20,4,280
21:20,5,4
21:30,1,257
21:30,2,125
21:30,3,26
21:30,4,144
21:30,5,3
21:45,1,117
21:45,2,43
21:45,3,18
21:45,4,79
21:45,5,9
21:50,1,139
21:50,2,56
21:50,3,13
21:50,4,86
21:50,5,7
21:55,1,783
21:55,2,432
21:55,3,87
21:55,4,533
21:55,5,6
22:00,1,177
22:00,2,76
22:00,3,19
22:00,4,110
22:00,5,5
22:10,1,226
22:10,2,96
22:10,3,24
22:10,4,138
22:10,5,3
22:20,1,5
22:20,2,2
22:20,3,1
22:20,4,2
22:30,1,394
22:30,2,211
22:30,3,46
22:30,4,258
22:30,5,3
23:00,1,2
23:00,2,1
23:00,3,2
23:00,4,3
23:00,5,1
23:30,1,1
23:30,3,1
23:40,1,9
23:40,2,5
23:40,3,1
23:40,4,7
23:40,5,1
