take_off_time,user_category,user_cnt
19:10,1,655
19:10,2,420
19:10,3,50
19:10,4,417
19:10,5,3
19:15,1,192
19:15,2,120
19:15,3,16
19:15,4,134
19:15,5,2
19:20,1,526
19:20,2,200
19:20,3,69
19:20,4,282
19:20,5,11
19:25,1,10
19:25,2,5
19:25,4,7
19:30,2,1
19:30,3,1
19:30,4,1
19:40,1,7
19:40,2,10
19:40,3,2
19:40,4,10
19:50,1,82
19:50,2,54
19:50,3,8
19:50,4,54
19:50,5,1
19:55,1,404
19:55,2,305
19:55,3,47
19:55,4,297
19:55,5,2
20:00,1,5
20:00,2,4
20:00,4,2
20:30,1,152
20:30,2,94
20:30,3,17
20:30,4,105
20:30,5,3
20:35,1,70
20:35,2,28
20:35,3,8
20:35,4,44
20:35,5,6
20:40,1,4
20:40,2,3
20:40,4,1
20:45,1,981
20:45,2,630
20:45,3,90
20:45,4,711
20:45,5,4
20:50,1,90
20:50,2,70
20:50,3,10
20:50,4,71
20:50,5,1
20:55,1,1888
20:55,2,1015
20:55,3,170
20:55,4,1225
20:55,5,4
21:00,1,1005
21:00,2,660
21:00,3,91
21:00,4,740
21:00,5,3
21:05,1,33
21:05,2,7
21:05,3,1
21:05,4,9
21:05,5,2
21:10,1,485
21:10,2,279
21:10,3,36
21:10,4,352
21:10,5,3
21:15,1,497
21:15,2,261
21:15,3,48
21:15,4,318
21:15,5,5
21:20,1,552
21:20,2,290
21:20,3,58
21:20,4,348
21:20,5,6
21:30,1,291
21:30,2,150
21:30,3,29
21:30,4,187
21:30,5,4
21:45,1,116
21:45,2,62
21:45,3,15
21:45,4,78
21:45,5,6
21:50,1,181
21:50,2,69
21:50,3,24
21:50,4,107
21:50,5,9
21:55,1,778
21:55,2,462
21:55,3,71
21:55,4,527
21:55,5,6
22:00,1,151
22:00,2,82
22:00,3,20
22:00,4,99
22:00,5,3
22:10,1,252
22:10,2,145
22:10,3,21
22:10,4,179
22:10,5,2
22:15,1,2
22:15,2,2
22:15,4,2
22:25,1,1
22:30,1,438
22:30,2,273
22:30,3,36
22:30,4,301
22:30,5,3
23:00,1,3
23:00,2,2
23:00,3,1
23:00,4,3
23:00,5,1
23:05,1,33
23:05,2,13
23:05,3,4
23:05,4,22
23:05,5,1
23:50,1,8
23:50,2,6
23:50,3,1
23:50,4,5
