take_off_time,user_cnt
06:40,62
06:55,84
07:00,60
07:45,47
07:50,102
07:55,442
08:05,161
08:15,77
08:20,332
08:30,444
08:35,5
08:50,65
08:55,257
09:00,732
09:20,11
09:30,206
09:50,3
10:00,534
10:15,218
10:45,183
10:55,455
11:00,489
11:15,545
11:40,64
11:45,481
11:50,127
11:55,788
12:00,556
12:15,506
12:30,92
12:35,105
12:45,41
12:50,114
12:55,320
13:00,582
13:10,253
13:20,6
13:30,267
13:35,74
13:40,12
13:50,63
13:55,51
14:00,519
14:20,2
14:25,1
14:30,429
14:50,106
14:55,555
15:00,498
15:10,55
15:30,55
16:00,508
16:15,197
16:25,1
16:40,268
16:50,83
16:55,404
17:00,490
17:30,293
17:45,3
17:50,82
17:55,342
18:00,378
18:20,6
18:35,84
18:40,299
18:45,79
18:50,82
18:55,407
19:00,388
19:05,106
19:10,115
19:15,168
19:20,271
19:30,9
19:40,3
19:45,1
19:50,93
19:55,333
20:00,462
20:10,8
20:20,6
20:30,109
20:35,74
20:40,1
20:45,662
20:50,61
20:55,856
21:00,555
21:05,15
21:10,350
21:15,337
21:20,262
21:30,173
21:40,8
21:45,83
21:50,88
21:55,487
22:00,100
22:05,312
22:10,372
22:25,2
22:30,286
23:55,1
