take_off_time,user_cnt
06:40,966
06:55,1034
07:00,4439
07:45,972
07:50,1352
07:55,4613
08:00,4175
08:05,2242
08:15,684
08:20,3488
08:30,3444
08:35,109
08:45,2
08:50,663
08:55,3459
09:00,6683
09:10,2
09:15,1
09:20,151
09:30,2685
09:50,15
10:00,5049
10:10,7
10:15,2210
10:20,19
10:25,2
10:30,1
10:45,1359
10:50,7
10:55,4882
11:00,5220
11:10,2
11:15,4825
11:30,24
11:40,833
11:45,4884
11:50,1853
11:55,7620
12:00,4900
12:10,186
12:15,4321
12:20,20
12:25,116
12:30,1086
12:35,1391
12:40,1
12:45,257
12:50,1354
12:55,3607
13:00,5436
13:10,2582
13:15,8
13:20,37
13:30,3051
13:35,981
13:40,109
13:45,4
13:50,553
13:55,1539
14:00,4551
14:10,7
14:20,4
14:25,12
14:30,4024
14:35,1
14:50,693
14:55,4730
15:00,4619
15:10,435
15:20,10
15:25,17
15:30,419
15:40,5
15:45,13
15:55,10
16:00,4746
16:10,6
16:15,1740
16:20,1
16:25,5
16:30,4
16:40,2372
16:45,2
16:50,633
16:55,3183
17:00,4814
17:15,5
17:30,2996
17:40,16
17:45,3
17:50,691
17:55,2886
18:00,3892
18:10,3
18:15,4
18:20,7
18:25,19
18:30,42
18:35,975
18:40,3356
18:45,974
18:50,597
18:55,4618
19:00,4284
19:05,318
19:10,3541
19:15,1402
19:20,3280
19:25,10
19:30,37
19:35,145
19:40,11
19:45,455
19:50,557
19:55,2703
20:00,2559
20:05,14
20:10,22
20:15,1
20:20,34
20:30,1054
20:35,561
20:40,230
20:45,6204
20:50,624
20:55,9948
21:00,5516
21:05,150
21:10,3142
21:15,3383
21:20,3226
21:25,3
21:30,1940
21:40,24
21:45,793
21:50,1116
21:55,4922
22:00,1046
22:05,1457
22:10,2815
22:15,17
22:20,5
22:25,5
22:30,2758
22:40,3
22:50,7
22:55,3
23:00,41
23:05,36
23:15,3
23:25,13
23:30,20
23:40,12
23:50,13
23:55,6
