take_off_time,user_cnt
06:40,46
06:55,75
07:00,748
07:45,79
07:50,123
07:55,343
08:00,604
08:05,109
08:15,51
08:20,289
08:30,420
08:35,5
08:50,36
08:55,281
09:00,735
09:20,4
09:30,296
10:00,530
10:15,203
10:45,127
10:55,393
11:00,564
11:15,449
11:40,55
11:45,418
11:50,116
11:55,584
12:00,515
12:15,367
12:30,112
12:35,134
12:45,19
12:50,96
12:55,218
13:00,603
13:10,245
13:15,2
13:30,291
13:35,107
13:40,17
13:50,44
13:55,62
14:00,623
14:25,1
14:30,461
14:50,37
14:55,388
15:00,578
15:10,58
15:30,44
15:55,7
16:00,609
16:10,5
16:15,106
16:40,201
16:50,52
16:55,259
17:00,627
17:30,337
17:40,1
17:50,68
17:55,268
18:00,509
18:30,6
18:35,68
18:40,289
18:45,80
18:50,55
18:55,223
19:00,496
19:10,340
19:15,107
19:20,274
19:30,4
19:50,41
19:55,252
20:00,531
20:05,7
20:20,12
20:30,83
20:35,50
20:40,3
20:45,654
20:50,72
20:55,775
21:00,487
21:10,290
21:15,247
21:20,266
21:25,2
21:30,206
21:45,65
21:50,78
21:55,420
22:00,98
22:05,237
22:10,363
22:15,9
22:30,243
22:40,2
22:50,2
23:00,19
23:25,7
23:30,2
23:50,2
23:55,1
