take_off_time,user_cnt
06:40,499
06:45,1
06:55,710
07:00,3035
07:45,714
07:50,915
07:55,2946
08:00,2814
08:05,1164
08:15,460
08:20,2056
08:30,2239
08:35,32
08:45,2
08:50,518
08:55,2188
09:00,4291
09:10,4
09:20,47
09:30,1626
09:50,15
10:00,3205
10:10,3
10:15,1452
10:20,13
10:25,4
10:30,1
10:45,1000
10:50,3
10:55,3127
11:00,3330
11:10,2
11:15,3297
11:30,17
11:40,477
11:45,3172
11:50,1176
11:55,4865
12:00,3234
12:10,147
12:15,3043
12:20,18
12:25,62
12:30,705
12:35,865
12:40,4
12:45,184
12:50,965
12:55,2307
13:00,3681
13:10,1706
13:15,9
13:20,15
13:30,1905
13:35,571
13:40,55
13:45,4
13:50,398
13:55,1161
14:00,3238
14:10,5
14:20,6
14:25,6
14:30,2640
14:35,1
14:50,483
14:55,3148
15:00,3262
15:10,314
15:20,14
15:25,14
15:30,312
15:40,4
15:45,8
15:55,9
16:00,3340
16:10,5
16:15,1167
16:25,5
16:30,3
16:40,1588
16:45,3
16:50,463
16:55,2200
17:00,3388
17:15,3
17:30,1869
17:40,11
17:45,3
17:50,476
17:55,2013
18:00,2587
18:10,3
18:15,4
18:20,6
18:25,10
18:30,29
18:35,516
18:40,1860
18:45,517
18:50,446
18:55,3065
19:00,2797
19:05,202
19:10,2208
19:15,938
19:20,1560
19:25,7
19:30,25
19:35,88
19:40,14
19:45,275
19:50,416
19:55,1794
20:00,1776
20:05,8
20:10,18
20:20,24
20:30,716
20:35,297
20:40,135
20:45,4108
20:50,453
20:55,6003
21:00,3621
21:05,38
21:10,2156
21:15,1918
21:20,1815
21:25,1
21:30,1112
21:40,22
21:45,478
21:50,597
21:55,2991
22:00,606
22:05,899
22:10,1694
22:15,13
22:20,2
22:25,2
22:30,1777
22:40,2
22:50,4
22:55,1
23:00,30
23:05,22
23:15,2
23:20,1
23:25,13
23:30,18
23:40,10
23:50,7
23:55,4
