take_off_time,user_cnt
06:40,20
06:55,12
07:00,91
07:45,17
07:50,14
07:55,65
08:00,54
08:05,30
08:15,15
08:20,50
08:30,38
08:50,10
08:55,48
09:00,73
09:20,3
09:30,40
10:00,61
10:15,19
10:20,1
10:45,25
10:55,59
11:00,49
11:15,76
11:30,1
11:40,12
11:45,67
11:50,24
11:55,123
12:00,71
12:15,77
12:25,6
12:30,23
12:35,19
12:45,4
12:50,26
12:55,53
13:00,85
13:10,44
13:30,28
13:35,13
13:40,2
13:50,6
13:55,30
14:00,72
14:30,52
14:50,9
14:55,63
15:00,74
15:10,6
15:30,10
16:00,69
16:15,30
16:40,24
16:50,6
16:55,33
17:00,80
17:30,48
17:40,1
17:50,6
17:55,38
18:00,51
18:35,18
18:40,57
18:45,17
18:50,5
18:55,79
19:00,61
19:05,1
19:10,50
19:15,16
19:20,69
19:30,1
19:40,2
19:50,8
19:55,47
20:30,17
20:35,8
20:45,90
20:50,10
20:55,170
21:00,91
21:05,1
21:10,36
21:15,48
21:20,58
21:30,29
21:45,15
21:50,24
21:55,71
22:00,20
22:10,21
22:30,36
23:00,1
23:05,4
23:50,1
