take_off_time,user_cnt
06:40,149
06:55,140
07:00,743
07:45,182
07:50,202
07:55,758
08:00,534
08:05,360
08:15,106
08:20,509
08:30,383
08:35,20
08:50,134
08:55,609
09:00,854
09:20,22
09:30,348
10:00,690
10:15,312
10:20,10
10:30,1
10:45,68
10:55,927
11:00,747
11:15,702
11:30,1
11:40,122
11:45,780
11:50,302
11:55,1219
12:00,551
12:10,185
12:15,612
12:20,1
12:30,199
12:35,264
12:40,1
12:45,52
12:50,248
12:55,706
13:00,571
13:10,356
13:15,1
13:20,7
13:30,333
13:35,87
13:40,8
13:45,4
13:50,128
13:55,477
14:00,576
14:30,434
14:35,1
14:50,145
14:55,843
15:00,551
15:10,56
15:20,10
15:25,10
15:30,36
15:45,13
16:00,592
16:15,280
16:40,380
16:45,2
16:50,157
16:55,644
17:00,568
17:30,404
17:40,12
17:50,135
17:55,589
18:00,467
18:10,3
18:15,1
18:25,9
18:35,109
18:40,411
18:45,118
18:50,120
18:55,995
19:00,601
19:10,738
19:15,222
19:20,377
19:50,109
19:55,490
20:00,554
20:05,1
20:30,145
20:35,63
20:40,189
20:45,949
20:50,88
20:55,1451
21:00,746
21:10,461
21:15,624
21:20,411
21:30,291
21:45,95
21:50,155
21:55,696
22:00,138
22:10,215
22:30,360
22:55,3
23:15,3
23:30,15
