take_off_time,user_cnt
06:40,9
06:55,2
07:00,2
07:50,1
07:55,9
08:00,4
08:05,10
08:15,3
08:20,5
08:30,3
08:35,1
08:50,1
08:55,3
09:00,4
09:30,3
10:00,7
10:15,2
10:45,1
10:55,3
11:00,4
11:15,4
11:30,1
11:40,5
11:45,3
11:50,10
11:55,8
12:00,4
12:10,1
12:15,4
12:25,4
12:30,2
12:35,2
12:45,2
12:50,2
12:55,2
13:00,3
13:10,3
13:30,2
13:35,4
13:40,2
13:50,1
13:55,2
14:00,3
14:30,4
14:50,1
14:55,5
15:00,3
15:10,2
15:30,3
16:00,3
16:15,2
16:40,2
16:50,1
16:55,3
17:00,6
17:30,4
17:50,2
17:55,1
18:00,3
18:35,6
18:40,8
18:45,6
18:55,3
19:00,4
19:15,3
19:20,8
19:45,2
19:50,1
19:55,3
20:20,1
20:30,1
20:35,5
20:45,4
20:50,1
20:55,5
21:00,3
21:05,1
21:10,3
21:15,5
21:20,4
21:30,3
21:40,2
21:45,8
21:50,7
21:55,7
22:00,6
22:10,3
22:30,2
23:40,1
