take_off_time,user_cnt
06:40,10
06:55,2
07:00,5
07:45,1
07:50,2
07:55,7
08:00,7
08:05,12
08:15,3
08:20,5
08:30,3
08:55,4
09:00,5
09:30,2
10:00,6
10:15,2
10:45,4
10:55,6
11:00,4
11:15,4
11:40,5
11:45,3
11:50,9
11:55,7
12:00,4
12:15,3
12:25,3
12:30,1
12:35,1
12:45,4
12:50,4
12:55,3
13:00,4
13:10,2
13:15,1
13:30,3
13:35,4
13:40,1
13:55,1
14:00,3
14:30,6
14:50,1
14:55,3
15:00,2
15:10,1
15:30,1
16:00,3
16:15,2
16:40,1
16:50,1
16:55,2
17:00,6
17:30,3
17:55,2
18:00,2
18:35,6
18:40,11
18:45,5
18:55,3
19:00,3
19:10,1
19:15,3
19:20,10
19:35,2
19:45,2
19:50,1
19:55,2
20:00,2
20:30,2
20:35,7
20:45,6
20:50,2
20:55,4
21:00,5
21:05,2
21:10,2
21:15,5
21:20,4
21:30,3
21:45,9
21:50,7
21:55,6
22:00,5
22:10,3
22:30,3
23:00,1
23:40,1
