take_off_time,user_cnt
06:40,169
06:55,174
07:00,929
07:45,186
07:50,196
07:55,789
08:00,654
08:05,377
08:15,121
08:20,482
08:30,506
08:35,10
08:50,116
08:55,534
09:00,1011
09:15,1
09:20,22
09:30,401
09:50,12
10:00,760
10:15,300
10:45,246
10:50,7
10:55,806
11:00,755
11:15,787
11:30,1
11:40,114
11:45,697
11:50,342
11:55,1290
12:00,665
12:15,612
12:20,18
12:30,128
12:35,222
12:45,21
12:50,196
12:55,623
13:00,753
13:10,365
13:20,3
13:30,416
13:35,130
13:40,14
13:50,86
13:55,381
14:00,640
14:10,5
14:25,2
14:30,566
14:50,94
14:55,682
15:00,641
15:10,51
15:25,7
15:30,62
16:00,697
16:15,246
16:25,5
16:30,4
16:40,359
16:50,71
16:55,433
17:00,758
17:30,499
17:40,2
17:50,88
17:55,400
18:00,631
18:25,10
18:30,30
18:35,149
18:40,471
18:45,178
18:50,63
18:55,408
19:00,622
19:05,137
19:10,929
19:15,183
19:20,515
19:40,2
19:50,73
19:55,390
20:00,664
20:10,4
20:20,1
20:30,156
20:35,104
20:40,7
20:45,928
20:50,103
20:55,1428
21:00,754
21:10,486
21:15,517
21:20,430
21:30,276
21:45,96
21:50,156
21:55,867
22:00,116
22:05,474
22:10,610
22:30,420
23:05,3
