fdate,airline,class,subclass,prc
2017-03-01,AA,C,D,8819.0
2017-03-01,AA,C,I,12790.5
2017-03-01,AA,C,R,6954.0
2017-03-01,AA,Y,N,6093.0
2017-03-01,AA,Y,O,3489.0
2017-03-01,AA,Y,S,3308.0
2017-03-01,MU,C,D,12137.0
2017-03-01,MU,C,I,7237.0
2017-03-01,MU,Y,N,6552.0
2017-03-01,MU,Y,S,4427.5
2017-03-01,MU,Y,T,5011.0
2017-03-01,MU,Y,V,3936.0
2017-03-01,UA,C,P,16523.0
2017-03-01,UA,Y,G,3716.0
2017-03-01,UA,Y,K,5897.0
2017-03-01,UA,Y,L,3418.0
2017-03-01,UA,Y,T,2890.0
2017-03-02,AA,C,D,14433.0
2017-03-02,AA,C,R,5794.0
2017-03-02,AA,Y,N,6988.0
2017-03-02,AA,Y,O,2333.0
2017-03-02,DL,Y,V,3461.0
2017-03-02,DL,Y,X,2120.0
2017-03-02,MU,C,D,20803.0
2017-03-02,MU,C,I,14719.0
2017-03-02,MU,Y,Q,4368.0
2017-03-02,MU,Y,S,3795.0
2017-03-02,MU,Y,V,3851.5
2017-03-02,UA,C,P,20368.5
2017-03-02,UA,C,Z,33034.0
2017-03-02,UA,Y,G,3535.0
2017-03-02,UA,Y,K,2759.0
2017-03-03,AA,Y,N,3946.0
2017-03-03,AA,Y,O,3488.0
2017-03-03,AA,Y,Q,3486.0
2017-03-03,AA,Y,S,3272.0
2017-03-03,DL,C,D,21495.0
2017-03-03,DL,C,I,18632.0
2017-03-03,DL,C,Z,24875.0
2017-03-03,DL,Y,V,3535.0
2017-03-03,DL,Y,X,3238.0
2017-03-03,MU,C,C,47705.0
2017-03-03,MU,C,D,19181.0
2017-03-03,MU,C,I,13605.0
2017-03-03,MU,Y,Q,2177.5
2017-03-03,MU,Y,S,3687.0
2017-03-03,MU,Y,V,3849.0
2017-03-03,UA,C,P,16548.5
2017-03-03,UA,Y,G,3801.0
2017-03-03,UA,Y,Q,6657.0
2017-03-04,AA,C,D,13139.0
2017-03-04,AA,C,I,9960.0
2017-03-04,AA,C,J,18214.0
2017-03-04,AA,Y,N,5099.0
2017-03-04,AA,Y,O,3537.5
2017-03-04,AA,Y,S,3134.0
2017-03-04,DL,C,Z,12841.0
2017-03-04,DL,Y,V,3509.0
2017-03-04,MU,C,D,19668.0
2017-03-04,MU,Y,S,4758.0
2017-03-04,MU,Y,T,4042.0
2017-03-04,MU,Y,V,3931.0
2017-03-04,UA,C,Z,17589.0
2017-03-04,UA,Y,G,4441.0
2017-03-04,UA,Y,T,3895.0
2017-03-05,AA,C,D,18317.0
2017-03-05,AA,C,I,9212.0
2017-03-05,AA,C,R,27002.0
2017-03-05,AA,Y,L,5102.0
2017-03-05,AA,Y,O,3517.0
2017-03-05,AA,Y,Q,4328.0
2017-03-05,AA,Y,S,3426.0
2017-03-05,DL,C,Z,15396.0
2017-03-05,DL,Y,T,2128.5
2017-03-05,DL,Y,V,3682.0
2017-03-05,MU,C,D,20380.5
2017-03-05,MU,C,I,14719.0
2017-03-05,MU,Y,Q,6135.0
2017-03-05,MU,Y,S,3755.5
2017-03-05,MU,Y,T,4774.5
2017-03-05,MU,Y,V,3819.0
2017-03-05,UA,C,P,29632.0
2017-03-05,UA,Y,G,3738.0
2017-03-05,UA,Y,K,5414.0
2017-03-06,AA,C,I,9964.0
2017-03-06,AA,C,J,19216.0
2017-03-06,AA,Y,N,2899.0
2017-03-06,AA,Y,O,3538.0
2017-03-06,AA,Y,S,3348.0
2017-03-06,DL,C,Z,12841.0
2017-03-06,DL,Y,T,3893.0
2017-03-06,DL,Y,V,3738.5
2017-03-06,DL,Y,X,5617.0
2017-03-06,MU,C,D,19546.0
2017-03-06,MU,C,I,14829.0
2017-03-06,MU,Y,Q,3004.0
2017-03-06,MU,Y,S,3787.0
2017-03-06,MU,Y,V,3959.0
2017-03-06,UA,C,P,14759.0
2017-03-06,UA,Y,G,3758.0
2017-03-06,UA,Y,K,2774.5
2017-03-06,UA,Y,T,3900.0
2017-03-07,AA,C,J,15574.0
2017-03-07,AA,Y,N,3845.0
2017-03-07,AA,Y,O,3502.0
2017-03-07,AA,Y,Q,9374.0
2017-03-07,AA,Y,S,3236.0
2017-03-07,MU,C,D,20789.0
2017-03-07,MU,C,I,14871.0
2017-03-07,MU,Y,S,3686.0
2017-03-07,MU,Y,T,5304.0
2017-03-07,MU,Y,V,4063.5
2017-03-07,UA,C,P,21204.0
2017-03-07,UA,Y,G,3723.0
2017-03-07,UA,Y,K,2823.0
2017-03-07,UA,Y,L,3133.0
2017-03-07,UA,Y,T,3909.0
2017-03-08,AA,C,D,12683.5
2017-03-08,AA,C,J,27172.0
