fdate,airline,class,subclass,prc
2017-10-01,AA,C,D,16075.5
2017-10-01,AA,C,R,31737.0
2017-10-01,AA,Y,G,6413.0
2017-10-01,AA,Y,K,4598.0
2017-10-01,AA,Y,L,6614.0
2017-10-01,AA,Y,M,4496.0
2017-10-01,AA,Y,N,5949.0
2017-10-01,AA,Y,O,5304.0
2017-10-01,AA,Y,S,5599.0
2017-10-01,DL,C,D,24025.0
2017-10-01,DL,C,I,20522.0
2017-10-01,DL,C,Z,24255.0
2017-10-01,DL,Y,H,7113.0
2017-10-01,DL,Y,K,8463.0
2017-10-01,DL,Y,L,7068.0
2017-10-01,DL,Y,M,17248.0
2017-10-01,DL,Y,Q,9334.0
2017-10-01,DL,Y,T,6690.0
2017-10-01,DL,Y,U,4537.0
2017-10-01,DL,Y,V,6099.0
2017-10-01,DL,Y,X,6049.5
2017-10-01,MU,C,C,45351.0
2017-10-01,MU,C,D,26694.0
2017-10-01,MU,C,I,18534.5
2017-10-01,MU,C,J,62225.0
2017-10-01,MU,F,P,76755.0
2017-10-01,MU,Y,E,14873.0
2017-10-01,MU,Y,H,16172.5
2017-10-01,MU,Y,K,10012.0
2017-10-01,MU,Y,L,10386.5
2017-10-01,MU,Y,M,19160.0
2017-10-01,MU,Y,N,8007.0
2017-10-01,MU,Y,R,7710.5
2017-10-01,MU,Y,S,4571.0
2017-10-01,MU,Y,V,6265.5
2017-10-01,MU,Y,Z,7048.0
2017-10-01,UA,C,Z,43029.5
2017-10-01,UA,Y,G,6249.0
2017-10-01,UA,Y,K,5682.0
2017-10-01,UA,Y,L,6711.0
2017-10-01,UA,Y,Q,9560.0
2017-10-01,UA,Y,S,6465.0
2017-10-01,UA,Y,T,8084.0
2017-10-01,UA,Y,U,10669.5
2017-10-01,UA,Y,V,5802.0
2017-10-02,AA,Y,O,3538.0
2017-10-02,DL,C,I,13944.0
2017-10-02,DL,C,Z,15682.5
2017-10-02,DL,Y,L,5464.0
2017-10-02,DL,Y,T,5309.0
2017-10-02,DL,Y,U,6494.0
2017-10-02,DL,Y,V,3326.0
2017-10-02,DL,Y,X,5160.0
2017-10-02,MU,C,D,23363.5
2017-10-02,MU,C,I,19516.0
2017-10-02,MU,Y,H,13526.0
2017-10-02,MU,Y,K,11731.0
2017-10-02,MU,Y,L,9905.0
2017-10-02,MU,Y,N,9397.5
2017-10-02,MU,Y,Q,4251.0
2017-10-02,MU,Y,R,7013.0
2017-10-02,MU,Y,S,5454.0
2017-10-02,MU,Y,T,3265.0
2017-10-02,MU,Y,V,5816.0
2017-10-02,MU,Y,Z,4814.5
2017-10-02,UA,C,D,41943.0
2017-10-02,UA,C,P,15377.0
2017-10-02,UA,Y,K,4852.0
2017-10-02,UA,Y,L,3431.0
2017-10-02,UA,Y,S,5905.5
2017-10-02,UA,Y,T,6497.0
2017-10-02,UA,Y,V,11924.0
2017-10-02,UA,Y,W,4820.0
2017-10-03,AA,C,D,35830.0
2017-10-03,AA,C,I,13883.0
2017-10-03,AA,Y,L,6932.0
2017-10-03,AA,Y,M,6562.0
2017-10-03,AA,Y,N,5138.5
2017-10-03,AA,Y,Q,5258.0
2017-10-03,AA,Y,S,4628.5
2017-10-03,AA,Y,V,6281.0
2017-10-03,DL,C,Z,11518.5
2017-10-03,DL,Y,L,4657.0
2017-10-03,DL,Y,T,3306.0
2017-10-03,DL,Y,U,3519.0
2017-10-03,DL,Y,V,3811.0
2017-10-03,DL,Y,X,5141.5
2017-10-03,MU,C,D,19513.0
2017-10-03,MU,C,I,19515.0
2017-10-03,MU,Y,L,6408.0
2017-10-03,MU,Y,Q,4026.0
2017-10-03,MU,Y,S,6309.0
2017-10-03,MU,Y,T,2488.0
2017-10-03,MU,Y,V,4703.0
2017-10-03,MU,Y,Z,4864.5
2017-10-03,UA,C,P,13318.0
2017-10-03,UA,Y,G,3772.0
2017-10-03,UA,Y,K,4484.5
2017-10-03,UA,Y,L,3582.0
2017-10-03,UA,Y,T,5165.5
2017-10-03,UA,Y,V,8059.0
2017-10-03,UA,Y,W,8895.0
2017-10-04,AA,Y,M,5669.0
2017-10-04,AA,Y,N,6024.0
2017-10-04,AA,Y,O,3792.0
2017-10-04,AA,Y,Q,4049.5
2017-10-04,AA,Y,S,2456.0
2017-10-04,AA,Y,V,5423.0
2017-10-04,DL,C,Z,14176.0
2017-10-04,DL,Y,Q,6267.0
2017-10-04,DL,Y,T,5666.0
2017-10-04,DL,Y,U,2290.0
2017-10-04,DL,Y,V,3706.5
2017-10-04,DL,Y,X,2459.5
2017-10-04,MU,C,D,3079.0
2017-10-04,MU,C,I,19262.0
2017-10-04,MU,Y,S,4007.0
2017-10-04,MU,Y,T,4159.0
2017-10-04,MU,Y,V,5211.0
2017-10-04,MU,Y,Z,4363.0
2017-10-04,UA,C,P,15084.0
2017-10-04,UA,Y,G,3657.0
2017-10-04,UA,Y,K,4590.0
2017-10-05,AA,C,D,14494.5
2017-10-05,AA,C,I,17900.0
2017-10-05,AA,Y,N,9907.0
2017-10-05,AA,Y,O,3714.0
2017-10-05,AA,Y,Q,4024.5
2017-10-05,AA,Y,S,2460.0
2017-10-05,AA,Y,V,4743.0
2017-10-05,DL,C,Z,12691.0
2017-10-05,DL,Y,K,6007.5
2017-10-05,DL,Y,V,3671.0
2017-10-05,DL,Y,X,2347.0
2017-10-05,MU,C,D,17603.0
2017-10-05,MU,C,I,17031.0
2017-10-05,MU,Y,S,3849.0
2017-10-05,MU,Y,T,4062.5
2017-10-05,MU,Y,V,5320.0
2017-10-05,MU,Y,Z,4835.0
2017-10-05,UA,C,P,14761.0
2017-10-05,UA,Y,G,3118.5
2017-10-05,UA,Y,K,2575.0
2017-10-06,AA,Y,O,3577.0
2017-10-06,AA,Y,Q,4567.0
2017-10-06,AA,Y,S,2505.0
2017-10-06,DL,C,Z,12031.5
2017-10-06,DL,Y,T,4490.0
2017-10-06,DL,Y,U,4666.0
2017-10-06,DL,Y,V,3763.0
2017-10-06,DL,Y,X,2506.0
2017-10-06,DL,Y,Y,3742.0
2017-10-06,MU,C,I,19016.5
2017-10-06,MU,Y,S,4479.0
2017-10-06,MU,Y,T,4269.5
2017-10-06,MU,Y,V,5125.0
2017-10-06,UA,C,P,14990.0
2017-10-06,UA,Y,G,3687.5
2017-10-07,AA,C,J,28411.0
2017-10-07,AA,Y,O,4076.0
