fdate,airline,class,subclass,prc
2017-05-01,AA,C,I,10731.0
2017-05-01,AA,Y,K,4493.0
2017-05-01,AA,Y,O,3694.0
2017-05-01,AA,Y,Q,4117.0
2017-05-01,AA,Y,S,4777.0
2017-05-01,AA,Y,V,4055.0
2017-05-01,DL,C,Z,15776.5
2017-05-01,DL,Y,T,4657.0
2017-05-01,DL,Y,V,3604.0
2017-05-01,DL,Y,X,4574.0
2017-05-01,MU,C,D,21737.0
2017-05-01,MU,C,I,17776.0
2017-05-01,MU,Y,Q,3212.5
2017-05-01,MU,Y,S,5269.0
2017-05-01,MU,Y,T,3957.0
2017-05-01,MU,Y,V,5081.0
2017-05-01,UA,C,P,13657.5
2017-05-01,UA,Y,G,4421.0
2017-05-01,UA,Y,K,3543.0
2017-05-01,UA,Y,Q,2540.0
2017-05-01,UA,Y,S,3638.0
2017-05-02,AA,C,D,20497.0
2017-05-02,AA,C,R,3670.0
2017-05-02,AA,Y,N,8398.5
2017-05-02,AA,Y,O,3692.0
2017-05-02,AA,Y,Q,3862.5
2017-05-02,DL,C,I,5298.0
2017-05-02,DL,C,Z,14835.0
2017-05-02,DL,Y,V,3708.0
2017-05-02,DL,Y,X,4710.0
2017-05-02,MU,C,C,29488.0
2017-05-02,MU,C,D,19660.0
2017-05-02,MU,C,I,19298.0
2017-05-02,MU,F,P,83178.0
2017-05-02,MU,Y,S,4465.0
2017-05-02,MU,Y,T,4686.0
2017-05-02,MU,Y,V,3838.0
2017-05-02,UA,C,P,6658.5
2017-05-02,UA,Y,G,4135.0
2017-05-02,UA,Y,K,4701.0
2017-05-03,AA,C,D,8685.0
2017-05-03,AA,C,R,8940.0
2017-05-03,AA,Y,N,4703.0
2017-05-03,AA,Y,O,3525.0
2017-05-03,AA,Y,Q,5334.5
2017-05-03,AA,Y,S,2746.5
2017-05-03,DL,C,Z,14658.0
2017-05-03,DL,Y,T,5228.0
2017-05-03,DL,Y,V,4086.0
2017-05-03,DL,Y,X,4766.0
2017-05-03,MU,C,D,19538.0
2017-05-03,MU,C,I,13725.0
2017-05-03,MU,Y,S,4485.0
2017-05-03,MU,Y,T,4471.0
2017-05-03,MU,Y,V,5800.0
2017-05-03,MU,Y,Z,7632.5
2017-05-03,UA,Y,G,4077.0
2017-05-03,UA,Y,K,4611.0
2017-05-03,UA,Y,S,6403.0
2017-05-04,AA,C,D,26766.0
2017-05-04,AA,Y,L,3164.0
2017-05-04,AA,Y,N,3950.0
2017-05-04,AA,Y,O,3804.0
2017-05-04,AA,Y,Q,6674.0
2017-05-04,DL,C,Z,16839.5
2017-05-04,DL,Y,V,3929.5
2017-05-04,DL,Y,X,4612.0
2017-05-04,MU,C,D,19659.0
2017-05-04,MU,C,I,20222.0
2017-05-04,MU,Y,S,4609.0
2017-05-04,MU,Y,T,4375.0
2017-05-04,MU,Y,V,5081.0
2017-05-04,UA,C,P,16364.0
2017-05-04,UA,Y,G,3842.0
2017-05-04,UA,Y,K,5532.5
2017-05-04,UA,Y,L,1940.0
2017-05-05,AA,C,D,18678.0
2017-05-05,AA,C,R,15460.0
2017-05-05,AA,Y,N,3835.0
2017-05-05,AA,Y,O,3694.0
2017-05-05,AA,Y,Q,4650.5
2017-05-05,AA,Y,S,5745.0
2017-05-05,CZ,Y,V,7516.0
2017-05-05,DL,C,Z,18955.0
2017-05-05,DL,Y,T,10146.0
2017-05-05,DL,Y,U,3680.0
2017-05-05,DL,Y,V,4001.0
2017-05-05,DL,Y,X,4670.0
2017-05-05,MU,C,D,15831.0
2017-05-05,MU,C,I,14963.0
2017-05-05,MU,Y,N,10748.0
2017-05-05,MU,Y,Q,4437.0
2017-05-05,MU,Y,S,5537.0
2017-05-05,MU,Y,V,5301.0
2017-05-05,UA,C,P,18594.0
2017-05-05,UA,Y,G,3965.0
2017-05-05,UA,Y,L,7729.0
2017-05-05,UA,Y,S,3810.0
