fdate,order_date,airline,class,subclass,prc
2017-03-01,2017-01-25,AA,C,D,9886.0
2017-03-01,2017-02-15,AA,C,D,7752.0
2017-03-01,2016-12-26,AA,C,I,9964.0
2017-03-01,2017-01-13,AA,C,I,15617.0
2017-03-01,2017-02-06,AA,C,I,16546.0
2017-03-01,2017-02-27,AA,C,R,6954.0
2017-03-01,2017-01-27,AA,Y,N,8340.0
2017-03-01,2017-02-27,AA,Y,N,3846.0
2017-03-01,2016-11-03,AA,Y,O,5374.0
2017-03-01,2016-11-08,AA,Y,O,3537.0
2017-03-01,2016-12-22,AA,Y,O,4496.0
2017-03-01,2017-01-12,AA,Y,O,3697.0
2017-03-01,2017-01-14,AA,Y,O,2000.0
2017-03-01,2017-01-15,AA,Y,O,2000.0
2017-03-01,2017-01-16,AA,Y,O,4911.0
2017-03-01,2017-01-23,AA,Y,O,2007.0
2017-03-01,2017-01-24,AA,Y,O,5568.0
2017-03-01,2017-02-01,AA,Y,O,2236.0
2017-03-01,2017-02-02,AA,Y,O,2646.0
2017-03-01,2017-02-04,AA,Y,O,3526.0
2017-03-01,2017-02-05,AA,Y,O,3495.0
2017-03-01,2017-02-06,AA,Y,O,3008.0
2017-03-01,2017-02-10,AA,Y,O,3423.0
2017-03-01,2017-02-11,AA,Y,O,3825.5
2017-03-01,2017-02-12,AA,Y,O,3571.0
2017-03-01,2017-02-14,AA,Y,O,2694.5
2017-03-01,2017-02-15,AA,Y,O,3546.0
2017-03-01,2017-02-17,AA,Y,O,2213.0
2017-03-01,2017-02-18,AA,Y,O,3614.0
2017-03-01,2017-02-19,AA,Y,O,2110.0
2017-03-01,2017-02-21,AA,Y,O,3653.0
2017-03-01,2017-02-23,AA,Y,O,3670.0
2017-03-01,2017-02-24,AA,Y,O,3489.0
2017-03-01,2017-02-25,AA,Y,O,2661.5
2017-03-01,2017-02-27,AA,Y,O,3459.0
2017-03-01,2017-02-28,AA,Y,O,4327.0
2017-03-01,2017-03-01,AA,Y,O,2722.0
2017-03-01,2017-02-26,AA,Y,S,3308.0
2017-03-01,2016-12-01,MU,C,D,10977.0
2017-03-01,2017-02-13,MU,C,D,19918.0
2017-03-01,2017-02-22,MU,C,D,19669.0
2017-03-01,2017-02-28,MU,C,D,0.0
2017-03-01,2017-02-21,MU,C,I,800.0
2017-03-01,2017-02-23,MU,C,I,13674.0
2017-03-01,2017-02-15,MU,Y,N,6552.0
2017-03-01,2017-02-18,MU,Y,S,5068.0
2017-03-01,2017-02-28,MU,Y,S,3787.0
2017-03-01,2016-10-13,MU,Y,T,3963.0
2017-03-01,2017-02-04,MU,Y,T,6059.0
2017-03-01,2016-12-07,MU,Y,V,3799.0
2017-03-01,2016-12-17,MU,Y,V,4895.0
2017-03-01,2017-01-02,MU,Y,V,3835.0
2017-03-01,2017-01-05,MU,Y,V,3786.0
2017-03-01,2017-01-12,MU,Y,V,4043.0
2017-03-01,2017-01-15,MU,Y,V,3771.0
2017-03-01,2017-01-25,MU,Y,V,3769.0
2017-03-01,2017-01-29,MU,Y,V,3781.0
2017-03-01,2017-02-02,MU,Y,V,3936.0
2017-03-01,2017-02-04,MU,Y,V,3960.0
2017-03-01,2017-02-06,MU,Y,V,3969.0
2017-03-01,2017-02-13,MU,Y,V,3868.0
2017-03-01,2017-02-14,MU,Y,V,6118.0
2017-03-01,2017-02-15,MU,Y,V,5489.0
2017-03-01,2017-02-19,MU,Y,V,4205.0
2017-03-01,2017-02-22,MU,Y,V,8178.0
2017-03-01,2017-02-23,MU,Y,V,1120.0
2017-03-01,2017-02-25,MU,Y,V,6249.0
2017-03-01,2016-11-16,UA,C,P,14147.0
2017-03-01,2016-12-06,UA,C,P,9433.0
2017-03-01,2017-01-26,UA,C,P,16523.0
2017-03-01,2017-02-06,UA,C,P,12013.0
2017-03-01,2017-02-08,UA,C,P,30371.0
2017-03-01,2017-02-19,UA,C,P,16687.0
2017-03-01,2017-02-21,UA,C,P,16687.0
2017-03-01,2016-11-07,UA,Y,G,1915.0
2017-03-01,2016-12-13,UA,Y,G,3828.0
2017-03-01,2017-01-08,UA,Y,G,2377.0
2017-03-01,2017-01-09,UA,Y,G,3689.0
2017-03-01,2017-01-24,UA,Y,G,4566.0
2017-03-01,2017-02-04,UA,Y,G,3768.0
2017-03-01,2017-02-22,UA,Y,G,3716.0
2017-03-01,2017-02-27,UA,Y,G,3736.0
2017-03-01,2017-02-28,UA,Y,G,3703.0
2017-03-01,2017-03-01,UA,Y,K,5897.0
2017-03-01,2017-02-25,UA,Y,L,3418.0
2017-03-01,2017-02-03,UA,Y,T,2890.0
2017-03-02,2016-11-03,AA,C,D,13034.0
2017-03-02,2016-12-22,AA,C,D,25368.0
2017-03-02,2017-01-17,AA,C,D,2105.0
2017-03-02,2017-02-12,AA,C,D,15047.0
2017-03-02,2017-02-13,AA,C,D,14433.0
2017-03-02,2017-02-27,AA,C,R,5794.0
2017-03-02,2017-02-27,AA,Y,N,6988.0
2017-03-02,2016-11-02,AA,Y,O,1447.0
2017-03-02,2016-11-03,AA,Y,O,3399.0
2017-03-02,2016-12-21,AA,Y,O,3617.0
2017-03-02,2017-01-04,AA,Y,O,3579.0
2017-03-02,2017-01-18,AA,Y,O,4115.0
2017-03-02,2017-01-25,AA,Y,O,2007.0
2017-03-02,2017-01-31,AA,Y,O,2025.0
2017-03-02,2017-02-01,AA,Y,O,2042.0
2017-03-02,2017-02-02,AA,Y,O,2195.0
2017-03-02,2017-02-05,AA,Y,O,2086.0
2017-03-02,2017-02-10,AA,Y,O,3533.0
2017-03-02,2017-02-11,AA,Y,O,5378.0
2017-03-02,2017-02-12,AA,Y,O,1940.0
2017-03-02,2017-02-15,AA,Y,O,5271.0
2017-03-02,2017-02-18,AA,Y,O,2315.5
2017-03-02,2017-02-21,AA,Y,O,2119.0
2017-03-02,2017-02-24,AA,Y,O,4482.0
2017-03-02,2017-02-25,AA,Y,O,2685.0
2017-03-02,2017-02-28,AA,Y,O,3475.0
2017-03-02,2017-03-01,AA,Y,O,3488.0
2017-03-02,2017-03-02,AA,Y,O,2637.0
2017-03-02,2016-10-19,DL,Y,V,3461.0
2017-03-02,2016-11-27,DL,Y,V,3359.0
2017-03-02,2016-12-12,DL,Y,V,4033.5
2017-03-02,2016-12-17,DL,Y,V,7496.0
2017-03-02,2016-12-20,DL,Y,V,3626.0
2017-03-02,2016-12-21,DL,Y,V,3635.0
2017-03-02,2016-12-28,DL,Y,V,3572.5
2017-03-02,2016-12-29,DL,Y,V,7572.0
2017-03-02,2017-01-05,DL,Y,V,2288.0
2017-03-02,2017-01-06,DL,Y,V,4158.0
2017-03-02,2017-01-08,DL,Y,V,2242.0
2017-03-02,2017-01-10,DL,Y,V,3561.0
2017-03-02,2017-01-18,DL,Y,V,2814.0
2017-03-02,2017-01-19,DL,Y,V,3632.0
2017-03-02,2017-01-20,DL,Y,V,3041.0
2017-03-02,2017-01-21,DL,Y,V,2143.0
2017-03-02,2017-01-22,DL,Y,V,3270.0
2017-03-02,2017-01-26,DL,Y,V,2121.0
2017-03-02,2017-02-01,DL,Y,V,3356.0
2017-03-02,2017-02-07,DL,Y,V,3461.0
2017-03-02,2017-02-09,DL,Y,V,2109.0
2017-03-02,2017-02-10,DL,Y,V,3542.0
2017-03-02,2017-02-17,DL,Y,V,3548.0
2017-03-02,2017-02-20,DL,Y,V,1600.0
2017-03-02,2017-02-26,DL,Y,V,3871.0
2017-03-02,2017-03-01,DL,Y,V,3702.0
2017-03-02,2017-03-02,DL,Y,V,3170.0
2017-03-02,2016-09-20,DL,Y,X,910.0
2017-03-02,2016-10-12,DL,Y,X,913.0
2017-03-02,2016-10-18,DL,Y,X,2120.0
2017-03-02,2016-11-28,DL,Y,X,1979.0
2017-03-02,2016-12-19,DL,Y,X,1886.0
2017-03-02,2016-12-29,DL,Y,X,4057.0
2017-03-02,2017-02-08,DL,Y,X,2607.0
2017-03-02,2017-02-20,DL,Y,X,3606.0
2017-03-02,2016-12-19,MU,C,D,33655.0
2017-03-02,2016-12-21,MU,C,D,19181.0
2017-03-02,2017-02-08,MU,C,D,20803.0
2017-03-02,2017-02-17,MU,C,D,19668.0
2017-03-02,2017-02-10,MU,C,I,14719.0
2017-03-02,2016-11-13,MU,Y,Q,4399.0
2017-03-02,2017-01-03,MU,Y,Q,4337.0
2017-03-02,2017-03-01,MU,Y,S,3795.0
2017-03-02,2016-11-29,MU,Y,V,3785.0
2017-03-02,2016-12-09,MU,Y,V,3948.0
2017-03-02,2016-12-21,MU,Y,V,4611.0
2017-03-02,2017-01-01,MU,Y,V,3835.0
2017-03-02,2017-02-17,MU,Y,V,3868.0
2017-03-02,2017-02-06,UA,C,P,12247.0
2017-03-02,2017-02-14,UA,C,P,28490.0
2017-03-02,2017-02-15,UA,C,Z,33034.0
2017-03-02,2016-11-15,UA,Y,G,3834.0
2017-03-02,2016-12-30,UA,Y,G,3699.0
2017-03-02,2017-01-15,UA,Y,G,3869.0
2017-03-02,2017-01-23,UA,Y,G,2213.0
2017-03-02,2017-02-06,UA,Y,G,2529.0
2017-03-02,2017-02-09,UA,Y,G,2115.0
2017-03-02,2017-02-14,UA,Y,G,3554.0
2017-03-02,2017-02-16,UA,Y,G,3516.0
2017-03-02,2017-02-08,UA,Y,K,2759.0
2017-03-03,2017-02-15,AA,Y,N,10652.0
2017-03-03,2017-02-27,AA,Y,N,3746.0
2017-03-03,2017-03-02,AA,Y,N,3946.0
2017-03-03,2016-11-04,AA,Y,O,3423.0
2017-03-03,2016-12-26,AA,Y,O,3577.0
2017-03-03,2017-01-02,AA,Y,O,3615.0
2017-03-03,2017-01-09,AA,Y,O,3375.0
2017-03-03,2017-01-11,AA,Y,O,4316.0
2017-03-03,2017-01-30,AA,Y,O,3487.0
2017-03-03,2017-02-07,AA,Y,O,4238.5
2017-03-03,2017-02-08,AA,Y,O,3396.0
2017-03-03,2017-02-09,AA,Y,O,4493.0
2017-03-03,2017-02-10,AA,Y,O,3401.0
2017-03-03,2017-02-15,AA,Y,O,1400.0
2017-03-03,2017-02-18,AA,Y,O,3653.0
2017-03-03,2017-02-19,AA,Y,O,3653.0
2017-03-03,2017-02-20,AA,Y,O,2750.0
2017-03-03,2017-02-22,AA,Y,O,2047.0
2017-03-03,2017-02-23,AA,Y,O,3558.0
2017-03-03,2017-02-24,AA,Y,O,2684.5
2017-03-03,2017-02-25,AA,Y,O,3416.0
2017-03-03,2017-02-26,AA,Y,O,3600.0
2017-03-03,2017-02-28,AA,Y,O,3443.0
2017-03-03,2017-03-01,AA,Y,O,3488.0
2017-03-03,2017-03-02,AA,Y,O,3488.0
2017-03-03,2017-03-03,AA,Y,O,2009.5
2017-03-03,2016-11-10,AA,Y,Q,4059.0
2017-03-03,2017-03-03,AA,Y,Q,2913.0
2017-03-03,2017-01-12,AA,Y,S,3190.0
2017-03-03,2017-01-30,AA,Y,S,3236.0
2017-03-03,2017-02-13,AA,Y,S,3160.0
2017-03-03,2017-02-27,AA,Y,S,3308.0
2017-03-03,2017-02-28,AA,Y,S,3308.0
2017-03-03,2017-03-01,AA,Y,S,3308.0
2017-03-03,2016-10-20,DL,C,D,21495.0
2017-03-03,2017-02-27,DL,C,I,18632.0
2017-03-03,2017-01-09,DL,C,Z,24875.0
2017-03-03,2016-08-27,DL,Y,V,3596.0
2017-03-03,2016-11-27,DL,Y,V,3371.0
2017-03-03,2016-12-06,DL,Y,V,3619.5
2017-03-03,2016-12-07,DL,Y,V,3498.0
2017-03-03,2016-12-11,DL,Y,V,3356.0
2017-03-03,2016-12-22,DL,Y,V,3572.5
2017-03-03,2016-12-28,DL,Y,V,3626.0
2017-03-03,2017-01-16,DL,Y,V,3249.0
2017-03-03,2017-01-25,DL,Y,V,3664.0
2017-03-03,2017-01-30,DL,Y,V,3647.0
2017-03-03,2017-02-01,DL,Y,V,3384.5
2017-03-03,2017-02-08,DL,Y,V,3337.0
2017-03-03,2017-02-14,DL,Y,V,3413.0
2017-03-03,2017-02-18,DL,Y,V,3858.0
2017-03-03,2017-02-21,DL,Y,V,3662.0
2017-03-03,2017-02-23,DL,Y,V,1150.0
2017-03-03,2017-02-25,DL,Y,V,7050.0
2017-03-03,2017-02-27,DL,Y,V,3593.0
2017-03-03,2017-03-02,DL,Y,V,3701.0
2017-03-03,2017-01-25,DL,Y,X,3238.0
2017-03-03,2017-02-17,MU,C,C,47705.0
2017-03-03,2016-12-23,MU,C,D,19181.0
2017-03-03,2017-01-09,MU,C,D,19181.0
2017-03-03,2017-01-23,MU,C,D,20613.0
2017-03-03,2017-02-19,MU,C,D,19668.0
2017-03-03,2017-02-23,MU,C,D,14938.0
2017-03-03,2017-02-28,MU,C,D,800.0
2017-03-03,2017-01-12,MU,C,I,13926.0
2017-03-03,2017-01-15,MU,C,I,13581.0
2017-03-03,2017-02-01,MU,C,I,1831.0
2017-03-03,2017-03-01,MU,C,I,13629.0
2017-03-03,2017-01-15,MU,Y,Q,790.0
2017-03-03,2017-02-27,MU,Y,Q,3565.0
2017-03-03,2017-01-12,MU,Y,S,3652.0
2017-03-03,2017-02-06,MU,Y,S,7369.0
2017-03-03,2017-02-11,MU,Y,S,6576.0
2017-03-03,2017-02-16,MU,Y,S,3129.0
2017-03-03,2017-02-23,MU,Y,S,3781.0
2017-03-03,2017-02-26,MU,Y,S,3687.0
2017-03-03,2016-11-05,MU,Y,V,3708.0
2017-03-03,2016-11-16,MU,Y,V,4505.0
2017-03-03,2016-12-01,MU,Y,V,3760.0
2017-03-03,2016-12-02,MU,Y,V,3783.0
2017-03-03,2017-01-03,MU,Y,V,3852.0
2017-03-03,2017-01-09,MU,Y,V,3716.0
2017-03-03,2017-01-19,MU,Y,V,3907.0
2017-03-03,2017-01-20,MU,Y,V,3974.0
2017-03-03,2017-01-22,MU,Y,V,3718.0
2017-03-03,2017-01-23,MU,Y,V,3968.0
2017-03-03,2017-02-04,MU,Y,V,3774.0
2017-03-03,2017-02-05,MU,Y,V,3774.0
2017-03-03,2017-02-06,MU,Y,V,3824.0
2017-03-03,2017-02-09,MU,Y,V,3849.0
2017-03-03,2017-02-13,MU,Y,V,3938.0
2017-03-03,2017-02-17,MU,Y,V,7176.0
2017-03-03,2017-02-19,MU,Y,V,3899.5
2017-03-03,2017-02-21,MU,Y,V,3848.0
2017-03-03,2017-02-23,MU,Y,V,4198.0
2017-03-03,2017-02-28,MU,Y,V,6009.0
2017-03-03,2017-02-25,UA,C,P,17775.0
2017-03-03,2017-02-26,UA,C,P,15322.0
2017-03-03,2016-12-09,UA,Y,G,4483.0
2017-03-03,2016-12-28,UA,Y,G,2156.5
2017-03-03,2017-01-22,UA,Y,G,4572.0
2017-03-03,2017-02-02,UA,Y,G,3801.0
2017-03-03,2017-02-18,UA,Y,G,3685.0
2017-03-03,2017-02-22,UA,Y,G,3716.0
2017-03-03,2017-02-26,UA,Y,G,9153.0
2017-03-03,2017-02-28,UA,Y,G,3834.5
2017-03-03,2017-03-02,UA,Y,G,3856.0
2017-03-03,2017-01-11,UA,Y,Q,6657.0
2017-03-04,2016-12-22,AA,C,D,23868.0
2017-03-04,2017-01-20,AA,C,D,2410.0
2017-03-04,2016-12-12,AA,C,I,9960.0
2017-03-04,2017-02-07,AA,C,J,18214.0
2017-03-04,2017-02-08,AA,C,J,33672.0
2017-03-04,2017-03-01,AA,C,J,4956.0
2017-03-04,2017-02-28,AA,Y,N,5099.0
2017-03-04,2016-09-27,AA,Y,O,3875.0
2017-03-04,2016-10-26,AA,Y,O,3498.0
2017-03-04,2016-11-03,AA,Y,O,3537.0
2017-03-04,2017-01-07,AA,Y,O,3405.0
2017-03-04,2017-01-08,AA,Y,O,3400.0
2017-03-04,2017-01-12,AA,Y,O,3511.0
2017-03-04,2017-01-13,AA,Y,O,3356.0
2017-03-04,2017-01-17,AA,Y,O,3497.0
2017-03-04,2017-01-18,AA,Y,O,4122.0
2017-03-04,2017-01-25,AA,Y,O,3547.0
2017-03-04,2017-01-29,AA,Y,O,3914.0
2017-03-04,2017-02-10,AA,Y,O,3874.0
2017-03-04,2017-02-14,AA,Y,O,3422.0
2017-03-04,2017-02-15,AA,Y,O,3422.0
2017-03-04,2017-02-21,AA,Y,O,6271.0
2017-03-04,2017-02-22,AA,Y,O,7102.0
2017-03-04,2017-02-23,AA,Y,O,3559.0
2017-03-04,2017-02-24,AA,Y,O,3610.0
2017-03-04,2017-02-25,AA,Y,O,4316.0
2017-03-04,2017-02-26,AA,Y,O,3307.0
2017-03-04,2017-02-28,AA,Y,O,3443.0
2017-03-04,2017-03-02,AA,Y,O,3864.0
2017-03-04,2017-03-03,AA,Y,O,3526.5
2017-03-04,2017-02-24,AA,Y,S,2960.0
2017-03-04,2017-03-01,AA,Y,S,3308.0
2017-03-04,2017-02-28,DL,C,Z,12841.0
2017-03-04,2016-11-16,DL,Y,V,3728.0
2017-03-04,2016-11-17,DL,Y,V,4165.0
2017-03-04,2017-01-06,DL,Y,V,3509.0
2017-03-04,2017-01-11,DL,Y,V,3431.0
2017-03-04,2017-01-14,DL,Y,V,3197.0
2017-03-04,2017-01-27,DL,Y,V,3990.0
2017-03-04,2017-02-01,DL,Y,V,4300.0
2017-03-04,2017-02-03,DL,Y,V,5131.0
2017-03-04,2017-02-05,DL,Y,V,3581.0
2017-03-04,2017-02-13,DL,Y,V,3412.0
2017-03-04,2017-02-14,DL,Y,V,8200.0
2017-03-04,2017-02-15,DL,Y,V,3123.5
2017-03-04,2017-02-16,DL,Y,V,4151.0
2017-03-04,2017-02-17,DL,Y,V,3778.0
2017-03-04,2017-02-18,DL,Y,V,3945.0
2017-03-04,2017-02-25,DL,Y,V,3396.0
2017-03-04,2017-02-28,DL,Y,V,2637.0
2017-03-04,2017-03-03,DL,Y,V,3478.0
2017-03-04,2017-01-09,MU,C,D,19037.0
2017-03-04,2017-01-19,MU,C,D,19769.0
2017-03-04,2017-02-13,MU,C,D,19668.0
2017-03-04,2017-02-14,MU,C,D,25368.0
2017-03-04,2017-02-16,MU,C,D,19669.0
2017-03-04,2017-02-22,MU,C,D,16577.0
2017-03-04,2017-02-24,MU,C,D,19669.0
2017-03-04,2017-03-01,MU,C,D,19412.0
2017-03-04,2017-01-16,MU,Y,S,4601.0
2017-03-04,2017-02-28,MU,Y,S,4915.0
2017-03-04,2017-01-12,MU,Y,T,7204.0
2017-03-04,2017-02-22,MU,Y,T,880.0
2017-03-04,2016-09-04,MU,Y,V,4047.0
2017-03-04,2016-09-27,MU,Y,V,4331.0
2017-03-04,2016-09-28,MU,Y,V,4855.0
2017-03-04,2016-09-29,MU,Y,V,4855.0
2017-03-04,2016-11-01,MU,Y,V,3700.0
2017-03-04,2016-11-07,MU,Y,V,3618.0
2017-03-04,2016-11-14,MU,Y,V,3725.0
2017-03-04,2016-12-08,MU,Y,V,3536.0
2017-03-04,2016-12-25,MU,Y,V,3871.0
2017-03-04,2016-12-28,MU,Y,V,4622.0
2017-03-04,2017-01-01,MU,Y,V,3875.0
2017-03-04,2017-01-02,MU,Y,V,3788.0
2017-03-04,2017-01-11,MU,Y,V,3877.0
2017-03-04,2017-01-12,MU,Y,V,3900.0
2017-03-04,2017-01-14,MU,Y,V,5312.0
2017-03-04,2017-01-24,MU,Y,V,3869.0
2017-03-04,2017-01-26,MU,Y,V,3853.0
2017-03-04,2017-01-29,MU,Y,V,4474.0
2017-03-04,2017-02-02,MU,Y,V,3869.0
2017-03-04,2017-02-04,MU,Y,V,4017.0
2017-03-04,2017-02-05,MU,Y,V,3869.0
2017-03-04,2017-02-09,MU,Y,V,1100.0
2017-03-04,2017-02-11,MU,Y,V,3868.0
2017-03-04,2017-02-14,MU,Y,V,3995.0
2017-03-04,2017-02-16,MU,Y,V,4016.0
