fdate,airline,class,subclass,prc
2017-01-09,AA,Y,G,12542.5
2017-01-09,AA,Y,H,6579.0
2017-01-09,AA,Y,K,6586.0
2017-01-09,AA,Y,L,7350.0
2017-01-09,AA,Y,M,7827.0
2017-01-09,AA,Y,N,7191.0
2017-01-09,AA,Y,Q,8801.0
2017-01-09,AA,Y,S,9005.0
2017-01-09,AA,Y,V,8798.0
2017-01-09,AA,Y,Y,7578.0
2017-01-09,DL,C,D,37969.5
2017-01-09,DL,C,Z,15456.0
2017-01-09,DL,Y,K,10546.0
2017-01-09,DL,Y,L,8700.5
2017-01-09,DL,Y,M,10901.5
2017-01-09,DL,Y,Q,8534.5
2017-01-09,DL,Y,S,7080.0
2017-01-09,DL,Y,T,8005.0
2017-01-09,DL,Y,U,5055.0
2017-01-09,DL,Y,X,6349.0
2017-01-09,MU,C,D,26679.0
2017-01-09,MU,C,I,13517.0
2017-01-09,MU,Y,E,12880.5
2017-01-09,MU,Y,H,9576.0
2017-01-09,MU,Y,K,9675.5
2017-01-09,MU,Y,L,8132.5
2017-01-09,MU,Y,M,14978.0
2017-01-09,MU,Y,N,9042.0
2017-01-09,MU,Y,R,11091.0
2017-01-09,MU,Y,S,7419.0
2017-01-09,MU,Y,Z,7343.0
2017-01-09,UA,C,P,14049.0
2017-01-09,UA,Y,E,10631.0
2017-01-09,UA,Y,G,11834.0
2017-01-09,UA,Y,H,8324.0
2017-01-09,UA,Y,K,4568.0
2017-01-09,UA,Y,L,5954.5
2017-01-09,UA,Y,Q,8543.5
2017-01-09,UA,Y,S,9089.0
2017-01-09,UA,Y,T,8115.0
2017-01-09,UA,Y,V,11185.5
2017-01-09,UA,Y,W,12562.5
2017-01-10,AA,C,D,13457.0
2017-01-10,AA,C,I,12390.0
2017-01-10,AA,F,P,14047.0
2017-01-10,AA,Y,G,7644.0
2017-01-10,AA,Y,H,6524.0
2017-01-10,AA,Y,K,7728.0
2017-01-10,AA,Y,L,7471.0
2017-01-10,AA,Y,M,6378.0
2017-01-10,AA,Y,N,7771.0
2017-01-10,AA,Y,O,7293.0
2017-01-10,AA,Y,Q,8238.0
2017-01-10,AA,Y,V,7738.0
2017-01-10,AA,Y,Y,6781.0
2017-01-10,DL,C,Z,18635.0
2017-01-10,DL,Y,K,8510.0
2017-01-10,DL,Y,L,5844.5
2017-01-10,DL,Y,Q,9209.0
2017-01-10,DL,Y,T,5992.0
2017-01-10,DL,Y,U,5425.0
2017-01-10,DL,Y,V,6156.0
2017-01-10,DL,Y,X,5414.0
2017-01-10,MU,C,D,21974.5
2017-01-10,MU,C,I,13356.0
2017-01-10,MU,Y,E,10955.0
2017-01-10,MU,Y,H,9582.0
2017-01-10,MU,Y,K,9171.0
2017-01-10,MU,Y,L,7959.0
2017-01-10,MU,Y,N,7136.5
2017-01-10,MU,Y,Q,7970.0
2017-01-10,MU,Y,R,11023.0
2017-01-10,MU,Y,S,6239.0
2017-01-10,MU,Y,V,4272.0
2017-01-10,MU,Y,Z,8666.5
2017-01-10,UA,C,P,19135.0
2017-01-10,UA,Y,K,5250.0
2017-01-10,UA,Y,L,7373.0
2017-01-10,UA,Y,S,10901.5
2017-01-10,UA,Y,T,9240.0
2017-01-10,UA,Y,V,7245.0
2017-01-11,AA,C,D,17953.5
2017-01-11,AA,C,I,10705.0
2017-01-11,AA,F,P,14047.0
2017-01-11,AA,Y,G,7976.0
2017-01-11,AA,Y,H,6757.0
2017-01-11,AA,Y,L,6962.0
2017-01-11,AA,Y,M,5254.0
2017-01-11,AA,Y,N,7795.0
2017-01-11,AA,Y,Q,5094.0
2017-01-11,AA,Y,S,9627.5
2017-01-11,AA,Y,V,7634.0
2017-01-11,AA,Y,Y,7831.0
2017-01-11,DL,C,Z,14654.0
2017-01-11,DL,Y,K,8782.0
2017-01-11,DL,Y,L,9521.0
2017-01-11,DL,Y,Q,7328.5
2017-01-11,DL,Y,T,6737.0
2017-01-11,DL,Y,U,7538.0
2017-01-11,DL,Y,V,5567.0
2017-01-11,DL,Y,X,6051.0
2017-01-11,MU,C,D,23577.0
2017-01-11,MU,C,I,11994.0
2017-01-11,MU,Y,E,11735.0
2017-01-11,MU,Y,K,10357.0
2017-01-11,MU,Y,L,7958.0
2017-01-11,MU,Y,N,6828.0
2017-01-11,MU,Y,Q,7233.0
2017-01-11,MU,Y,R,5307.0
2017-01-11,MU,Y,S,5851.0
2017-01-11,MU,Y,V,4178.5
2017-01-11,MU,Y,Z,5946.0
2017-01-11,UA,C,P,18735.0
2017-01-11,UA,Y,E,2000.0
2017-01-11,UA,Y,G,5868.0
2017-01-11,UA,Y,K,5480.5
2017-01-11,UA,Y,L,7949.0
2017-01-11,UA,Y,S,6872.0
2017-01-11,UA,Y,k,6730.0
2017-01-12,AA,C,D,19426.0
2017-01-12,AA,C,I,12363.5
2017-01-12,AA,C,R,16663.0
2017-01-12,AA,F,F,23327.0
2017-01-12,AA,Y,H,6540.5
2017-01-12,AA,Y,K,7069.0
2017-01-12,AA,Y,L,9788.0
2017-01-12,AA,Y,M,5451.5
2017-01-12,AA,Y,N,5298.0
2017-01-12,AA,Y,O,7335.0
2017-01-12,AA,Y,Q,8676.0
2017-01-12,AA,Y,S,6195.5
2017-01-12,DL,C,Z,14619.5
2017-01-12,DL,Y,K,6714.0
2017-01-12,DL,Y,L,8924.0
2017-01-12,DL,Y,T,6971.0
2017-01-12,DL,Y,U,5386.0
2017-01-12,DL,Y,V,4330.0
2017-01-12,DL,Y,X,5654.0
2017-01-12,MU,C,D,23291.0
2017-01-12,MU,C,I,13676.0
2017-01-12,MU,Y,K,11921.0
2017-01-12,MU,Y,L,6562.5
2017-01-12,MU,Y,N,5983.0
2017-01-12,MU,Y,R,7978.0
2017-01-12,MU,Y,S,6731.0
2017-01-12,MU,Y,T,4956.5
2017-01-12,MU,Y,V,4118.5
2017-01-12,MU,Y,Z,6707.0
2017-01-12,UA,C,P,20834.0
2017-01-12,UA,Y,K,6077.0
2017-01-12,UA,Y,L,7396.5
2017-01-12,UA,Y,S,8155.0
2017-01-12,UA,Y,T,8466.0
2017-01-12,UA,Y,V,7275.5
2017-01-13,AA,C,D,20550.5
2017-01-13,AA,C,R,12069.0
2017-01-13,AA,Y,H,7444.5
2017-01-13,AA,Y,K,1300.0
2017-01-13,AA,Y,L,7623.0
2017-01-13,AA,Y,M,5414.0
2017-01-13,AA,Y,N,7136.5
2017-01-13,AA,Y,O,4715.0
2017-01-13,AA,Y,Q,8024.0
2017-01-13,AA,Y,S,7291.0
2017-01-13,AA,Y,V,7197.0
2017-01-13,DL,C,Z,17222.5
2017-01-13,DL,Y,H,10165.0
2017-01-13,DL,Y,L,8543.0
2017-01-13,DL,Y,Q,7284.5
2017-01-13,DL,Y,S,9037.0
2017-01-13,DL,Y,T,5130.0
2017-01-13,DL,Y,U,5367.0
2017-01-13,DL,Y,V,6889.0
2017-01-13,DL,Y,X,6095.0
2017-01-13,MU,C,D,23290.0
2017-01-13,MU,C,I,13580.5
2017-01-13,MU,Y,E,11981.0
2017-01-13,MU,Y,H,11093.0
2017-01-13,MU,Y,K,12182.0
2017-01-13,MU,Y,L,6673.5
2017-01-13,MU,Y,N,8487.0
2017-01-13,MU,Y,Q,7335.0
2017-01-13,MU,Y,R,5833.0
2017-01-13,MU,Y,S,8014.0
2017-01-13,MU,Y,T,5955.0
2017-01-13,MU,Y,V,4220.0
2017-01-13,MU,Y,Y,5362.0
2017-01-13,MU,Y,Z,6638.0
2017-01-13,UA,Y,E,8984.0
2017-01-13,UA,Y,H,6536.5
2017-01-13,UA,Y,K,5542.0
2017-01-13,UA,Y,L,8471.5
2017-01-13,UA,Y,Q,8494.5
2017-01-13,UA,Y,T,8570.5
2017-01-13,UA,Y,U,9759.0
2017-01-13,UA,Y,V,7215.0
2017-01-14,AA,C,D,12504.0
2017-01-14,AA,C,I,10702.0
2017-01-14,AA,Y,H,6376.0
2017-01-14,AA,Y,K,8088.0
2017-01-14,AA,Y,L,7107.5
2017-01-14,AA,Y,M,9883.5
2017-01-14,AA,Y,N,6976.0
2017-01-14,AA,Y,Q,6558.0
2017-01-14,AA,Y,S,8020.0
2017-01-14,AA,Y,V,6242.0
2017-01-14,DL,C,D,29912.0
2017-01-14,DL,C,I,16101.0
2017-01-14,DL,Y,H,8477.0
2017-01-14,DL,Y,K,3320.0
2017-01-14,DL,Y,L,6726.0
2017-01-14,DL,Y,T,5721.0
2017-01-14,DL,Y,U,5271.0
2017-01-14,DL,Y,V,4245.5
2017-01-14,DL,Y,X,5669.0
2017-01-14,MU,C,D,21644.5
2017-01-14,MU,Y,B,19612.0
2017-01-14,MU,Y,E,14888.0
2017-01-14,MU,Y,H,1413.0
2017-01-14,MU,Y,K,11709.5
2017-01-14,MU,Y,L,8723.0
2017-01-14,MU,Y,M,16428.0
2017-01-14,MU,Y,N,9266.5
2017-01-14,MU,Y,R,7918.0
2017-01-14,MU,Y,S,7382.0
2017-01-14,MU,Y,Z,7593.0
2017-01-14,UA,C,P,16089.0
2017-01-14,UA,C,Z,17589.0
2017-01-14,UA,Y,G,7828.0
2017-01-14,UA,Y,H,7979.0
2017-01-14,UA,Y,L,5879.5
2017-01-14,UA,Y,Q,8612.0
2017-01-14,UA,Y,S,8924.5
2017-01-14,UA,Y,T,8147.0
2017-01-14,UA,Y,U,9998.0
2017-01-14,UA,Y,V,7237.0
2017-01-14,UA,Y,W,8632.0
2017-01-15,AA,C,D,19905.0
2017-01-15,AA,C,I,16720.0
2017-01-15,AA,C,R,14720.0
2017-01-15,AA,F,F,26177.5
2017-01-15,AA,Y,G,8282.0
2017-01-15,AA,Y,H,6941.5
2017-01-15,AA,Y,L,8554.0
2017-01-15,AA,Y,M,5255.0
2017-01-15,AA,Y,N,8791.0
2017-01-15,AA,Y,Q,9128.0
2017-01-15,AA,Y,S,7434.0
2017-01-15,AA,Y,V,7980.5
2017-01-15,DL,C,I,22488.0
2017-01-15,DL,C,Z,14755.0
2017-01-15,DL,Y,K,7841.5
2017-01-15,DL,Y,L,8849.0
2017-01-15,DL,Y,Q,6756.0
2017-01-15,DL,Y,T,6433.5
2017-01-15,DL,Y,U,5643.0
2017-01-15,DL,Y,V,6660.0
2017-01-15,DL,Y,X,5842.0
2017-01-15,DL,Y,Y,9592.0
2017-01-15,MU,C,D,24445.5
2017-01-15,MU,C,I,19352.0
2017-01-15,MU,Y,B,8240.0
2017-01-15,MU,Y,K,9423.0
2017-01-15,MU,Y,L,10151.0
2017-01-15,MU,Y,N,8643.0
2017-01-15,MU,Y,Q,8812.0
2017-01-15,MU,Y,R,8084.0
2017-01-15,MU,Y,S,7404.5
2017-01-15,MU,Y,Z,7929.5
2017-01-15,UA,C,P,18878.0
2017-01-15,UA,Y,H,9130.0
2017-01-15,UA,Y,Q,13665.5
2017-01-15,UA,Y,S,10837.0
2017-01-15,UA,Y,T,13004.0
2017-01-15,UA,Y,U,9424.0
2017-01-15,UA,Y,W,9981.0
2017-01-16,AA,C,D,7896.0
2017-01-16,AA,C,I,10702.0
2017-01-16,AA,C,J,19247.0
2017-01-16,AA,C,R,20934.5
2017-01-16,AA,F,F,28682.0
2017-01-16,AA,Y,H,7768.0
2017-01-16,AA,Y,L,10065.0
2017-01-16,AA,Y,M,7366.0
2017-01-16,AA,Y,O,9423.0
2017-01-16,AA,Y,Q,12698.0
2017-01-16,AA,Y,S,6245.0
2017-01-16,AA,Y,V,8948.0
2017-01-16,AA,Y,Y,4585.5
2017-01-16,DL,C,D,22503.5
2017-01-16,DL,C,I,22337.0
2017-01-16,DL,C,Z,16131.0
2017-01-16,DL,Y,K,7013.5
2017-01-16,DL,Y,T,6097.5
2017-01-16,DL,Y,U,6167.0
2017-01-16,DL,Y,V,4368.0
2017-01-16,DL,Y,X,5901.0
2017-01-16,MU,C,C,39310.0
2017-01-16,MU,C,D,21811.0
2017-01-16,MU,C,I,13463.0
2017-01-16,MU,Y,E,12999.5
2017-01-16,MU,Y,H,9054.0
2017-01-16,MU,Y,K,12972.0
2017-01-16,MU,Y,L,7829.5
2017-01-16,MU,Y,N,6920.0
2017-01-16,MU,Y,Q,7941.0
2017-01-16,MU,Y,R,6266.0
2017-01-16,MU,Y,S,6003.0
2017-01-16,MU,Y,V,5216.0
2017-01-16,MU,Y,Z,4804.5
2017-01-16,UA,C,P,14459.0
2017-01-16,UA,C,Z,22157.0
2017-01-16,UA,Y,H,9491.0
2017-01-16,UA,Y,K,5438.0
2017-01-16,UA,Y,L,6020.0
2017-01-16,UA,Y,Q,8597.0
2017-01-16,UA,Y,S,9206.0
2017-01-16,UA,Y,T,9035.0
2017-01-16,UA,Y,U,9062.0
2017-01-16,UA,Y,V,8500.5
2017-01-16,UA,Y,W,11755.0
2017-01-17,AA,C,D,21910.0
2017-01-17,AA,C,R,16736.0
2017-01-17,AA,F,F,20956.5
2017-01-17,AA,Y,H,7333.5
2017-01-17,AA,Y,K,9436.0
2017-01-17,AA,Y,L,8915.5
2017-01-17,AA,Y,M,9517.0
2017-01-17,AA,Y,N,6278.0
2017-01-17,AA,Y,O,7551.5
2017-01-17,AA,Y,Q,6687.0
2017-01-17,AA,Y,S,6294.5
2017-01-17,AA,Y,V,6932.0
2017-01-17,DL,C,I,23395.5
2017-01-17,DL,C,Z,13651.0
2017-01-17,DL,Y,B,11899.0
2017-01-17,DL,Y,K,10117.0
2017-01-17,DL,Y,L,8107.0
2017-01-17,DL,Y,T,7198.0
