fdate,airline,class,subclass,prc
2017-07-01,AA,C,D,18519.5
2017-07-01,AA,C,R,25646.5
2017-07-01,AA,Y,K,11098.0
2017-07-01,AA,Y,L,6889.0
2017-07-01,AA,Y,M,7606.5
2017-07-01,AA,Y,N,5933.5
2017-07-01,AA,Y,S,7575.0
2017-07-01,AA,Y,V,5770.0
2017-07-01,CZ,Y,V,10555.0
2017-07-01,DL,Y,B,23749.0
2017-07-01,DL,Y,K,7485.0
2017-07-01,DL,Y,L,9972.0
2017-07-01,DL,Y,T,7075.5
2017-07-01,DL,Y,V,5838.0
2017-07-01,DL,Y,X,6455.5
2017-07-01,MU,C,C,35169.0
2017-07-01,MU,C,D,27325.0
2017-07-01,MU,Y,L,9739.0
2017-07-01,MU,Y,N,8230.0
2017-07-01,MU,Y,Q,3412.5
2017-07-01,MU,Y,R,6219.0
2017-07-01,MU,Y,S,6794.5
2017-07-01,MU,Y,T,3801.5
2017-07-01,MU,Y,V,4410.0
2017-07-01,MU,Y,Z,10132.5
2017-07-01,UA,C,P,19723.0
2017-07-01,UA,Y,G,6008.0
2017-07-01,UA,Y,L,7997.5
2017-07-01,UA,Y,Q,8953.0
2017-07-01,UA,Y,S,9097.0
2017-07-01,UA,Y,T,12352.0
2017-07-01,UA,Y,V,7514.5
2017-07-01,UA,Y,W,14518.0
2017-07-02,AA,C,D,13706.0
2017-07-02,AA,C,R,26724.0
2017-07-02,AA,Y,L,7728.0
2017-07-02,AA,Y,M,7487.0
2017-07-02,AA,Y,N,7522.5
2017-07-02,AA,Y,O,5944.0
2017-07-02,AA,Y,Q,4084.0
2017-07-02,AA,Y,S,8720.0
2017-07-02,AA,Y,V,6251.0
2017-07-02,DL,C,I,22816.0
2017-07-02,DL,C,Z,19404.5
2017-07-02,DL,Y,T,7120.0
2017-07-02,DL,Y,V,5776.0
2017-07-02,DL,Y,X,7744.0
2017-07-02,MU,C,D,27330.0
2017-07-02,MU,Y,L,13305.0
2017-07-02,MU,Y,N,7435.0
2017-07-02,MU,Y,S,7091.5
2017-07-02,MU,Y,T,6215.5
2017-07-02,MU,Y,V,4346.0
2017-07-02,MU,Y,Z,9729.5
2017-07-02,UA,C,P,9348.5
2017-07-02,UA,Y,G,5000.0
2017-07-02,UA,Y,L,5502.0
