date,arrive,sh_order,sh_PV,sh_UV,sh_single_avg_px,sh_round_avg_px,sh_single_px_mid,sh_round_px_mid,bj_order,bj_PV,bj_UV,bj_single_avg_px,bj_round_avg_px,bj_single_px_mid,bj_round_px_mid
2016/2/14,Î÷ÑÅÍ¼,109,1417,668,2898 ,6672 ,2748 ,6258 ,110,1452,688,3811 ,7747 ,3170 ,6258 
2016/2/15,Î÷ÑÅÍ¼,114,1608,779,2226 ,4615 ,1756 ,4346 ,106,1724,761,3035 ,17086 ,2054 ,4346 
2016/2/16,Î÷ÑÅÍ¼,106,1531,755,3648 ,9938 ,2847 ,7687 ,122,1878,793,5005 ,8016 ,3134 ,7687 
2016/2/17,Î÷ÑÅÍ¼,117,1641,737,3482 ,8563 ,3096 ,5337 ,108,1870,748,3466 ,6272 ,2800 ,5337 
2016/2/18,Î÷ÑÅÍ¼,123,1616,724,3689 ,9549 ,2489 ,7724 ,123,1662,779,3276 ,14422 ,2702 ,7724 
2016/2/19,Î÷ÑÅÍ¼,113,1646,734,3538 ,4768 ,3696 ,4536 ,117,1780,771,,6053 ,,4536 
2016/2/20,Î÷ÑÅÍ¼,112,1224,600,2166 ,8458 ,2111 ,6116 ,116,1301,618,4915 ,7579 ,4915 ,6116 
2016/2/21,Î÷ÑÅÍ¼,123,1457,602,2159 ,5586 ,2165 ,4596 ,102,1185,600,,,,4596 
2016/2/22,Î÷ÑÅÍ¼,129,1937,730,3552 ,14466 ,2654 ,7917 ,114,1540,743,4956 ,7196 ,4684 ,7917 
2016/2/23,Î÷ÑÅÍ¼,130,1822,782,4755 ,7776 ,3949 ,5174 ,114,1761,772,4076 ,6573 ,4076 ,5174 
2016/2/24,Î÷ÑÅÍ¼,121,1658,735,,15207 ,,12208 ,109,1699,799,3862 ,6271 ,3196 ,12208 
2016/2/25,Î÷ÑÅÍ¼,115,1638,702,4385 ,4419 ,2576 ,3858 ,121,1527,758,7860 ,6379 ,4933 ,3858 
2016/2/26,Î÷ÑÅÍ¼,118,1600,675,4378 ,7928 ,4249 ,7613 ,132,1921,783,7965 ,6477 ,5544 ,7613 
2016/2/27,Î÷ÑÅÍ¼,122,1194,528,3456 ,6860 ,3195 ,6231 ,114,1181,620,2981 ,10213 ,2438 ,6231 
2016/2/28,Î÷ÑÅÍ¼,104,1228,547,,10812 ,,9878 ,109,1257,626,4755 ,4713 ,4755 ,9878 
2016/2/29,Î÷ÑÅÍ¼,121,1578,682,3114 ,6459 ,2057 ,4118 ,123,1815,802,3193 ,7199 ,2679 ,4118 
2016/3/1,Î÷ÑÅÍ¼,121,1637,699,3577 ,6459 ,3048 ,3916 ,125,1881,794,3267 ,6191 ,3266 ,3916 
2016/3/2,Î÷ÑÅÍ¼,120,1890,766,5036 ,12594 ,3970 ,10401 ,119,1887,802,8470 ,8663 ,3270 ,10401 
2016/3/3,Î÷ÑÅÍ¼,123,2008,783,3195 ,10182 ,3195 ,9414 ,116,1914,810,3874 ,7119 ,3923 ,9414 
2016/3/4,Î÷ÑÅÍ¼,132,2508,820,7090 ,7990 ,4043 ,6580 ,120,1981,834,2010 ,9498 ,1852 ,6580 
2016/3/5,Î÷ÑÅÍ¼,109,1677,998,4526 ,7838 ,4526 ,7391 ,112,2079,1066,5596 ,3782 ,4894 ,7391 
2016/3/6,Î÷ÑÅÍ¼,106,1860,896,,7355 ,,4848 ,118,1802,1041,3726 ,7534 ,3178 ,4848 
2016/3/7,Î÷ÑÅÍ¼,112,2215,987,4637 ,13499 ,4637 ,8964 ,124,2392,1095,6624 ,6828 ,4487 ,8964 
2016/3/8,Î÷ÑÅÍ¼,123,1740,759,4508 ,13333 ,2997 ,11177 ,123,2045,788,4412 ,14971 ,2715 ,11177 
2016/3/9,Î÷ÑÅÍ¼,120,1805,770,7952 ,7554 ,4872 ,6195 ,123,2194,872,4487 ,5849 ,2676 ,6195 
2016/3/10,Î÷ÑÅÍ¼,121,1717,718,4718 ,8358 ,3179 ,8730 ,119,2067,818,4740 ,4488 ,3751 ,8730 
2016/3/11,Î÷ÑÅÍ¼,117,1607,658,3207 ,10343 ,2283 ,9054 ,123,2226,785,3544 ,8140 ,3188 ,9054 
