take_off_time,order_cnt
06:30,1903
07:00,5671
07:30,6566
08:00,9911
08:30,8380
09:00,7316
09:30,2820
10:00,6621
10:30,5788
11:00,7834
11:30,11751
12:00,6438
12:30,6230
13:00,6214
13:30,5660
14:00,3928
14:30,8628
15:00,4470
15:30,440
16:00,5897
16:30,5873
17:00,4392
17:30,6237
18:00,4451
18:30,8033
19:00,14044
19:30,3514
20:00,3938
20:30,12633
21:00,10369
21:30,6721
22:00,5714
22:30,1932
23:00,21
23:30,0
