take_off_time,order_cnt
06:30,0.009069166746388597
07:00,0.02801109729264326
07:30,0.028685544819668996
08:00,0.045953314837845594
08:30,0.03716636372333301
09:00,0.034128958193819954
09:30,0.012489237539462355
10:00,0.030799770400841864
10:30,0.025700755763895532
11:00,0.03603271788003444
11:30,0.05356835358270353
12:00,0.03266526356070028
12:30,0.02804936381899933
13:00,0.033215344877068786
13:30,0.02685353487037214
14:00,0.018133550176982684
14:30,0.04006026977901081
15:00,0.022132402181192
15:30,0.0019898593705156412
16:00,0.027379699607768104
16:30,0.027389266239357123
17:00,0.020883956758825217
17:30,0.028671194872285467
18:00,0.039581938199559935
18:30,0.04991868363149335
19:00,0.06077681048502822
19:30,0.018903664019898594
20:00,0.00016741605280780637
20:30,0.07314646512962786
21:00,0.057103223954845496
21:30,0.03200994929685258
22:00,0.008777384482923563
22:30,0.009958863484167225
23:00,0.0005070314742179279
23:30,0.00011958289486271883
