take_off_time,order_cnt
06:30,1642
07:00,5715
07:30,5457
08:00,9381
08:30,6682
09:00,6362
09:30,2309
10:00,6031
10:30,5030
11:00,7702
11:30,10624
12:00,7107
12:30,5658
13:00,6940
13:30,4560
14:00,4625
14:30,9148
15:00,5000
15:30,513
16:00,6318
16:30,6281
17:00,4922
17:30,7135
18:00,5622
18:30,9020
19:00,13750
19:30,3753
20:00,4939
20:30,13751
21:00,11364
21:30,6907
22:00,6613
22:30,2175
23:00,201
23:30,73
