take_off_time,order_cnt
06:30,0.008166524508647442
07:00,0.025379743389652105
07:30,0.027702665916556266
08:00,0.07132098070885433
08:30,0.04555105892601129
09:00,0.03467597045532911
09:30,0.01170988875378836
10:00,0.029177177286173167
10:30,0.0254704825508593
11:00,0.03257989583144293
11:30,0.04988385387365479
12:00,0.02985318403716676
12:30,0.02882329455746511
13:00,0.030828630020144094
13:30,0.019622343611055658
14:00,0.01698183401992632
14:30,0.0383690543164619
15:00,0.019531604449848465
15:30,0.001597009237246611
16:00,0.027312487523365334
16:30,0.028818757599404752
17:00,0.0189871694826053
17:30,0.031363991071266535
18:00,0.01754895377747128
18:30,0.052973522312759744
19:00,0.057623904324628425
19:30,0.032089904360924085
20:00,0.0002676805255612217
20:30,0.07442879698020072
21:00,0.052751211367802114
21:30,0.036250294902273925
22:00,0.010734442770811026
22:30,0.011306099486416348
23:00,2.722174836215814e-05
23:30,0.00029036531586302015
